eval_set,stem,L,requested_pairs,effective_pairs,dropped_short_pairs
eval-val,8b61_A,238,220,216,4
eval-val,8b61_A,238,230,226,4
eval-val,8b61_A,238,238,234,4
eval-val,8b6a_A,214,0,0,0
eval-val,8b6a_A,214,10,10,0
eval-val,8b6a_A,214,20,20,0
eval-val,8b6a_A,214,30,30,0
eval-val,8b6a_A,214,40,40,0
eval-val,8b6a_A,214,50,50,0
eval-val,8b6a_A,214,60,60,0
eval-val,8b6a_A,214,70,70,0
eval-val,8b6a_A,214,80,80,0
eval-val,8b6a_A,214,90,90,0
eval-val,8b6a_A,214,100,100,0
eval-val,8b6a_A,214,110,110,0
eval-val,8b6a_A,214,120,120,0
eval-val,8b6a_A,214,130,130,0
eval-val,8b6a_A,214,140,140,0
eval-val,8b6a_A,214,150,150,0
eval-val,8b6a_A,214,160,160,0
eval-val,8b6a_A,214,170,170,0
eval-val,8b6a_A,214,180,180,0
eval-val,8b6a_A,214,190,190,0
eval-val,8b6a_A,214,200,200,0
eval-val,8b6a_A,214,210,210,0
eval-val,8b6a_A,214,214,214,0
eval-val,8b6e_A,66,0,0,0
eval-val,8b6e_A,66,10,10,0
eval-val,8b6e_A,66,20,20,0
eval-val,8b6e_A,66,30,30,0
eval-val,8b6e_A,66,40,40,0
eval-val,8b6e_A,66,50,50,0
eval-val,8b6e_A,66,60,60,0
eval-val,8b6e_A,66,66,66,0
eval-val,8baq_A,208,0,0,0
eval-val,8baq_A,208,10,10,0
eval-val,8baq_A,208,20,20,0
eval-val,8baq_A,208,30,30,0
eval-val,8baq_A,208,40,40,0
eval-val,8baq_A,208,50,50,0
eval-val,8baq_A,208,60,60,0
eval-val,8baq_A,208,70,70,0
eval-val,8baq_A,208,80,80,0
eval-val,8baq_A,208,90,90,0
eval-val,8baq_A,208,100,100,0
eval-val,8baq_A,208,110,110,0
eval-val,8baq_A,208,120,120,0
eval-val,8baq_A,208,130,130,0
eval-val,8baq_A,208,140,140,0
eval-val,8baq_A,208,150,150,0
eval-val,8baq_A,208,160,160,0
eval-val,8baq_A,208,170,170,0
eval-val,8baq_A,208,180,180,0
eval-val,8baq_A,208,190,190,0
eval-val,8baq_A,208,200,200,0
eval-val,8baq_A,208,208,208,0
eval-val,8bau_A,189,0,0,0
eval-val,8bau_A,189,10,10,0
eval-val,8bau_A,189,20,20,0
eval-val,8bau_A,189,30,30,0
eval-val,8bau_A,189,40,40,0
eval-val,8bau_A,189,50,50,0
eval-val,8bau_A,189,60,60,0
eval-val,8bau_A,189,70,70,0
eval-val,8bau_A,189,80,80,0
eval-val,8bau_A,189,90,90,0
eval-val,8bau_A,189,100,100,0
eval-val,8bau_A,189,110,110,0
eval-val,8bau_A,189,120,120,0
eval-val,8bau_A,189,130,130,0
eval-val,8bau_A,189,140,140,0
eval-val,8bau_A,189,150,150,0
eval-val,8bau_A,189,160,160,0
eval-val,8bau_A,189,170,170,0
eval-val,8bau_A,189,180,180,0
eval-val,8bau_A,189,189,189,0
eval-val,8bfy_A,426,0,0,0
eval-val,8bfy_A,426,10,10,0
eval-val,8bfy_A,426,20,20,0
eval-val,8bfy_A,426,30,30,0
eval-val,8bfy_A,426,40,40,0
eval-val,8bfy_A,426,50,50,0
eval-val,8bfy_A,426,60,60,0
eval-val,8bfy_A,426,70,70,0
eval-val,8bfy_A,426,80,80,0
eval-val,8bfy_A,426,90,90,0
eval-val,8bfy_A,426,100,100,0
eval-val,8bfy_A,426,110,110,0
eval-val,8bfy_A,426,120,120,0
eval-val,8bfy_A,426,130,130,0
eval-val,8bfy_A,426,140,140,0
eval-val,8bfy_A,426,150,150,0
eval-val,8bfy_A,426,160,160,0
eval-val,8bfy_A,426,170,170,0
eval-val,8bfy_A,426,180,180,0
eval-val,8bfy_A,426,190,190,0
eval-val,8bfy_A,426,200,200,0
eval-val,8bfy_A,426,210,210,0
eval-val,8bfy_A,426,220,220,0
eval-val,8bfy_A,426,230,230,0
eval-val,8bfy_A,426,240,240,0
eval-val,8bfy_A,426,250,250,0
eval-val,8bfy_A,426,260,260,0
eval-val,8bfy_A,426,270,270,0
eval-val,8bfy_A,426,280,280,0
eval-val,8bfy_A,426,290,290,0
eval-val,8bfy_A,426,300,300,0
eval-val,8bfy_A,426,310,310,0
eval-val,8bfy_A,426,320,320,0
eval-val,8bfy_A,426,330,330,0
eval-val,8bfy_A,426,340,340,0
eval-val,8bfy_A,426,350,350,0
eval-val,8bfy_A,426,360,360,0
eval-val,8bfy_A,426,370,370,0
eval-val,8bfy_A,426,380,380,0
eval-val,8bfy_A,426,390,390,0
eval-val,8bfy_A,426,400,400,0
eval-val,8bfy_A,426,410,410,0
eval-val,8bfy_A,426,420,420,0
eval-val,8bfy_A,426,426,426,0
eval-val,8bgb_A,131,0,0,0
eval-val,8bgb_A,131,10,10,0
eval-val,8bgb_A,131,20,20,0
eval-val,8bgb_A,131,30,30,0
eval-val,8bgb_A,131,40,40,0
eval-val,8bgb_A,131,50,50,0
eval-val,8bgb_A,131,60,60,0
eval-val,8bgb_A,131,70,70,0
eval-val,8bgb_A,131,80,80,0
eval-val,8bgb_A,131,90,90,0
eval-val,8bgb_A,131,100,100,0
eval-val,8bgb_A,131,110,110,0
eval-val,8bgb_A,131,120,120,0
eval-val,8bgb_A,131,130,130,0
eval-val,8bgb_A,131,131,131,0
eval-val,8bke_A,638,0,0,0
eval-val,8bke_A,638,10,10,0
eval-val,8bke_A,638,20,20,0
eval-val,8bke_A,638,30,30,0
eval-val,8bke_A,638,40,40,0
eval-val,8bke_A,638,50,50,0
eval-val,8bke_A,638,60,60,0
eval-val,8bke_A,638,70,70,0
eval-val,8bke_A,638,80,80,0
eval-val,8bke_A,638,90,90,0
eval-val,8bke_A,638,100,100,0
eval-val,8bke_A,638,110,110,0
eval-val,8bke_A,638,120,120,0
eval-val,8bke_A,638,130,130,0
eval-val,8bke_A,638,140,140,0
eval-val,8bke_A,638,150,150,0
eval-val,8bke_A,638,160,160,0
eval-val,8bke_A,638,170,170,0
eval-val,8bke_A,638,180,180,0
eval-val,8bke_A,638,190,190,0
eval-val,8bke_A,638,200,200,0
eval-val,8bke_A,638,210,210,0
eval-val,8bke_A,638,220,220,0
eval-val,8bke_A,638,230,230,0
eval-val,8bke_A,638,240,240,0
eval-val,8bke_A,638,250,250,0
eval-val,8bke_A,638,260,260,0
eval-val,8bke_A,638,270,270,0
eval-val,8bke_A,638,280,280,0
eval-val,8bke_A,638,290,290,0
eval-val,8bke_A,638,300,300,0
eval-val,8bke_A,638,310,310,0
eval-val,8bke_A,638,320,320,0
eval-val,8bke_A,638,330,330,0
eval-val,8bke_A,638,340,340,0
eval-val,8bke_A,638,350,350,0
eval-val,8bke_A,638,360,360,0
eval-val,8bke_A,638,370,370,0
eval-val,8bke_A,638,380,380,0
eval-val,8bke_A,638,390,390,0
eval-val,8bke_A,638,400,400,0
eval-val,8bke_A,638,410,410,0
eval-val,8bke_A,638,420,420,0
eval-val,8bke_A,638,430,430,0
eval-val,8bke_A,638,440,440,0
eval-val,8bke_A,638,450,450,0
eval-val,8bke_A,638,460,460,0
eval-val,8bke_A,638,470,470,0
eval-val,8bke_A,638,480,480,0
eval-val,8bke_A,638,490,490,0
eval-val,8bke_A,638,500,500,0
eval-val,8bke_A,638,510,510,0
eval-val,8bke_A,638,520,520,0
eval-val,8bke_A,638,530,530,0
eval-val,8bke_A,638,540,540,0
eval-val,8bke_A,638,550,550,0
eval-val,8bke_A,638,560,560,0
eval-val,8bke_A,638,570,570,0
eval-val,8bke_A,638,580,580,0
eval-val,8bke_A,638,590,590,0
eval-val,8bke_A,638,600,600,0
eval-val,8bke_A,638,610,610,0
eval-val,8bke_A,638,620,620,0
eval-val,8bke_A,638,630,630,0
eval-val,8bke_A,638,638,638,0
eval-val,8bsb_A,177,0,0,0
eval-val,8bsb_A,177,10,10,0
eval-val,8bsb_A,177,20,20,0
eval-val,8bsb_A,177,30,30,0
eval-val,8bsb_A,177,40,40,0
eval-val,8bsb_A,177,50,50,0
eval-val,8bsb_A,177,60,60,0
eval-val,8bsb_A,177,70,70,0
eval-val,8bsb_A,177,80,80,0
eval-val,8bsb_A,177,90,90,0
eval-val,8bsb_A,177,100,100,0
eval-val,8bsb_A,177,110,110,0
eval-val,8bsb_A,177,120,120,0
eval-val,8bsb_A,177,130,130,0
eval-val,8bsb_A,177,140,140,0
eval-val,8bsb_A,177,150,150,0
eval-val,8bsb_A,177,160,160,0
eval-val,8bsb_A,177,170,170,0
eval-val,8bsb_A,177,177,177,0
eval-val,8bux_A,334,0,0,0
eval-val,8bux_A,334,10,10,0
eval-val,8bux_A,334,20,20,0
eval-val,8bux_A,334,30,30,0
eval-val,8bux_A,334,40,40,0
eval-val,8bux_A,334,50,50,0
eval-val,8bux_A,334,60,60,0
eval-val,8bux_A,334,70,70,0
eval-val,8bux_A,334,80,80,0
eval-val,8bux_A,334,90,90,0
eval-val,8bux_A,334,100,100,0
eval-val,8bux_A,334,110,110,0
eval-val,8bux_A,334,120,120,0
eval-val,8bux_A,334,130,130,0
eval-val,8bux_A,334,140,139,1
eval-val,8bux_A,334,150,149,1
eval-val,8bux_A,334,160,159,1
eval-val,8bux_A,334,170,169,1
eval-val,8bux_A,334,180,179,1
eval-val,8bux_A,334,190,189,1
eval-val,8bux_A,334,200,199,1
eval-val,8bux_A,334,210,208,2
eval-val,8bux_A,334,220,218,2
eval-val,8bux_A,334,230,228,2
eval-val,8bux_A,334,240,238,2
eval-val,8bux_A,334,250,248,2
eval-val,8bux_A,334,260,258,2
eval-val,8bux_A,334,270,268,2
eval-val,8bux_A,334,280,278,2
eval-val,8bux_A,334,290,288,2
eval-val,8bux_A,334,300,298,2
eval-val,8bux_A,334,310,308,2
eval-val,8bux_A,334,320,318,2
eval-val,8bux_A,334,330,328,2
eval-val,8bux_A,334,334,332,2
eval-val,8c4d_A,330,0,0,0
eval-val,8c4d_A,330,10,10,0
eval-val,8c4d_A,330,20,20,0
eval-val,8c4d_A,330,30,30,0
eval-val,8c4d_A,330,40,40,0
eval-val,8c4d_A,330,50,50,0
eval-val,8c4d_A,330,60,60,0
eval-val,8c4d_A,330,70,70,0
eval-val,8c4d_A,330,80,80,0
eval-val,8c4d_A,330,90,90,0
eval-val,8c4d_A,330,100,100,0
eval-val,8c4d_A,330,110,110,0
eval-val,8c4d_A,330,120,120,0
eval-val,8c4d_A,330,130,130,0
eval-val,8c4d_A,330,140,140,0
eval-val,8c4d_A,330,150,150,0
eval-val,8c4d_A,330,160,160,0
eval-val,8c4d_A,330,170,170,0
eval-val,8c4d_A,330,180,180,0
eval-val,8c4d_A,330,190,190,0
eval-val,8c4d_A,330,200,200,0
eval-val,8c4d_A,330,210,210,0
eval-val,8c4d_A,330,220,220,0
eval-val,8c4d_A,330,230,230,0
eval-val,8c4d_A,330,240,240,0
eval-val,8c4d_A,330,250,250,0
eval-val,8c4d_A,330,260,260,0
eval-val,8c4d_A,330,270,270,0
eval-val,8c4d_A,330,280,280,0
eval-val,8c4d_A,330,290,290,0
eval-val,8c4d_A,330,300,300,0
eval-val,8c4d_A,330,310,310,0
eval-val,8c4d_A,330,320,320,0
eval-val,8c4d_A,330,330,330,0
eval-val,8c4y_A,314,0,0,0
eval-val,8c4y_A,314,10,10,0
eval-val,8c4y_A,314,20,20,0
eval-val,8c4y_A,314,30,30,0
eval-val,8c4y_A,314,40,40,0
eval-val,8c4y_A,314,50,50,0
eval-val,8c4y_A,314,60,60,0
eval-val,8c4y_A,314,70,70,0
eval-val,8c4y_A,314,80,80,0
eval-val,8c4y_A,314,90,90,0
eval-val,8c4y_A,314,100,100,0
eval-val,8c4y_A,314,110,110,0
eval-val,8c4y_A,314,120,120,0
eval-val,8c4y_A,314,130,130,0
eval-val,8c4y_A,314,140,140,0
eval-val,8c4y_A,314,150,150,0
eval-val,8c4y_A,314,160,160,0
eval-val,8c4y_A,314,170,170,0
eval-val,8c4y_A,314,180,180,0
eval-val,8c4y_A,314,190,190,0
eval-val,8c4y_A,314,200,200,0
eval-val,8c4y_A,314,210,210,0
eval-val,8c4y_A,314,220,220,0
eval-val,8c4y_A,314,230,230,0
eval-val,8c4y_A,314,240,240,0
eval-val,8c4y_A,314,250,250,0
eval-val,8c4y_A,314,260,260,0
eval-val,8c4y_A,314,270,270,0
eval-val,8c4y_A,314,280,280,0
eval-val,8c4y_A,314,290,290,0
eval-val,8c4y_A,314,300,300,0
eval-val,8c4y_A,314,310,310,0
eval-val,8c4y_A,314,314,314,0
eval-val,8cba_A,214,0,0,0
eval-val,8cba_A,214,10,10,0
eval-val,8cba_A,214,20,20,0
eval-val,8cba_A,214,30,30,0
eval-val,8cba_A,214,40,40,0
eval-val,8cba_A,214,50,50,0
eval-val,8cba_A,214,60,60,0
eval-val,8cba_A,214,70,70,0
eval-val,8cba_A,214,80,80,0
eval-val,8cba_A,214,90,90,0
eval-val,8cba_A,214,100,100,0
eval-val,8cba_A,214,110,110,0
eval-val,8cba_A,214,120,120,0
eval-val,8cba_A,214,130,130,0
eval-val,8cba_A,214,140,140,0
eval-val,8cba_A,214,150,150,0
eval-val,8cba_A,214,160,160,0
eval-val,8cba_A,214,170,170,0
eval-val,8cba_A,214,180,180,0
eval-val,8cba_A,214,190,190,0
eval-val,8cba_A,214,200,200,0
eval-val,8cba_A,214,210,210,0
eval-val,8cba_A,214,214,214,0
eval-val,8ci9_A,312,0,0,0
eval-val,8ci9_A,312,10,10,0
eval-val,8ci9_A,312,20,20,0
eval-val,8ci9_A,312,30,30,0
eval-val,8ci9_A,312,40,40,0
eval-val,8ci9_A,312,50,50,0
eval-val,8ci9_A,312,60,60,0
eval-val,8ci9_A,312,70,70,0
eval-val,8ci9_A,312,80,80,0
eval-val,8ci9_A,312,90,90,0
eval-val,8ci9_A,312,100,100,0
eval-val,8ci9_A,312,110,110,0
eval-val,8ci9_A,312,120,120,0
eval-val,8ci9_A,312,130,130,0
eval-val,8ci9_A,312,140,140,0
eval-val,8ci9_A,312,150,150,0
eval-val,8ci9_A,312,160,160,0
eval-val,8ci9_A,312,170,170,0
eval-val,8ci9_A,312,180,180,0
eval-val,8ci9_A,312,190,190,0
eval-val,8ci9_A,312,200,200,0
eval-val,8ci9_A,312,210,210,0
eval-val,8ci9_A,312,220,220,0
eval-val,8ci9_A,312,230,230,0
eval-val,8ci9_A,312,240,240,0
eval-val,8ci9_A,312,250,250,0
eval-val,8ci9_A,312,260,260,0
eval-val,8ci9_A,312,270,270,0
eval-val,8ci9_A,312,280,280,0
eval-val,8ci9_A,312,290,290,0
eval-val,8ci9_A,312,300,300,0
eval-val,8ci9_A,312,310,310,0
eval-val,8ci9_A,312,312,312,0
eval-val,8cih_A,214,0,0,0
eval-val,8cih_A,214,10,10,0
eval-val,8cih_A,214,20,20,0
eval-val,8cih_A,214,30,30,0
eval-val,8cih_A,214,40,40,0
eval-val,8cih_A,214,50,50,0
eval-val,8cih_A,214,60,60,0
eval-val,8cih_A,214,70,70,0
eval-val,8cih_A,214,80,80,0
eval-val,8cih_A,214,90,90,0
eval-val,8cih_A,214,100,100,0
eval-val,8cih_A,214,110,110,0
eval-val,8cih_A,214,120,120,0
eval-val,8cih_A,214,130,130,0
eval-val,8cih_A,214,140,140,0
eval-val,8cih_A,214,150,150,0
eval-val,8cih_A,214,160,160,0
eval-val,8cih_A,214,170,170,0
eval-val,8cih_A,214,180,180,0
eval-val,8cih_A,214,190,190,0
eval-val,8cih_A,214,200,200,0
eval-val,8cih_A,214,210,210,0
eval-val,8cih_A,214,214,214,0
eval-val,8cpk_A,384,0,0,0
eval-val,8cpk_A,384,10,10,0
eval-val,8cpk_A,384,20,20,0
eval-val,8cpk_A,384,30,30,0
eval-val,8cpk_A,384,40,40,0
eval-val,8cpk_A,384,50,50,0
eval-val,8cpk_A,384,60,60,0
eval-val,8cpk_A,384,70,70,0
eval-val,8cpk_A,384,80,80,0
eval-val,8cpk_A,384,90,90,0
eval-val,8cpk_A,384,100,100,0
eval-val,8cpk_A,384,110,110,0
eval-val,8cpk_A,384,120,120,0
eval-val,8cpk_A,384,130,130,0
eval-val,8cpk_A,384,140,140,0
eval-val,8cpk_A,384,150,150,0
eval-val,8cpk_A,384,160,160,0
eval-val,8cpk_A,384,170,170,0
eval-val,8cpk_A,384,180,180,0
eval-val,8cpk_A,384,190,190,0
eval-val,8cpk_A,384,200,200,0
eval-val,8cpk_A,384,210,210,0
eval-val,8cpk_A,384,220,220,0
eval-val,8cpk_A,384,230,230,0
eval-val,8cpk_A,384,240,240,0
eval-val,8cpk_A,384,250,250,0
eval-val,8cpk_A,384,260,260,0
eval-val,8cpk_A,384,270,270,0
eval-val,8cpk_A,384,280,280,0
eval-val,8cpk_A,384,290,290,0
eval-val,8cpk_A,384,300,300,0
eval-val,8cpk_A,384,310,310,0
eval-val,8cpk_A,384,320,320,0
eval-val,8cpk_A,384,330,330,0
eval-val,8cpk_A,384,340,340,0
eval-val,8cpk_A,384,350,350,0
eval-val,8cpk_A,384,360,360,0
eval-val,8cpk_A,384,370,370,0
eval-val,8cpk_A,384,380,380,0
eval-val,8cpk_A,384,384,384,0
eval-val,8cpn_A,207,0,0,0
eval-val,8cpn_A,207,10,10,0
eval-val,8cpn_A,207,20,20,0
eval-val,8cpn_A,207,30,30,0
eval-val,8cpn_A,207,40,40,0
eval-val,8cpn_A,207,50,50,0
eval-val,8cpn_A,207,60,60,0
eval-val,8cpn_A,207,70,70,0
eval-val,8cpn_A,207,80,80,0
eval-val,8cpn_A,207,90,90,0
eval-val,8cpn_A,207,100,100,0
eval-val,8cpn_A,207,110,110,0
eval-val,8cpn_A,207,120,120,0
eval-val,8cpn_A,207,130,130,0
eval-val,8cpn_A,207,140,140,0
eval-val,8cpn_A,207,150,150,0
eval-val,8cpn_A,207,160,160,0
eval-val,8cpn_A,207,170,170,0
eval-val,8cpn_A,207,180,180,0
eval-val,8cpn_A,207,190,189,1
eval-val,8cpn_A,207,200,199,1
eval-val,8cpn_A,207,207,206,1
eval-val,8d2z_A,327,0,0,0
eval-val,8d2z_A,327,10,10,0
eval-val,8d2z_A,327,20,20,0
eval-val,8d2z_A,327,30,30,0
eval-val,8d2z_A,327,40,40,0
eval-val,8d2z_A,327,50,50,0
eval-val,8d2z_A,327,60,60,0
eval-val,8d2z_A,327,70,70,0
eval-val,8d2z_A,327,80,80,0
eval-val,8d2z_A,327,90,90,0
eval-val,8d2z_A,327,100,100,0
eval-val,8d2z_A,327,110,110,0
eval-val,8d2z_A,327,120,120,0
eval-val,8d2z_A,327,130,130,0
eval-val,8d2z_A,327,140,140,0
eval-val,8d2z_A,327,150,150,0
eval-val,8d2z_A,327,160,160,0
eval-val,8d2z_A,327,170,170,0
eval-val,8d2z_A,327,180,180,0
eval-val,8d2z_A,327,190,190,0
eval-val,8d2z_A,327,200,200,0
eval-val,8d2z_A,327,210,210,0
eval-val,8d2z_A,327,220,220,0
eval-val,8d2z_A,327,230,230,0
eval-val,8d2z_A,327,240,240,0
eval-val,8d2z_A,327,250,250,0
eval-val,8d2z_A,327,260,260,0
eval-val,8d2z_A,327,270,270,0
eval-val,8d2z_A,327,280,280,0
eval-val,8d2z_A,327,290,290,0
eval-val,8d2z_A,327,300,300,0
eval-val,8d2z_A,327,310,310,0
eval-val,8d2z_A,327,320,320,0
eval-val,8d2z_A,327,327,327,0
eval-val,8daj_A,302,0,0,0
eval-val,8daj_A,302,10,10,0
eval-val,8daj_A,302,20,20,0
eval-val,8daj_A,302,30,30,0
eval-val,8daj_A,302,40,40,0
eval-val,8daj_A,302,50,50,0
eval-val,8daj_A,302,60,60,0
eval-val,8daj_A,302,70,70,0
eval-val,8daj_A,302,80,80,0
eval-val,8daj_A,302,90,90,0
eval-val,8daj_A,302,100,100,0
eval-val,8daj_A,302,110,110,0
eval-val,8daj_A,302,120,120,0
eval-val,8daj_A,302,130,130,0
eval-val,8daj_A,302,140,140,0
eval-val,8daj_A,302,150,150,0
eval-val,8daj_A,302,160,160,0
eval-val,8daj_A,302,170,170,0
eval-val,8daj_A,302,180,180,0
eval-val,8daj_A,302,190,190,0
eval-val,8daj_A,302,200,200,0
eval-val,8daj_A,302,210,210,0
eval-val,8daj_A,302,220,220,0
eval-val,8daj_A,302,230,230,0
eval-val,8daj_A,302,240,240,0
eval-val,8daj_A,302,250,250,0
eval-val,8daj_A,302,260,260,0
eval-val,8daj_A,302,270,270,0
eval-val,8daj_A,302,280,280,0
eval-val,8daj_A,302,290,290,0
eval-val,8daj_A,302,300,300,0
eval-val,8daj_A,302,302,302,0
eval-val,8dez_A,173,0,0,0
eval-val,8dez_A,173,10,10,0
eval-val,8dez_A,173,20,20,0
eval-val,8dez_A,173,30,30,0
eval-val,8dez_A,173,40,40,0
eval-val,8dez_A,173,50,50,0
eval-val,8dez_A,173,60,60,0
eval-val,8dez_A,173,70,70,0
eval-val,8dez_A,173,80,80,0
eval-val,8dez_A,173,90,90,0
eval-val,8dez_A,173,100,100,0
eval-val,8dez_A,173,110,110,0
eval-val,8dez_A,173,120,120,0
eval-val,8dez_A,173,130,130,0
eval-val,8dez_A,173,140,140,0
eval-val,8dez_A,173,150,150,0
eval-val,8dez_A,173,160,160,0
eval-val,8dez_A,173,170,170,0
eval-val,8dez_A,173,173,173,0
eval-val,8dge_A,738,0,0,0
eval-val,8dge_A,738,10,10,0
eval-val,8dge_A,738,20,20,0
eval-val,8dge_A,738,30,30,0
eval-val,8dge_A,738,40,40,0
eval-val,8dge_A,738,50,50,0
eval-val,8dge_A,738,60,60,0
eval-val,8dge_A,738,70,70,0
eval-val,8dge_A,738,80,80,0
eval-val,8dge_A,738,90,90,0
eval-val,8dge_A,738,100,100,0
eval-val,8dge_A,738,110,110,0
eval-val,8dge_A,738,120,120,0
eval-val,8dge_A,738,130,130,0
eval-val,8dge_A,738,140,140,0
eval-val,8dge_A,738,150,150,0
eval-val,8dge_A,738,160,160,0
eval-val,8dge_A,738,170,170,0
eval-val,8dge_A,738,180,180,0
eval-val,8dge_A,738,190,190,0
eval-val,8dge_A,738,200,200,0
eval-val,8dge_A,738,210,210,0
eval-val,8dge_A,738,220,220,0
eval-val,8dge_A,738,230,230,0
eval-val,8dge_A,738,240,240,0
eval-val,8dge_A,738,250,250,0
eval-val,8dge_A,738,260,259,1
eval-val,8dge_A,738,270,269,1
eval-val,8dge_A,738,280,279,1
eval-val,8dge_A,738,290,289,1
eval-val,8dge_A,738,300,299,1
eval-val,8dge_A,738,310,309,1
eval-val,8dge_A,738,320,319,1
eval-val,8dge_A,738,330,329,1
eval-val,8dge_A,738,340,339,1
eval-val,8dge_A,738,350,349,1
eval-val,8dge_A,738,360,359,1
eval-val,8dge_A,738,370,369,1
eval-val,8dge_A,738,380,379,1
eval-val,8dge_A,738,390,389,1
eval-val,8dge_A,738,400,399,1
eval-val,8dge_A,738,410,409,1
eval-val,8dge_A,738,420,419,1
eval-val,8dge_A,738,430,429,1
eval-val,8dge_A,738,440,439,1
eval-val,8dge_A,738,450,449,1
eval-val,8dge_A,738,460,459,1
eval-val,8dge_A,738,470,469,1
eval-val,8dge_A,738,480,479,1
eval-val,8dge_A,738,490,489,1
eval-val,8dge_A,738,500,499,1
eval-val,8dge_A,738,510,509,1
eval-val,8dge_A,738,520,519,1
eval-val,8dge_A,738,530,529,1
eval-val,8dge_A,738,540,539,1
eval-val,8dge_A,738,550,549,1
eval-val,8dge_A,738,560,559,1
eval-val,8dge_A,738,570,569,1
eval-val,8dge_A,738,580,579,1
eval-val,8dge_A,738,590,589,1
eval-val,8dge_A,738,600,599,1
eval-val,8dge_A,738,610,609,1
eval-val,8dge_A,738,620,619,1
eval-val,8dge_A,738,630,629,1
eval-val,8dge_A,738,640,639,1
eval-val,8dge_A,738,650,649,1
eval-val,8dge_A,738,660,659,1
eval-val,8dge_A,738,670,669,1
eval-val,8dge_A,738,680,679,1
eval-val,8dge_A,738,690,689,1
eval-val,8dge_A,738,700,699,1
eval-val,8dge_A,738,710,709,1
eval-val,8dge_A,738,720,719,1
eval-val,8dge_A,738,730,729,1
eval-val,8dge_A,738,738,737,1
eval-val,8dhj_A,249,0,0,0
eval-val,8dhj_A,249,10,10,0
eval-val,8dhj_A,249,20,20,0
eval-val,8dhj_A,249,30,30,0
eval-val,8dhj_A,249,40,40,0
eval-val,8dhj_A,249,50,50,0
eval-val,8dhj_A,249,60,60,0
eval-val,8dhj_A,249,70,70,0
eval-val,8dhj_A,249,80,80,0
eval-val,8dhj_A,249,90,90,0
eval-val,8dhj_A,249,100,100,0
eval-val,8dhj_A,249,110,110,0
eval-val,8dhj_A,249,120,120,0
eval-val,8dhj_A,249,130,130,0
eval-val,8dhj_A,249,140,140,0
eval-val,8dhj_A,249,150,150,0
eval-val,8dhj_A,249,160,160,0
eval-val,8dhj_A,249,170,170,0
eval-val,8dhj_A,249,180,180,0
eval-val,8dhj_A,249,190,190,0
eval-val,8dhj_A,249,200,200,0
eval-val,8dhj_A,249,210,210,0
eval-val,8dhj_A,249,220,220,0
eval-val,8dhj_A,249,230,230,0
eval-val,8dhj_A,249,240,240,0
eval-val,8dhj_A,249,249,249,0
eval-val,8dmu_A,489,0,0,0
eval-val,8dmu_A,489,10,10,0
eval-val,8dmu_A,489,20,20,0
eval-val,8dmu_A,489,30,30,0
eval-val,8dmu_A,489,40,40,0
eval-val,8dmu_A,489,50,50,0
eval-val,8dmu_A,489,60,60,0
eval-val,8dmu_A,489,70,70,0
eval-val,8dmu_A,489,80,80,0
eval-val,8dmu_A,489,90,90,0
eval-val,8dmu_A,489,100,100,0
eval-val,8dmu_A,489,110,110,0
eval-val,8dmu_A,489,120,120,0
eval-val,8dmu_A,489,130,130,0
eval-val,8dmu_A,489,140,140,0
eval-val,8dmu_A,489,150,150,0
eval-val,8dmu_A,489,160,160,0
eval-val,8dmu_A,489,170,170,0
eval-val,8dmu_A,489,180,180,0
eval-val,8dmu_A,489,190,190,0
eval-val,8dmu_A,489,200,200,0
eval-val,8dmu_A,489,210,210,0
eval-val,8dmu_A,489,220,220,0
eval-val,8dmu_A,489,230,230,0
eval-val,8dmu_A,489,240,240,0
eval-val,8dmu_A,489,250,250,0
eval-val,8dmu_A,489,260,260,0
eval-val,8dmu_A,489,270,270,0
eval-val,8dmu_A,489,280,280,0
eval-val,8dmu_A,489,290,290,0
eval-val,8dmu_A,489,300,300,0
eval-val,8dmu_A,489,310,310,0
eval-val,8dmu_A,489,320,320,0
eval-val,8dmu_A,489,330,330,0
eval-val,8dmu_A,489,340,340,0
eval-val,8dmu_A,489,350,350,0
eval-val,8dmu_A,489,360,360,0
eval-val,8dmu_A,489,370,370,0
eval-val,8dmu_A,489,380,380,0
eval-val,8dmu_A,489,390,390,0
eval-val,8dmu_A,489,400,400,0
eval-val,8dmu_A,489,410,410,0
eval-val,8dmu_A,489,420,420,0
eval-val,8dmu_A,489,430,430,0
eval-val,8dmu_A,489,440,440,0
eval-val,8dmu_A,489,450,450,0
eval-val,8dmu_A,489,460,460,0
eval-val,8dmu_A,489,470,470,0
eval-val,8dmu_A,489,480,480,0
eval-val,8dmu_A,489,489,489,0
eval-val,8dp9_A,148,0,0,0
eval-val,8dp9_A,148,10,10,0
eval-val,8dp9_A,148,20,20,0
eval-val,8dp9_A,148,30,30,0
eval-val,8dp9_A,148,40,40,0
eval-val,8dp9_A,148,50,50,0
eval-val,8dp9_A,148,60,59,1
eval-val,8dp9_A,148,70,69,1
eval-val,8dp9_A,148,80,79,1
eval-val,8dp9_A,148,90,89,1
eval-val,8dp9_A,148,100,99,1
eval-val,8dp9_A,148,110,109,1
eval-val,8dp9_A,148,120,119,1
eval-val,8dp9_A,148,130,129,1
eval-val,8dp9_A,148,140,138,2
eval-val,8dp9_A,148,148,145,3
