entry_id,L,n_gt,n_rollouts,n_correct,tensor_parallel,total_gen_tokens,gen_seconds,score_seconds,tokens_per_s,mean_gen_tokens,best_struct_nll,tpu_type,n_rollouts_n,n_correct_n,n_contacts,struct_nll_min,struct_nll_mean,struct_nll_max,struct_nll_per_tok_min,selected_r
AF-A0A418TB13-F1,91,73,10,10,4,2200,1.556,0.089,1414.2,220.0,445.711,v5p-8,10,10,73,445.7114859418839,455.6723690552881,469.3346381975616,2.025961299735836,9
AF-A0A419FSS5-F1,243,181,10,10,4,5440,4.104,0.2,1325.7,544.0,1368.033,v5p-8,10,10,181,1368.0332722582905,1385.2509872904382,1412.9270776629294,2.5147670445924457,1
AF-A0A419QZ75-F1,97,24,10,10,4,730,0.515,0.071,1416.6,73.0,121.055,v5p-8,10,10,24,121.05506071537116,131.01520674587272,137.79492081332592,1.6582885029502898,0
AF-A0A419S4A5-F1,179,161,10,10,4,4840,3.6,0.176,1344.6,484.0,979.687,v5p-8,10,10,161,979.6865922087297,1004.3234154315247,1032.966444920352,2.024145851670929,0
AF-A0A420M9X4-F1,510,462,10,10,4,13870,11.897,0.595,1165.8,1387.0,3430.192,v5p-8,10,10,462,3430.192005842061,3506.1220274071193,3552.306725310789,2.4731016624672395,9
AF-A0A424Y4V7-F1,117,127,10,10,4,3820,2.762,0.144,1383.1,382.0,818.563,v5p-8,10,10,127,818.5629202283976,837.3494768214503,863.7816838472672,2.142834869707847,2
AF-A0A428YRL0-F1,170,121,10,10,4,3640,2.643,0.154,1377.1,364.0,770.576,v5p-8,10,10,121,770.5756836308461,794.3056820005107,835.348917514985,2.1169661638210058,9
AF-A0A431NVY0-F1,76,47,10,10,4,1420,0.997,0.074,1424.7,142.0,250.586,v5p-8,10,10,47,250.58572820666768,262.0189068005263,269.4893792544733,1.7646882268075188,4
AF-A0A432EG22-F1,194,198,10,10,4,5950,6.079,0.231,978.8,595.0,1330.284,v5p-8,10,10,198,1330.2836415700447,1358.5913414219558,1384.539830258489,2.2357708261681424,4
AF-A0A432XKY6-F1,104,64,10,10,4,1930,1.762,0.092,1095.6,193.0,326.981,v5p-8,10,10,64,326.98088753197476,341.70928098192206,357.69060786770706,1.694201489802978,6
AF-A0A433SH89-F1,181,54,10,10,4,1630,1.456,0.344,1119.4,163.0,285.725,v5p-8,10,10,54,285.7249196055425,290.50306652529986,298.42227892249184,1.752913617211917,5
AF-A0A433UZW8-F1,87,35,10,10,4,1060,0.898,0.229,1180.1,106.0,204.897,v5p-8,10,10,35,204.89683384915918,213.92224370954347,227.9758647856646,1.9329889985769735,0
AF-A0A433W767-F1,176,179,10,10,4,5380,5.226,0.217,1029.5,538.0,1164.192,v5p-8,10,10,179,1164.1920251109814,1188.285692839779,1214.4403523810852,2.1639256972323073,8
AF-A0A443SJQ9-F1,193,228,10,10,4,6850,6.699,0.242,1022.6,685.0,1490.643,v5p-8,10,10,228,1490.6425655656212,1509.2015082454138,1534.978251968932,2.1761205336724396,1
AF-A0A444H5J9-F1,181,70,10,10,4,2110,1.965,0.139,1073.8,211.0,397.419,v5p-8,10,10,70,397.4192184897165,406.7681913338688,418.74014908612844,1.8835034051645332,1
AF-A0A447TSH7-F1,228,211,10,10,4,6340,6.086,0.234,1041.7,634.0,1435.074,v5p-8,10,10,211,1435.0740700859444,1450.4475516708617,1471.7696877566664,2.2635237698516475,8
AF-A0A451CPY0-F1,177,189,10,10,4,5680,5.309,0.19,1069.9,568.0,1252.718,v5p-8,10,10,189,1252.717546661379,1282.4457760206387,1295.8336269080646,2.2054886384883434,6
AF-A0A451CUR7-F1,70,67,10,10,4,2020,1.529,0.081,1321.2,202.0,339.431,v5p-8,10,10,67,339.4306053403318,348.5959106999618,362.8411586444827,1.6803495313877812,0
AF-A0A453CYE9-F1,278,243,10,10,4,7300,5.898,0.234,1237.8,730.0,1760.353,v5p-8,10,10,243,1760.3530250369863,1801.8903847412028,1837.1320013072398,2.4114425000506663,8
AF-A0A483IZZ2-F1,59,55,10,10,4,1660,1.197,0.073,1386.5,166.0,298.27,v5p-8,10,10,55,298.26954459102353,306.66268525014766,321.5873914472586,1.7968044854880936,6
AF-A0A484ZMA7-F1,97,48,10,10,4,1450,1.048,0.078,1384.2,145.0,278.522,v5p-8,10,10,48,278.5217283873071,285.35215781329504,294.35895115788026,1.9208395061193595,8
AF-A0A487D8M2-F1,193,163,10,10,4,4900,3.689,0.18,1328.2,490.0,1052.218,v5p-8,10,10,163,1052.2181103151875,1068.8734282173132,1096.6214623141705,2.147383898602423,4
AF-A0A495BTJ2-F1,69,32,10,10,4,970,0.689,0.066,1408.3,97.0,153.845,v5p-8,10,10,32,153.84466419416094,157.8315211289501,163.5624371626775,1.5860274659191849,9
AF-A0A495M121-F1,153,62,10,10,4,1870,1.362,0.122,1372.9,187.0,332.699,v5p-8,10,10,62,332.6991274383083,351.92955268418234,363.7221464700299,1.7791397189214349,9
AF-A0A496DS15-F1,137,108,10,10,4,3250,2.416,0.139,1345.4,325.0,691.686,v5p-8,10,10,108,691.6855938373376,703.1982680731657,712.8804138944197,2.1282633656533463,9
AF-A0A497BKD5-F1,101,78,10,10,4,2350,1.713,0.115,1371.9,235.0,455.915,v5p-8,10,10,78,455.9154329568963,464.1990035610305,474.79263331313894,1.9400656721570055,8
AF-A0A497E3M1-F1,319,252,10,10,4,7570,5.974,0.441,1267.3,757.0,1671.073,v5p-8,10,10,252,1671.072917399274,1695.298727134601,1742.7668643064555,2.20749394636628,1
AF-A0A497ENK9-F1,129,50,10,10,4,1510,1.078,0.111,1400.3,151.0,265.765,v5p-8,10,10,50,265.765194593715,273.3756416453165,286.0698032021983,1.760034401282881,3
AF-A0A4D4KYT6-F1,254,202,10,10,4,6070,4.639,0.212,1308.5,607.0,1432.989,v5p-8,10,10,202,1432.9893145433912,1481.5255825057172,1510.810964861516,2.360773170582193,2
AF-A0A4E0QLP3-F1,315,296,10,10,4,8890,7.105,0.266,1251.2,889.0,2025.004,v5p-8,10,10,296,2025.0040797021136,2048.381214676082,2100.8357901266086,2.277844859057496,5
AF-A0A4P5VPA8-F1,61,18,10,10,4,550,0.4,0.046,1374.7,55.0,77.527,v5p-8,10,10,18,77.5269298901826,83.58762188076776,88.21621363562008,1.4095805434578654,1
AF-A0A4P7JFT7-F1,90,58,10,10,4,1750,1.254,0.082,1395.4,175.0,389.118,v5p-8,10,10,58,389.11805093712564,399.20198909699104,410.7918869826758,2.223531719640718,2
AF-A0A4P7RPF3-F1,300,265,10,10,4,7960,6.293,0.434,1264.9,796.0,1936.24,v5p-8,10,10,265,1936.2401884397673,1965.7724022871985,1993.0616793963857,2.432462548291165,7
AF-A0A4Q2RR11-F1,163,130,10,10,4,3910,2.903,0.157,1346.7,391.0,858.593,v5p-8,10,10,130,858.5933536773454,873.1503779183288,884.7461520685347,2.195890930121088,3
AF-A0A4Q3H0R6-F1,114,69,10,10,4,2080,1.495,0.114,1390.9,208.0,396.766,v5p-8,10,10,69,396.7660963097053,404.70208186868786,416.62340850905707,1.9075293091812755,9
AF-A0A4Q3KPC7-F1,136,87,10,10,4,2620,1.902,0.128,1377.2,262.0,547.518,v5p-8,10,10,87,547.5176985708324,560.323121289749,573.3057509224736,2.0897622082856198,8
AF-A0A4Q3KQQ6-F1,291,211,10,10,4,6340,4.881,0.225,1298.9,634.0,1380.662,v5p-8,10,10,211,1380.6616869838372,1418.8832851711347,1447.065310782853,2.177699821741068,7
AF-A0A4Q3R0A2-F1,120,66,10,10,4,1990,1.421,0.116,1400.6,199.0,374.994,v5p-8,10,10,66,374.9935286107045,391.50964734234196,409.65374980073227,1.8843895910085655,1
AF-A0A4Q3SJI4-F1,186,98,10,10,4,2950,2.161,0.15,1365.1,295.0,667.454,v5p-8,10,10,98,667.4538180666627,685.5968530236111,695.9403776677423,2.2625553154802125,8
AF-A0A4Q3T7H6-F1,117,110,10,10,4,3310,2.425,0.134,1365.1,331.0,658.321,v5p-8,10,10,110,658.3205071659768,672.9068159811477,692.0840621924666,1.988883707450081,4
AF-A0A4Q3U6M4-F1,211,136,10,10,4,4090,3.093,0.175,1322.2,409.0,810.833,v5p-8,10,10,136,810.8325390740911,832.0510831659761,854.1336336605714,1.9824756456579244,6
AF-A0A4Q3U8W0-F1,397,441,10,10,4,13240,11.56,0.36,1145.4,1324.0,3256.28,v5p-8,10,10,441,3256.2800944116707,3327.1199460223033,3382.4418935054105,2.45942605318102,4
AF-A0A4Q3UK21-F1,93,71,10,10,4,2140,1.54,0.092,1389.9,214.0,389.301,v5p-8,10,10,71,389.30075646093496,407.231637302757,417.1566010874566,1.8191624133688549,1
AF-A0A4Q3UKB1-F1,64,41,10,10,4,1240,0.88,0.067,1408.6,124.0,183.481,v5p-8,10,10,41,183.48085595400062,195.21519174727877,212.17776167373825,1.4796843222096825,1
AF-A0A4Q3UUQ9-F1,115,71,10,10,4,2140,1.556,0.115,1375.2,214.0,472.331,v5p-8,10,10,71,472.33088148735885,484.1309451024945,494.8152821788758,2.207153651810088,9
AF-A0A4Q3VBH4-F1,112,60,10,10,4,1810,1.305,0.11,1387.2,181.0,376.801,v5p-8,10,10,60,376.8008494812851,386.9291520153025,395.6515550004798,2.0817726490678736,8
AF-A0A4Q3VZS9-F1,71,14,10,10,4,430,0.31,0.046,1389.3,43.0,55.834,v5p-8,10,10,14,55.833723825979746,61.692968420046405,67.78106037923521,1.298458693627436,8
AF-A0A4Q3WF15-F1,268,76,10,10,4,2290,1.692,0.164,1353.4,229.0,515.136,v5p-8,10,10,76,515.136003025978,523.2518065755582,536.8210871708318,2.249502196619991,4
AF-A0A4Q3Y1B8-F1,64,21,10,10,4,640,0.454,0.049,1409.7,64.0,103.167,v5p-8,10,10,21,103.16653374592352,108.01347108192581,119.0302065492192,1.611977089780055,0
AF-A0A4Q3ZF97-F1,127,5,10,10,4,160,0.137,0.068,1169.5,16.0,27.105,v5p-8,10,10,5,27.10542717660428,30.50457845574433,33.2589641593745,1.6940891985377675,2
AF-A0A4Q4DTK9-F1,332,242,10,10,4,7270,5.699,0.437,1275.7,727.0,1760.507,v5p-8,10,10,242,1760.5070557694598,1794.4190021211234,1834.5739103069109,2.421605303671884,8
AF-A0A4Q4K2V4-F1,104,91,10,10,4,2740,1.988,0.123,1378.2,274.0,541.617,v5p-8,10,10,91,541.617426094162,556.3176194878504,573.7093558937719,1.9767059346502265,5
AF-A0A4Q4KJC9-F1,127,132,10,10,4,3970,2.921,0.147,1359.3,397.0,833.157,v5p-8,10,10,132,833.1572931181984,850.0839751318885,870.9386310957161,2.0986329801465953,6
AF-A0A4Q4LYT5-F1,91,49,10,10,4,1480,1.055,0.08,1403.4,148.0,258.081,v5p-8,10,10,49,258.08055324840007,271.53749084635444,278.0275238659658,1.7437875219486492,9
AF-A0A4Q4QWB9-F1,76,45,10,10,4,1360,0.965,0.073,1409.5,136.0,215.168,v5p-8,10,10,45,215.16788647425358,231.7488633134648,241.88697698627698,1.5821168123106881,4
AF-A0A4Q4SAZ8-F1,233,79,10,10,4,2380,1.746,0.155,1363.4,238.0,476.161,v5p-8,10,10,79,476.1609719487831,486.844761460561,500.7237825614145,2.0006763527259794,4
AF-A0A4Q4UPW7-F1,174,142,10,10,4,4270,3.168,0.166,1348.0,427.0,857.881,v5p-8,10,10,142,857.8807407764882,872.5795531661704,886.6615228034898,2.009088385893415,0
AF-A0A4Q4VVC2-F1,448,399,10,10,4,11980,9.899,0.546,1210.2,1198.0,2881.403,v5p-8,10,10,399,2881.402866059744,2933.2236392458794,2979.5501358230144,2.4051776845239936,4
AF-A0A4Q4WPI0-F1,85,44,10,10,4,1330,0.941,0.077,1413.5,133.0,250.124,v5p-8,10,10,44,250.12409548015478,257.99365025224546,268.9481291164061,1.880632296843269,9
AF-A0A4Q4X5C7-F1,134,112,10,10,4,3370,2.453,0.14,1373.7,337.0,661.866,v5p-8,10,10,112,661.8658444127627,669.2312030576857,690.5887593726377,1.9639936035987025,1
AF-A0A4Q4XL16-F1,112,50,10,10,4,1510,1.096,0.086,1378.3,151.0,324.568,v5p-8,10,10,50,324.56796683129176,340.83478689867314,354.99456060958437,2.1494567339820647,6
AF-A0A4Q4XSC7-F1,242,150,10,10,4,4510,3.42,0.189,1318.8,451.0,1036.372,v5p-8,10,10,150,1036.372142080162,1071.7580504595587,1098.409077451482,2.2979426653662127,9
AF-A0A4Q4ZDA2-F1,131,55,10,10,4,1660,1.189,0.113,1396.3,166.0,347.75,v5p-8,10,10,55,347.750182832963,359.48535236087,366.4100360810364,2.094880619475681,4
AF-A0A4Q4ZLS7-F1,70,9,10,10,4,280,0.208,0.044,1344.0,28.0,36.397,v5p-8,10,10,9,36.396508207020815,40.161869253011716,44.274552094453156,1.2998752931078863,5
AF-A0A4Q5C5N8-F1,228,221,10,10,4,6640,5.062,0.214,1311.8,664.0,1577.844,v5p-8,10,10,221,1577.8439886096576,1607.8366380446087,1639.6407397527207,2.3762710671832195,4
AF-A0A4Q5L393-F1,139,89,10,10,4,2680,1.933,0.32,1386.3,268.0,526.329,v5p-8,10,10,89,526.3287145509354,546.9709612970728,561.6655463205082,1.9639131139960275,2
AF-A0A4Q5M7X5-F1,86,17,10,10,4,520,0.375,0.062,1386.7,52.0,88.842,v5p-8,10,10,17,88.84230301877346,96.71614980357977,103.31893101452556,1.7085058272841052,0
AF-A0A4Q5NIW4-F1,402,254,10,10,4,7630,6.005,0.274,1270.5,763.0,1820.103,v5p-8,10,10,254,1820.1032889316366,1844.7103557173298,1871.9254315304738,2.385456473042774,2
AF-A0A4Q5NR92-F1,191,201,10,10,4,6040,4.556,0.195,1325.7,604.0,1378.368,v5p-8,10,10,201,1378.368198853377,1397.1828590907319,1420.1871708548786,2.2820665543930083,9
AF-A0A4Q5NSD0-F1,233,106,10,10,4,3190,2.374,0.167,1343.8,319.0,646.578,v5p-8,10,10,106,646.5782205017842,666.8992888084852,682.1898308115414,2.026890973359825,4
AF-A0A4Q5NVF5-F1,271,213,10,10,4,6400,4.965,0.221,1289.1,640.0,1441.96,v5p-8,10,10,213,1441.9603934263102,1456.6543679860624,1493.1998640692386,2.2530631147286098,9
AF-A0A4Q5P4A5-F1,108,51,10,10,4,1540,1.103,0.086,1396.2,154.0,301.085,v5p-8,10,10,51,301.08513379831675,305.2592708754555,310.58293992143103,1.9550982714176413,8
AF-A0A4Q5Q3S6-F1,251,252,10,10,4,7570,5.856,0.41,1292.6,757.0,1776.911,v5p-8,10,10,252,1776.9109486444133,1802.0250481377752,1817.1090344084337,2.347306405078485,3
AF-A0A4Q5QC98-F1,170,99,10,10,4,2980,2.205,0.145,1351.4,298.0,641.563,v5p-8,10,10,99,641.563212116347,661.3720721881815,674.3499336607844,2.1528966849541846,5
AF-A0A4Q5QYU9-F1,122,59,10,10,4,1780,1.294,0.112,1375.3,178.0,272.273,v5p-8,10,10,59,272.27349224252634,279.5585567200255,289.0922773233483,1.5296263609130694,2
AF-A0A4Q5RUE1-F1,75,42,10,10,4,1270,0.912,0.07,1391.9,127.0,244.772,v5p-8,10,10,42,244.77174839145778,255.0228337430968,264.3135438529764,1.9273366015075415,4
AF-A0A4Q5TKM0-F1,101,51,10,10,4,1540,1.123,0.083,1371.2,154.0,253.65,v5p-8,10,10,51,253.65049479696586,271.2372362941516,282.61560957773304,1.6470811350452328,2
AF-A0A4Q6IA08-F1,183,106,10,10,4,3190,2.369,0.152,1346.6,319.0,663.95,v5p-8,10,10,106,663.9502581158278,683.7906623982883,696.9299550204498,2.081348771522971,7
AF-A0A4Q7EA37-F1,78,13,10,10,4,400,0.297,0.049,1349.0,40.0,60.707,v5p-8,10,10,13,60.70699079707265,64.15217722575763,68.3110698768869,1.5176747699268163,8
AF-A0A4Q9J7H6-F1,329,307,10,10,4,9220,7.437,0.276,1239.7,922.0,2092.013,v5p-8,10,10,307,2092.0131551952754,2124.243997664316,2155.8328143705103,2.2689947453311015,6
AF-A0A4Q9R2N0-F1,92,70,10,10,4,2110,1.52,0.091,1387.9,211.0,364.278,v5p-8,10,10,70,364.278189673998,374.06889229417845,382.53293684319135,1.7264369178862464,1
AF-A0A4R0I463-F1,233,147,10,10,4,4420,3.376,0.377,1309.1,442.0,975.825,v5p-8,10,10,147,975.8252675789981,990.803991678013,1031.711454839891,2.207749474160629,0
AF-A0A4R0MUF4-F1,65,23,10,10,4,700,0.506,0.06,1382.5,70.0,88.613,v5p-8,10,10,23,88.61326903956706,97.19035508221388,102.16621099274516,1.2659038434223866,3
AF-A0A4R0YQZ4-F1,104,47,10,10,4,1420,1.023,0.081,1388.7,142.0,253.74,v5p-8,10,10,47,253.73980762085614,267.7459130380778,279.97224215062806,1.786900053668001,1
AF-A0A4R1BHZ2-F1,92,49,10,10,4,1480,1.065,0.079,1389.4,148.0,251.963,v5p-8,10,10,49,251.96316512251428,260.36082696395016,277.0129372001145,1.7024538183953668,8
AF-A0A4R3DEG1-F1,96,32,10,10,4,970,0.698,0.073,1390.1,97.0,185.631,v5p-8,10,10,32,185.63100782075276,198.27063931789502,207.21063471075502,1.9137217301108531,8
AF-A0A4R3N2K9-F1,66,15,10,10,4,460,0.337,0.045,1366.1,46.0,72.088,v5p-8,10,10,15,72.08845642714437,75.74378799838841,79.11674880753367,1.567140357111834,8
AF-A0A4R4D9F4-F1,201,153,10,10,4,4600,3.493,0.178,1316.8,460.0,974.598,v5p-8,10,10,153,974.5977702754346,994.3300492572805,1041.1506558022854,2.118690804946597,4
AF-A0A4R4NNM5-F1,68,58,10,10,4,1750,1.259,0.078,1389.5,175.0,289.829,v5p-8,10,10,58,289.82882077412876,303.83700694252894,312.3903726236381,1.6561646901378786,6
AF-A0A4R5GXQ6-F1,349,347,10,10,4,10420,8.549,0.302,1218.8,1042.0,2562.548,v5p-8,10,10,347,2562.548469373116,2596.8071700818227,2650.0920016234445,2.45925956753658,8
AF-A0A4R6TL03-F1,112,36,10,10,4,1090,0.789,0.082,1382.2,109.0,134.147,v5p-8,10,10,36,134.14660899520095,146.87584252998667,153.30466153861835,1.2307028348183573,1
AF-A0A4T0W8B4-F1,155,127,10,10,4,3820,2.834,0.34,1347.8,382.0,831.271,v5p-8,10,10,127,831.2710411534067,849.3049318139495,872.5363794359714,2.176102201972269,9
AF-A0A4U1HYM5-F1,329,200,10,10,4,6010,4.67,0.233,1286.9,601.0,1225.418,v5p-8,10,10,200,1225.4177804002152,1255.0790746210919,1287.9666579602967,2.038964692845616,7
AF-A0A4U1L925-F1,93,53,10,10,4,1600,1.144,0.083,1398.7,160.0,247.82,v5p-8,10,10,53,247.82006086521255,261.4691583444962,276.5761060081925,1.5488753804075786,0
AF-A0A4U2ZMR7-F1,48,16,10,10,4,490,0.352,0.041,1391.1,49.0,63.611,v5p-8,10,10,16,63.61147585016079,69.76673528849166,75.01268926749867,1.298193384697159,3
AF-A0A4U7B0H0-F1,296,155,10,10,4,4660,3.521,0.204,1323.5,466.0,1073.848,v5p-8,10,10,155,1073.8481887282817,1093.51130175394,1126.8319953516404,2.30439525478172,4
AF-A0A4V0XFK7-F1,363,207,10,10,4,6220,4.802,0.244,1295.3,622.0,1557.747,v5p-8,10,10,207,1557.747209548867,1574.5044585872786,1601.1030762132089,2.504416735609111,8
AF-A0A4V1UQ56-F1,419,383,10,10,4,11500,9.525,0.532,1207.4,1150.0,2768.133,v5p-8,10,10,383,2768.1329866573833,2792.6532020312225,2820.7012645255463,2.4070721623107683,7
AF-A0A4V1XE54-F1,268,142,10,10,4,4270,3.206,0.193,1332.0,427.0,887.443,v5p-8,10,10,142,887.4430328395218,903.3617143597927,924.8089813722434,2.0783209199988804,3
AF-A0A4V2A2D0-F1,209,87,10,10,4,2620,1.913,0.152,1369.2,262.0,438.13,v5p-8,10,10,87,438.1295847414508,465.96978844030247,493.7427132698008,1.6722503234406518,4
AF-A0A4Y2L662-F1,365,279,10,10,4,8380,6.648,0.272,1260.6,838.0,1881.862,v5p-8,10,10,279,1881.861825969267,1911.7318100631753,1939.1941916328637,2.2456585035432783,4
AF-A0A4Y9NK09-F1,153,67,10,10,4,2020,1.45,0.322,1393.0,202.0,372.147,v5p-8,10,10,67,372.1472119208663,378.81789673182254,391.37349165626824,1.8423129303013184,0
AF-A0A510E5R3-F1,136,149,10,10,4,4480,3.324,0.157,1347.7,448.0,894.937,v5p-8,10,10,149,894.9367746117373,915.2057892816525,932.0189009959877,1.9976267290440564,4
AF-A0A511TEK2-F1,464,467,10,10,4,14020,12.083,0.39,1160.3,1402.0,3807.752,v5p-8,10,10,467,3807.752483719293,3844.45578324332,3887.1970579480494,2.715943283679952,1
AF-A0A512I351-F1,332,383,10,10,4,11500,9.349,0.509,1230.0,1150.0,2843.401,v5p-8,10,10,383,2843.401084593217,2913.7632090650973,2996.5808215111174,2.4725226822549713,7
AF-A0A520KGR6-F1,187,215,10,10,4,6460,4.918,0.204,1313.6,646.0,1434.381,v5p-8,10,10,215,1434.381407458296,1456.9450844282849,1487.1173779626706,2.220404655508198,2
AF-A0A521D9I3-F1,206,153,10,10,4,4600,3.463,0.181,1328.3,460.0,947.367,v5p-8,10,10,153,947.3669785126067,970.4300166593632,988.0817435546987,2.059493431549145,5
AF-A0A522AVU5-F1,101,43,10,10,4,1300,0.932,0.08,1395.4,130.0,216.32,v5p-8,10,10,43,216.3195360924501,224.95776046220698,231.77411242701555,1.6639964314803855,0
AF-A0A522CGT4-F1,173,137,10,10,4,4120,3.069,0.163,1342.5,412.0,923.397,v5p-8,10,10,137,923.3974638492813,953.0793501331403,976.0844727773499,2.2412559802167022,9
AF-A0A522CUQ8-F1,165,136,10,10,4,4090,2.997,0.162,1364.6,409.0,825.188,v5p-8,10,10,136,825.1877252564224,846.9810287439068,867.1396553301895,2.017573900382451,6
AF-A0A522D107-F1,255,240,10,10,4,7210,5.523,0.228,1305.3,721.0,1567.224,v5p-8,10,10,240,1567.224440745062,1584.0514773399777,1597.7433080137866,2.1736816099099334,0
AF-A0A522D5M0-F1,115,99,10,10,4,2980,2.139,0.13,1393.5,298.0,562.2,v5p-8,10,10,99,562.1996718550339,576.2439944718519,610.6436736298158,1.8865760800504494,5
AF-A0A522D6T6-F1,241,211,10,10,4,6340,4.822,0.419,1314.9,634.0,1498.335,v5p-8,10,10,211,1498.3353000402708,1530.9125392168442,1574.634001349722,2.363304889653424,9
AF-A0A522EBK3-F1,508,411,10,10,4,12340,10.222,0.378,1207.2,1234.0,3193.827,v5p-8,10,10,411,3193.8269508914273,3231.2110782355267,3274.276556845425,2.5881903978050462,2
AF-A0A522FHP5-F1,454,331,10,10,4,9940,8.1,0.526,1227.2,994.0,2530.864,v5p-8,10,10,331,2530.8639015134686,2561.342527120554,2602.5539816645723,2.546140745989405,5
AF-A0A522KZX2-F1,107,30,10,10,4,910,0.655,0.077,1388.3,91.0,151.55,v5p-8,10,10,30,151.5501563495127,166.53382233551213,179.73105476838737,1.6653863335111285,3
AF-A0A522MCZ1-F1,490,474,10,10,4,14230,12.183,0.4,1168.0,1423.0,3626.046,v5p-8,10,10,474,3626.0459026870903,3701.228263004656,3747.5738818078357,2.548169994860921,2
AF-A0A522MYQ2-F1,112,55,10,10,4,1660,1.199,0.092,1384.1,166.0,327.161,v5p-8,10,10,55,327.1614211417566,337.96518351054954,351.9807019389465,1.970851934588895,4
AF-A0A522NUF8-F1,190,80,10,10,4,2410,1.752,0.142,1375.2,241.0,490.907,v5p-8,10,10,80,490.90700061261464,508.2337737760419,524.0409674599457,2.036958508766036,3
AF-A0A522PS05-F1,469,465,10,10,4,13960,11.799,0.592,1183.2,1396.0,3662.285,v5p-8,10,10,465,3662.285258238847,3709.5745930207036,3737.9249710998083,2.6234135087670825,2
AF-A0A522QIW9-F1,95,52,10,10,4,1570,1.117,0.084,1405.6,157.0,320.826,v5p-8,10,10,52,320.8260269968092,326.9213433093601,336.38750918450376,2.043477878960568,9
AF-A0A522RMF8-F1,170,90,10,10,4,2710,1.974,0.139,1372.7,271.0,556.269,v5p-8,10,10,90,556.2690990812578,570.7316084537949,590.6274664441722,2.0526535021448624,0
AF-A0A522RYS4-F1,420,319,10,10,4,9580,7.713,0.309,1242.0,958.0,2434.768,v5p-8,10,10,319,2434.7682602221275,2459.539078258237,2488.161133502681,2.5415117538853105,1
AF-A0A522U4B7-F1,129,55,10,10,4,1660,1.195,0.115,1388.5,166.0,323.859,v5p-8,10,10,55,323.858674389811,330.138669081379,341.4363789131378,1.9509558698181384,1
AF-A0A522UJC2-F1,241,63,10,10,4,1900,1.391,0.15,1366.3,190.0,325.755,v5p-8,10,10,63,325.75544936642405,339.345959754005,349.47752235969256,1.7145023650864424,1
AF-A0A522VNV5-F1,111,35,10,10,4,1060,0.762,0.079,1391.9,106.0,186.939,v5p-8,10,10,35,186.93878457091262,196.16972357749816,200.5300223407005,1.7635734393482323,3
AF-A0A522VY59-F1,196,168,10,10,4,5050,3.766,0.361,1340.9,505.0,1208.558,v5p-8,10,10,168,1208.5581560757819,1238.487281260602,1265.4216742690837,2.3931844674767957,6
AF-A0A522XZ42-F1,135,137,10,10,4,4120,3.05,0.152,1351.0,412.0,836.833,v5p-8,10,10,137,836.8329738000622,878.7948590224639,908.8243055668213,2.031147994660345,1
AF-A0A522ZN68-F1,412,350,10,10,4,10510,8.928,0.321,1177.2,1051.0,2741.169,v5p-8,10,10,350,2741.1687754137647,2784.038492349974,2811.821095454603,2.6081529737523925,6
AF-A0A523AC77-F1,93,96,10,10,4,2890,2.083,0.123,1387.2,289.0,531.481,v5p-8,10,10,96,531.481232494452,550.4383662375419,561.2081534106286,1.8390354065551973,9
AF-A0A523D3I6-F1,110,69,10,10,4,2080,1.493,0.113,1393.4,208.0,324.323,v5p-8,10,10,69,324.32258829586306,336.3425179290592,346.6282862938949,1.55924321296088,3
AF-A0A523DXN8-F1,70,33,10,10,4,1000,0.707,0.065,1415.1,100.0,177.467,v5p-8,10,10,33,177.46688393849786,185.3445722044945,190.81424137912654,1.7746688393849785,9
AF-A0A523DZS3-F1,217,128,10,10,4,3850,2.854,0.171,1348.8,385.0,796.051,v5p-8,10,10,128,796.0512078707591,813.6521384823285,833.7152663393197,2.0676654749889845,8
AF-A0A523E731-F1,157,92,10,10,4,2770,2.001,0.331,1384.4,277.0,532.855,v5p-8,10,10,92,532.8552806469111,543.09622428138,563.6599362961309,1.9236652730935417,2
AF-A0A523E9J2-F1,81,57,10,10,4,1720,1.215,0.079,1415.3,172.0,335.168,v5p-8,10,10,57,335.1681617498472,352.54960176553357,362.025157611541,1.9486521031967858,1
AF-A0A523FM44-F1,193,151,10,10,4,4540,3.365,0.176,1349.3,454.0,885.182,v5p-8,10,10,151,885.181512158407,903.3255697129096,940.901462719778,1.9497390135647732,6
AF-A0A523FYF3-F1,70,45,10,10,4,1360,0.962,0.072,1413.6,136.0,242.433,v5p-8,10,10,45,242.4325710800158,252.8336581729737,263.0001528576888,1.7825924344118809,0
AF-A0A523FYL8-F1,169,151,10,10,4,4540,3.331,0.167,1362.8,454.0,1014.656,v5p-8,10,10,151,1014.6558612369638,1036.8986141081614,1055.8897506629323,2.2349248044867043,2
AF-A0A523GL25-F1,99,39,10,10,4,1180,0.843,0.078,1400.0,118.0,209.582,v5p-8,10,10,39,209.58206086568646,216.72891070292812,221.32711694003058,1.7761191598786987,0
AF-A0A523H299-F1,229,209,10,10,4,6280,4.845,0.208,1296.1,628.0,1384.724,v5p-8,10,10,209,1384.7238361703469,1429.5471930295685,1468.6760385233315,2.2049742614177497,1
AF-A0A523I702-F1,103,34,10,10,4,1030,0.736,0.077,1400.1,103.0,200.758,v5p-8,10,10,34,200.75755132241557,210.0495392939932,218.03118848759618,1.949102440023452,3
