case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c004695-l380-1.x.x.x,602,380,1.x.x.x,336,336,237,336,1
c005120-l391-unconditional,602,391,unconditional,320,320,197,320,1
c012667-l490-3.x.x.x,602,490,3.x.x.x,208,208,92,208,1
c003598-l350-unconditional,602,350,unconditional,400,400,260,400,1
c000648-l189-unconditional,602,189,unconditional,1152,1152,859,1152,1
c011703-l482-2.x.x.x,603,482,2.x.x.x,208,208,57,208,1
c000890-l217-3.x.x.x,603,217,3.x.x.x,928,928,597,928,1
c006224-l414-3.x.x.x,603,414,3.x.x.x,288,288,144,288,1
c004698-l380-1.x.x.x,603,380,1.x.x.x,336,336,221,336,1
c000889-l217-2.x.x.x,603,217,2.x.x.x,688,688,230,688,1
c004213-l367-2.x.x.x,603,367,2.x.x.x,368,368,202,368,1
c002863-l325-2.x.x.x,603,325,2.x.x.x,464,464,299,464,1
c003578-l349-1.x.x.x,603,349,1.x.x.x,400,400,298,400,1
c006953-l427-1.x.x.x,603,427,1.x.x.x,272,272,179,272,1
c001913-l286-1.x.x.x,603,286,1.x.x.x,576,576,428,576,1
c013673-l499-unconditional,603,499,unconditional,192,192,117,192,1
c003599-l350-unconditional,603,350,unconditional,400,400,271,400,1
c006641-l422-1.x.x.x,603,422,1.x.x.x,272,272,185,272,1
c004610-l378-unconditional,603,378,unconditional,336,336,210,336,1
c002609-l316-unconditional,603,316,unconditional,144,144,99,144,1
c009707-l463-unconditional,603,463,unconditional,224,224,137,224,1
c002928-l328-unconditional,603,328,unconditional,448,448,293,448,1
c005123-l391-unconditional,603,391,unconditional,320,320,196,320,1
c000671-l191-3.x.x.x,604,191,3.x.x.x,480,480,318,480,1
c003535-l348-unconditional,604,348,unconditional,400,400,263,400,1
c011211-l478-1.x.x.x,604,478,1.x.x.x,208,208,110,208,1
c012053-l485-3.x.x.x,604,485,3.x.x.x,208,208,85,208,1
c003166-l336-1.x.x.x,604,336,1.x.x.x,432,432,328,432,1
c007994-l442-1.x.x.x,604,442,1.x.x.x,256,256,152,256,1
c001898-l285-2.x.x.x,604,285,2.x.x.x,592,592,383,592,1
c010293-l469-unconditional,604,469,unconditional,224,224,138,224,1
c012841-l492-1.x.x.x,604,492,1.x.x.x,208,208,123,208,1
c008581-l450-unconditional,604,450,unconditional,240,240,132,240,1
c004377-l372-unconditional,604,372,unconditional,352,352,245,352,1
c007749-l439-unconditional,604,439,unconditional,256,256,148,256,1
c007244-l431-3.x.x.x,604,431,3.x.x.x,256,256,121,256,1
c001321-l252-unconditional,604,252,unconditional,432,432,325,432,1
c007326-l433-unconditional,604,433,unconditional,256,256,161,256,1
c001201-l244-unconditional,604,244,unconditional,752,752,524,752,1
c012350-l488-1.x.x.x,604,488,1.x.x.x,208,208,126,208,1
c000798-l207-3.x.x.x,604,207,3.x.x.x,1024,1024,626,1024,1
c004269-l369-unconditional,605,369,unconditional,352,352,223,352,1
c000525-l173-2.x.x.x,605,173,2.x.x.x,96,96,40,96,1
c008986-l454-3.x.x.x,605,454,3.x.x.x,240,240,107,240,1
c013234-l495-3.x.x.x,605,495,3.x.x.x,208,208,93,208,1
c006932-l427-unconditional,605,427,unconditional,272,272,154,272,1
c009958-l465-3.x.x.x,605,465,3.x.x.x,224,224,103,224,1
c001281-l249-2.x.x.x,605,249,2.x.x.x,736,736,201,736,1
c009529-l461-unconditional,605,461,unconditional,224,224,140,224,1
c001605-l269-3.x.x.x,605,269,3.x.x.x,640,640,388,640,1
c008487-l448-3.x.x.x,605,448,3.x.x.x,240,240,120,240,1
c011340-l479-1.x.x.x,605,479,1.x.x.x,208,208,120,208,1
c000641-l188-unconditional,605,188,unconditional,608,608,462,608,1
c009351-l459-unconditional,605,459,unconditional,240,240,143,240,1
c006856-l425-3.x.x.x,605,425,3.x.x.x,272,272,141,272,1
c006142-l413-1.x.x.x,605,413,1.x.x.x,288,288,193,288,1
c010186-l468-unconditional,605,468,unconditional,224,224,117,224,1
c010713-l473-1.x.x.x,605,473,1.x.x.x,224,224,128,224,1
c006374-l417-2.x.x.x,605,417,2.x.x.x,288,288,119,288,1
c001997-l290-1.x.x.x,605,290,1.x.x.x,272,272,198,272,1
c009530-l461-unconditional,606,461,unconditional,224,224,118,224,1
c008987-l454-3.x.x.x,606,454,3.x.x.x,240,240,115,240,1
c009959-l465-3.x.x.x,606,465,3.x.x.x,224,224,98,224,1
c000727-l198-3.x.x.x,606,198,3.x.x.x,576,576,377,576,1
c006857-l425-3.x.x.x,606,425,3.x.x.x,272,272,130,272,1
c006375-l417-2.x.x.x,606,417,2.x.x.x,288,288,111,288,1
c005850-l407-1.x.x.x,606,407,1.x.x.x,144,144,101,144,1
c003224-l338-unconditional,606,338,unconditional,32,32,20,32,1
c009352-l459-unconditional,606,459,unconditional,240,240,136,240,1
c010187-l468-unconditional,606,468,unconditional,224,224,121,224,1
c008488-l448-3.x.x.x,606,448,3.x.x.x,240,240,112,240,1
c001606-l269-3.x.x.x,606,269,3.x.x.x,640,640,382,640,1
c006933-l427-unconditional,606,427,unconditional,272,272,163,272,1
c001282-l249-2.x.x.x,606,249,2.x.x.x,736,736,207,736,1
c004270-l369-unconditional,606,369,unconditional,352,352,233,352,1
c006143-l413-1.x.x.x,606,413,1.x.x.x,288,288,192,288,1
c010714-l473-1.x.x.x,606,473,1.x.x.x,224,224,135,224,1
c011341-l479-1.x.x.x,606,479,1.x.x.x,208,208,126,208,1
c013235-l495-3.x.x.x,606,495,3.x.x.x,208,208,87,208,1
c006790-l424-3.x.x.x,607,424,3.x.x.x,272,272,136,272,1
c007979-l442-1.x.x.x,607,442,1.x.x.x,256,256,177,256,1
c012657-l490-3.x.x.x,607,490,3.x.x.x,208,208,99,208,1
c003993-l361-2.x.x.x,607,361,2.x.x.x,368,368,199,368,1
c009682-l462-3.x.x.x,607,462,3.x.x.x,224,224,99,224,1
c007790-l439-2.x.x.x,607,439,2.x.x.x,256,256,105,256,1
c001886-l285-unconditional,607,285,unconditional,592,592,413,592,1
c000259-l124-3.x.x.x,607,124,3.x.x.x,1408,1408,1016,1408,1
c001470-l262-unconditional,607,262,unconditional,672,672,460,672,1
c007037-l428-2.x.x.x,607,428,2.x.x.x,80,80,32,80,1
c001826-l282-unconditional,607,282,unconditional,592,592,407,592,1
c013784-l499-3.x.x.x,607,499,3.x.x.x,192,192,87,192,1
c006962-l427-1.x.x.x,607,427,1.x.x.x,272,272,178,272,1
c010825-l474-1.x.x.x,607,474,1.x.x.x,224,224,135,224,1
c008569-l449-3.x.x.x,607,449,3.x.x.x,240,240,115,240,1
c009346-l459-unconditional,607,459,unconditional,240,240,133,240,1
c008397-l447-3.x.x.x,607,447,3.x.x.x,240,240,116,240,1
c007512-l435-3.x.x.x,607,435,3.x.x.x,256,256,96,256,1
c012097-l486-unconditional,608,486,unconditional,208,208,123,208,1
c006791-l424-3.x.x.x,608,424,3.x.x.x,272,272,129,272,1
c013852-l500-1.x.x.x,608,500,1.x.x.x,192,192,100,192,1
c001827-l282-unconditional,608,282,unconditional,592,592,414,592,1
c008561-l449-3.x.x.x,608,449,3.x.x.x,240,240,101,240,1
c000089-l82-1.x.x.x,608,82,1.x.x.x,1216,1216,1025,1216,1
c001887-l285-unconditional,608,285,unconditional,592,592,432,592,1
c012658-l490-3.x.x.x,608,490,3.x.x.x,208,208,83,208,1
c011528-l481-unconditional,608,481,unconditional,208,208,129,208,1
c007791-l439-2.x.x.x,608,439,2.x.x.x,256,256,94,256,1
c001471-l262-unconditional,608,262,unconditional,672,672,480,672,1
c004678-l380-unconditional,608,380,unconditional,336,336,207,336,1
c010826-l474-1.x.x.x,608,474,1.x.x.x,224,224,140,224,1
c007980-l442-1.x.x.x,608,442,1.x.x.x,256,256,166,256,1
c009347-l459-unconditional,608,459,unconditional,240,240,138,240,1
c011761-l483-unconditional,608,483,unconditional,208,208,125,208,1
c004373-l371-3.x.x.x,608,371,3.x.x.x,208,208,106,208,1
c006963-l427-1.x.x.x,608,427,1.x.x.x,272,272,175,272,1
c001888-l285-unconditional,609,285,unconditional,592,592,407,592,1
c004679-l380-unconditional,609,380,unconditional,336,336,224,336,1
c006964-l427-1.x.x.x,609,427,1.x.x.x,272,272,174,272,1
c000274-l128-2.x.x.x,609,128,2.x.x.x,1056,1056,642,1056,1
c001472-l262-unconditional,609,262,unconditional,672,672,480,672,1
c010827-l474-1.x.x.x,609,474,1.x.x.x,224,224,137,224,1
c012098-l486-unconditional,609,486,unconditional,208,208,116,208,1
c007792-l439-2.x.x.x,609,439,2.x.x.x,256,256,105,256,1
c009348-l459-unconditional,609,459,unconditional,240,240,141,240,1
c012659-l490-3.x.x.x,609,490,3.x.x.x,208,208,84,208,1
c006792-l424-3.x.x.x,609,424,3.x.x.x,272,272,132,272,1
c001828-l282-unconditional,609,282,unconditional,592,592,420,592,1
c011529-l481-unconditional,609,481,unconditional,208,208,114,208,1
c007981-l442-1.x.x.x,609,442,1.x.x.x,256,256,145,256,1
c011762-l483-unconditional,609,483,unconditional,208,208,113,208,1
c002752-l321-1.x.x.x,609,321,1.x.x.x,208,208,152,208,1
c008562-l449-3.x.x.x,609,449,3.x.x.x,240,240,113,240,1
c013853-l500-1.x.x.x,609,500,1.x.x.x,192,192,117,192,1
c001889-l285-unconditional,610,285,unconditional,592,592,392,592,1
c001880-l284-2.x.x.x,610,284,2.x.x.x,528,528,351,528,1
c009349-l459-unconditional,610,459,unconditional,240,240,133,240,1
c010828-l474-1.x.x.x,610,474,1.x.x.x,224,224,136,224,1
c008781-l452-1.x.x.x,610,452,1.x.x.x,240,240,160,240,1
c007982-l442-1.x.x.x,610,442,1.x.x.x,256,256,171,256,1
c006021-l411-unconditional,610,411,unconditional,288,288,168,288,1
c004089-l364-unconditional,610,364,unconditional,48,48,27,48,1
c007475-l435-unconditional,610,435,unconditional,256,256,140,256,1
c012666-l490-3.x.x.x,610,490,3.x.x.x,208,208,89,208,1
c001829-l282-unconditional,610,282,unconditional,592,592,385,592,1
c012379-l488-1.x.x.x,610,488,1.x.x.x,208,208,133,208,1
c002506-l312-1.x.x.x,610,312,1.x.x.x,496,496,373,496,1
c000528-l174-unconditional,610,174,unconditional,1248,1248,952,1248,1
c013563-l498-1.x.x.x,610,498,1.x.x.x,192,192,117,192,1
c009752-l463-1.x.x.x,610,463,1.x.x.x,224,224,137,224,1
c009733-l463-1.x.x.x,610,463,1.x.x.x,224,224,135,224,1
c001473-l262-unconditional,610,262,unconditional,672,672,475,672,1
c009727-l463-1.x.x.x,611,463,1.x.x.x,224,224,123,224,1
c006968-l427-2.x.x.x,611,427,2.x.x.x,272,272,102,272,1
c005788-l406-1.x.x.x,611,406,1.x.x.x,304,304,203,304,1
c009746-l463-1.x.x.x,611,463,1.x.x.x,224,224,148,224,1
c001178-l242-1.x.x.x,611,242,1.x.x.x,96,96,81,96,1
c001890-l285-unconditional,611,285,unconditional,592,592,412,592,1
c013557-l498-1.x.x.x,611,498,1.x.x.x,192,192,120,192,1
c007486-l435-1.x.x.x,611,435,1.x.x.x,256,256,169,256,1
c009350-l459-unconditional,611,459,unconditional,240,240,139,240,1
c003696-l353-unconditional,611,353,unconditional,384,384,250,384,1
c005356-l396-2.x.x.x,611,396,2.x.x.x,320,320,149,320,1
c004807-l383-unconditional,611,383,unconditional,304,304,198,304,1
c007757-l439-unconditional,611,439,unconditional,256,256,150,256,1
c010074-l466-3.x.x.x,611,466,3.x.x.x,224,224,101,224,1
c005614-l402-1.x.x.x,611,402,1.x.x.x,304,304,201,304,1
c002630-l317-unconditional,611,317,unconditional,480,480,346,480,1
c000438-l162-unconditional,611,162,unconditional,1376,1376,1084,1376,1
c004382-l372-unconditional,611,372,unconditional,352,352,222,352,1
c012057-l485-3.x.x.x,612,485,3.x.x.x,208,208,84,208,1
c004762-l382-unconditional,612,382,unconditional,336,336,210,336,1
c013847-l500-1.x.x.x,612,500,1.x.x.x,192,192,111,192,1
c012354-l488-1.x.x.x,612,488,1.x.x.x,208,208,115,208,1
c007996-l442-1.x.x.x,612,442,1.x.x.x,256,256,162,256,1
c007332-l433-unconditional,612,433,unconditional,256,256,160,256,1
c004521-l375-3.x.x.x,612,375,3.x.x.x,352,352,157,352,1
c003551-l348-2.x.x.x,612,348,2.x.x.x,400,400,226,400,1
c006228-l414-3.x.x.x,612,414,3.x.x.x,128,128,64,128,1
c012834-l492-1.x.x.x,612,492,1.x.x.x,208,208,123,208,1
c001801-l280-3.x.x.x,612,280,3.x.x.x,608,608,376,608,1
c007752-l439-unconditional,612,439,unconditional,256,256,144,256,1
c008585-l450-unconditional,612,450,unconditional,240,240,131,240,1
c004479-l374-3.x.x.x,612,374,3.x.x.x,352,352,179,352,1
c011523-l481-unconditional,612,481,unconditional,208,208,114,208,1
c004410-l372-3.x.x.x,612,372,3.x.x.x,208,208,97,208,1
c010296-l469-unconditional,612,469,unconditional,224,224,137,224,1
c009342-l459-unconditional,612,459,unconditional,240,240,131,240,1
c003759-l354-3.x.x.x,613,354,3.x.x.x,336,336,185,336,1
c007493-l435-1.x.x.x,613,435,1.x.x.x,256,256,159,256,1
c007650-l437-2.x.x.x,613,437,2.x.x.x,256,256,98,256,1
c010932-l475-2.x.x.x,613,475,2.x.x.x,224,224,76,224,1
c009343-l459-unconditional,613,459,unconditional,240,240,148,240,1
c000620-l185-2.x.x.x,613,185,2.x.x.x,1184,1184,471,1184,1
c012384-l488-2.x.x.x,613,488,2.x.x.x,208,208,67,208,1
c007886-l440-3.x.x.x,613,440,3.x.x.x,256,256,110,256,1
c004096-l364-1.x.x.x,613,364,1.x.x.x,368,368,271,368,1
c011658-l482-1.x.x.x,613,482,1.x.x.x,208,208,134,208,1
c013637-l498-3.x.x.x,613,498,3.x.x.x,192,192,85,192,1
c001802-l280-3.x.x.x,613,280,3.x.x.x,608,608,349,608,1
c003840-l357-1.x.x.x,613,357,1.x.x.x,64,0,0,0,0
c001803-l280-3.x.x.x,614,280,3.x.x.x,608,608,362,608,1
c004396-l372-1.x.x.x,614,372,1.x.x.x,320,320,229,320,1
c007754-l439-unconditional,614,439,unconditional,256,256,150,256,1
c009344-l459-unconditional,614,459,unconditional,240,240,125,240,1
c002965-l329-1.x.x.x,614,329,1.x.x.x,448,448,338,448,1
c009742-l463-1.x.x.x,614,463,1.x.x.x,224,224,143,224,1
c010070-l466-3.x.x.x,614,466,3.x.x.x,224,224,95,224,1
c006988-l427-3.x.x.x,614,427,3.x.x.x,272,272,138,272,1
c010933-l475-2.x.x.x,614,475,2.x.x.x,224,224,69,224,1
c005611-l402-1.x.x.x,614,402,1.x.x.x,304,304,205,304,1
c009723-l463-1.x.x.x,614,463,1.x.x.x,224,224,137,224,1
c003841-l357-1.x.x.x,614,357,1.x.x.x,384,384,265,384,1
c006270-l415-3.x.x.x,614,415,3.x.x.x,288,288,116,288,1
c007482-l435-1.x.x.x,614,435,1.x.x.x,256,256,171,256,1
c013553-l498-1.x.x.x,614,498,1.x.x.x,192,192,118,192,1
c003785-l355-2.x.x.x,614,355,2.x.x.x,48,48,24,48,1
c003693-l353-unconditional,614,353,unconditional,384,384,247,384,1
c004379-l372-unconditional,614,372,unconditional,352,352,224,352,1
c002966-l329-1.x.x.x,615,329,1.x.x.x,448,448,335,448,1
c010071-l466-3.x.x.x,615,466,3.x.x.x,224,224,111,224,1
c013554-l498-1.x.x.x,615,498,1.x.x.x,192,192,119,192,1
c001804-l280-3.x.x.x,615,280,3.x.x.x,608,608,363,608,1
c000925-l220-3.x.x.x,615,220,3.x.x.x,112,112,66,112,1
c003842-l357-1.x.x.x,615,357,1.x.x.x,384,384,262,384,1
c003694-l353-unconditional,615,353,unconditional,384,384,248,384,1
c010934-l475-2.x.x.x,615,475,2.x.x.x,224,224,70,224,1
c007483-l435-1.x.x.x,615,435,1.x.x.x,256,256,165,256,1
c009345-l459-unconditional,615,459,unconditional,240,240,146,240,1
c009724-l463-1.x.x.x,615,463,1.x.x.x,224,224,139,224,1
c004380-l372-unconditional,615,372,unconditional,352,352,233,352,1
c006989-l427-3.x.x.x,615,427,3.x.x.x,272,272,124,272,1
c005612-l402-1.x.x.x,615,402,1.x.x.x,304,304,215,304,1
c009743-l463-1.x.x.x,615,463,1.x.x.x,224,224,136,224,1
c006271-l415-3.x.x.x,615,415,3.x.x.x,288,288,136,288,1
c007755-l439-unconditional,615,439,unconditional,256,256,153,256,1
c008436-l448-unconditional,615,448,unconditional,224,224,121,224,1
c005062-l389-2.x.x.x,616,389,2.x.x.x,320,320,154,320,1
c005089-l390-unconditional,616,390,unconditional,256,256,149,256,1
c009339-l459-unconditional,616,459,unconditional,240,240,155,240,1
c008037-l443-unconditional,616,443,unconditional,256,256,144,256,1
c004781-l382-2.x.x.x,616,382,2.x.x.x,336,336,155,336,1
c001962-l288-3.x.x.x,616,288,3.x.x.x,576,576,343,576,1
c010638-l472-2.x.x.x,616,472,2.x.x.x,224,224,74,224,1
c008378-l447-1.x.x.x,616,447,1.x.x.x,240,240,146,240,1
c004068-l363-2.x.x.x,616,363,2.x.x.x,96,96,42,96,1
c002372-l306-3.x.x.x,616,306,3.x.x.x,512,512,279,512,1
c001277-l249-1.x.x.x,616,249,1.x.x.x,736,736,530,736,1
c001308-l251-1.x.x.x,616,251,1.x.x.x,720,720,553,720,1
c003542-l348-1.x.x.x,616,348,1.x.x.x,400,400,296,400,1
c003228-l338-1.x.x.x,616,338,1.x.x.x,416,416,305,416,1
c006635-l422-unconditional,616,422,unconditional,272,272,156,272,1
c005632-l402-3.x.x.x,616,402,3.x.x.x,304,304,148,304,1
c011173-l477-3.x.x.x,616,477,3.x.x.x,208,208,98,208,1
c008280-l446-1.x.x.x,616,446,1.x.x.x,240,240,148,240,1
c009340-l459-unconditional,617,459,unconditional,240,240,142,240,1
c004063-l363-1.x.x.x,617,363,1.x.x.x,96,96,68,96,1
c003543-l348-1.x.x.x,617,348,1.x.x.x,400,400,282,400,1
c005633-l402-3.x.x.x,617,402,3.x.x.x,304,304,144,304,1
c008038-l443-unconditional,617,443,unconditional,256,256,158,256,1
c010639-l472-2.x.x.x,617,472,2.x.x.x,224,224,72,224,1
c005063-l389-2.x.x.x,617,389,2.x.x.x,320,320,146,320,1
c008281-l446-1.x.x.x,617,446,1.x.x.x,240,240,157,240,1
c003229-l338-1.x.x.x,617,338,1.x.x.x,416,416,286,416,1
c001963-l288-3.x.x.x,617,288,3.x.x.x,576,576,344,576,1
c011174-l477-3.x.x.x,617,477,3.x.x.x,208,208,91,208,1
c006636-l422-unconditional,617,422,unconditional,272,272,158,272,1
c001309-l251-1.x.x.x,617,251,1.x.x.x,720,720,556,720,1
c002373-l306-3.x.x.x,617,306,3.x.x.x,512,512,298,512,1
c000252-l123-unconditional,617,123,unconditional,1472,1472,1160,1472,1
c004782-l382-2.x.x.x,617,382,2.x.x.x,336,336,164,336,1
c008379-l447-1.x.x.x,617,447,1.x.x.x,240,240,148,240,1
c001278-l249-1.x.x.x,617,249,1.x.x.x,736,736,508,736,1
c000777-l205-unconditional,618,205,unconditional,864,864,640,864,1
c000531-l174-1.x.x.x,618,174,1.x.x.x,256,256,208,256,1
c008592-l450-unconditional,618,450,unconditional,240,240,136,240,1
c009687-l462-3.x.x.x,618,462,3.x.x.x,224,224,102,224,1
c008766-l452-1.x.x.x,618,452,1.x.x.x,240,240,151,240,1
c008039-l443-unconditional,618,443,unconditional,256,256,140,256,1
c001279-l249-1.x.x.x,618,249,1.x.x.x,736,736,563,736,1
c005199-l392-3.x.x.x,618,392,3.x.x.x,320,320,167,320,1
c003583-l349-2.x.x.x,618,349,2.x.x.x,400,400,236,400,1
c009341-l459-unconditional,618,459,unconditional,240,240,119,240,1
c001651-l272-1.x.x.x,618,272,1.x.x.x,624,624,452,624,1
c008402-l447-3.x.x.x,618,447,3.x.x.x,240,240,107,240,1
c012361-l488-1.x.x.x,618,488,1.x.x.x,208,208,126,208,1
c012065-l485-3.x.x.x,618,485,3.x.x.x,208,208,101,208,1
c013678-l499-1.x.x.x,618,499,1.x.x.x,192,192,115,192,1
c001297-l250-2.x.x.x,618,250,2.x.x.x,720,720,182,720,1
c000586-l181-1.x.x.x,618,181,1.x.x.x,1216,1216,969,1216,1
c010634-l472-2.x.x.x,618,472,2.x.x.x,224,224,68,224,1
c010326-l469-1.x.x.x,619,469,1.x.x.x,224,224,144,224,1
c010238-l468-2.x.x.x,619,468,2.x.x.x,224,224,69,224,1
c006908-l426-2.x.x.x,619,426,2.x.x.x,272,272,121,272,1
c001414-l258-1.x.x.x,619,258,1.x.x.x,688,688,529,688,1
c013665-l499-unconditional,619,499,unconditional,192,192,105,192,1
c005442-l398-2.x.x.x,619,398,2.x.x.x,320,320,149,320,1
c012153-l486-2.x.x.x,619,486,2.x.x.x,208,208,66,208,1
c008389-l447-2.x.x.x,619,447,2.x.x.x,240,240,103,240,1
c001553-l266-3.x.x.x,619,266,3.x.x.x,656,656,416,656,1
c002786-l322-3.x.x.x,619,322,3.x.x.x,464,464,245,464,1
c009861-l464-2.x.x.x,619,464,2.x.x.x,176,176,54,176,1
c008290-l446-1.x.x.x,619,446,1.x.x.x,240,240,149,240,1
c009995-l466-unconditional,619,466,unconditional,224,224,135,224,1
c003574-l349-1.x.x.x,619,349,1.x.x.x,400,400,302,400,1
c007871-l440-3.x.x.x,619,440,3.x.x.x,256,256,110,256,1
c012616-l490-1.x.x.x,619,490,1.x.x.x,208,208,129,208,1
c002346-l305-2.x.x.x,619,305,2.x.x.x,144,144,97,144,1
c007182-l430-3.x.x.x,619,430,3.x.x.x,272,272,134,272,1
c006746-l424-unconditional,620,424,unconditional,272,272,174,272,1
c009336-l459-unconditional,620,459,unconditional,240,240,137,240,1
c011546-l481-1.x.x.x,620,481,1.x.x.x,208,208,126,208,1
c002398-l307-3.x.x.x,620,307,3.x.x.x,512,512,294,512,1
c003738-l354-1.x.x.x,620,354,1.x.x.x,384,384,277,384,1
c002451-l310-unconditional,620,310,unconditional,496,496,334,496,1
c001016-l229-unconditional,620,229,unconditional,560,560,389,560,1
c007441-l434-3.x.x.x,620,434,3.x.x.x,256,256,126,256,1
c011192-l478-unconditional,620,478,unconditional,208,208,127,208,1
c005634-l402-3.x.x.x,620,402,3.x.x.x,112,112,53,112,1
c009189-l457-1.x.x.x,620,457,1.x.x.x,240,240,151,240,1
c008955-l454-1.x.x.x,620,454,1.x.x.x,240,240,152,240,1
c012199-l486-3.x.x.x,620,486,3.x.x.x,208,208,96,208,1
c005443-l398-2.x.x.x,620,398,2.x.x.x,320,320,154,320,1
c012905-l492-3.x.x.x,620,492,3.x.x.x,208,208,104,208,1
c005382-l397-unconditional,620,397,unconditional,320,320,197,320,1
c000808-l209-unconditional,620,209,unconditional,992,992,766,992,1
c007345-l433-1.x.x.x,620,433,1.x.x.x,256,256,165,256,1
c009190-l457-1.x.x.x,621,457,1.x.x.x,240,240,141,240,1
c003226-l338-1.x.x.x,621,338,1.x.x.x,416,416,301,416,1
c001620-l270-2.x.x.x,621,270,2.x.x.x,416,416,279,416,1
c006012-l410-3.x.x.x,621,410,3.x.x.x,288,288,138,288,1
c005630-l402-3.x.x.x,621,402,3.x.x.x,304,304,144,304,1
c002371-l306-3.x.x.x,621,306,3.x.x.x,512,512,279,512,1
c005444-l398-2.x.x.x,621,398,2.x.x.x,320,320,162,320,1
c007212-l431-1.x.x.x,621,431,1.x.x.x,256,256,169,256,1
c013816-l500-1.x.x.x,621,500,1.x.x.x,192,192,104,192,1
c004259-l368-3.x.x.x,621,368,3.x.x.x,352,352,180,352,1
c007876-l440-3.x.x.x,621,440,3.x.x.x,256,256,122,256,1
c003770-l355-unconditional,621,355,unconditional,144,144,96,144,1
c009337-l459-unconditional,621,459,unconditional,240,240,132,240,1
c006538-l420-1.x.x.x,621,420,1.x.x.x,272,272,180,272,1
c001346-l253-3.x.x.x,621,253,3.x.x.x,704,704,445,704,1
c004043-l363-unconditional,621,363,unconditional,368,368,236,368,1
c005383-l397-unconditional,621,397,unconditional,320,320,198,320,1
c000788-l206-2.x.x.x,621,206,2.x.x.x,1024,1024,327,1024,1
c009699-l462-3.x.x.x,622,462,3.x.x.x,224,224,108,224,1
c010289-l469-unconditional,622,469,unconditional,224,224,126,224,1
c012828-l492-1.x.x.x,622,492,1.x.x.x,208,208,119,208,1
c007745-l439-unconditional,622,439,unconditional,256,256,145,256,1
c012074-l485-3.x.x.x,622,485,3.x.x.x,208,208,88,208,1
c000885-l217-1.x.x.x,622,217,1.x.x.x,928,928,696,928,1
c008413-l447-3.x.x.x,622,447,3.x.x.x,240,240,121,240,1
c004026-l362-1.x.x.x,622,362,1.x.x.x,80,80,53,80,1
c005384-l397-unconditional,622,397,unconditional,320,320,189,320,1
c005445-l398-2.x.x.x,622,398,2.x.x.x,320,320,150,320,1
c005757-l405-2.x.x.x,622,405,2.x.x.x,304,304,129,304,1
c013692-l499-1.x.x.x,622,499,1.x.x.x,192,192,106,192,1
c010039-l466-1.x.x.x,622,466,1.x.x.x,192,192,113,192,1
c009338-l459-unconditional,622,459,unconditional,240,240,129,240,1
c012346-l488-1.x.x.x,622,488,1.x.x.x,208,208,124,208,1
c009191-l457-1.x.x.x,622,457,1.x.x.x,240,240,147,240,1
c004621-l378-1.x.x.x,622,378,1.x.x.x,336,336,234,336,1
c005213-l393-unconditional,622,393,unconditional,320,320,212,320,1
c011035-l476-2.x.x.x,623,476,2.x.x.x,224,224,72,224,1
c003452-l345-2.x.x.x,623,345,2.x.x.x,400,400,237,400,1
c006639-l422-unconditional,623,422,unconditional,80,80,49,80,1
c009395-l459-3.x.x.x,623,459,3.x.x.x,240,240,112,240,1
c012595-l490-1.x.x.x,623,490,1.x.x.x,208,208,129,208,1
c013778-l499-3.x.x.x,623,499,3.x.x.x,192,192,73,192,1
c009676-l462-3.x.x.x,623,462,3.x.x.x,224,224,92,224,1
c008511-l449-unconditional,623,449,unconditional,240,240,134,240,1
c012193-l486-3.x.x.x,623,486,3.x.x.x,208,208,84,208,1
c012889-l492-3.x.x.x,623,492,3.x.x.x,208,208,84,208,1
c010808-l474-1.x.x.x,623,474,1.x.x.x,224,224,133,224,1
c010517-l471-1.x.x.x,623,471,1.x.x.x,224,224,138,224,1
c009066-l455-3.x.x.x,623,455,3.x.x.x,240,240,125,240,1
c009288-l458-1.x.x.x,623,458,1.x.x.x,240,240,157,240,1
c012322-l487-3.x.x.x,623,487,3.x.x.x,160,160,82,160,1
c013135-l494-3.x.x.x,623,494,3.x.x.x,208,208,84,208,1
c002587-l315-1.x.x.x,623,315,1.x.x.x,480,480,350,480,1
c011830-l483-3.x.x.x,623,483,3.x.x.x,208,208,94,208,1
c009067-l455-3.x.x.x,624,455,3.x.x.x,240,240,116,240,1
c009396-l459-3.x.x.x,624,459,3.x.x.x,240,240,123,240,1
c009677-l462-3.x.x.x,624,462,3.x.x.x,224,224,89,224,1
c011831-l483-3.x.x.x,624,483,3.x.x.x,208,208,97,208,1
c012890-l492-3.x.x.x,624,492,3.x.x.x,208,208,90,208,1
c010518-l471-1.x.x.x,624,471,1.x.x.x,224,224,136,224,1
c010809-l474-1.x.x.x,624,474,1.x.x.x,224,224,130,224,1
c000338-l144-2.x.x.x,624,144,2.x.x.x,1184,1184,617,1184,1
c013136-l494-3.x.x.x,624,494,3.x.x.x,208,208,101,208,1
c006699-l423-unconditional,624,423,unconditional,80,80,51,80,1
c012194-l486-3.x.x.x,624,486,3.x.x.x,208,208,96,208,1
c003453-l345-2.x.x.x,624,345,2.x.x.x,400,400,239,400,1
c009289-l458-1.x.x.x,624,458,1.x.x.x,240,240,146,240,1
c002588-l315-1.x.x.x,624,315,1.x.x.x,480,480,381,480,1
c011036-l476-2.x.x.x,624,476,2.x.x.x,224,224,82,224,1
