case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c007108-l429-3.x.x.x,354,429,3.x.x.x,272,272,145,272,1
c000423-l159-3.x.x.x,354,159,3.x.x.x,128,128,94,128,1
c003366-l342-3.x.x.x,354,342,3.x.x.x,416,416,222,416,1
c013463-l497-2.x.x.x,354,497,2.x.x.x,128,0,0,0,0
c006229-l415-unconditional,355,415,unconditional,288,288,180,288,1
c011882-l484-1.x.x.x,355,484,1.x.x.x,208,208,141,208,1
c012289-l487-3.x.x.x,355,487,3.x.x.x,208,208,102,208,1
c002360-l306-1.x.x.x,355,306,1.x.x.x,512,512,372,512,1
c000224-l116-unconditional,355,116,unconditional,1440,1440,1154,1440,1
c004453-l374-unconditional,355,374,unconditional,352,352,226,352,1
c012523-l489-3.x.x.x,355,489,3.x.x.x,208,208,83,208,1
c004790-l382-3.x.x.x,355,382,3.x.x.x,336,336,191,336,1
c007109-l429-3.x.x.x,355,429,3.x.x.x,272,64,34,80,0
c013867-l500-2.x.x.x,356,500,2.x.x.x,192,192,57,192,1
c006995-l428-unconditional,356,428,unconditional,272,272,164,272,1
c004070-l363-3.x.x.x,356,363,3.x.x.x,368,368,202,368,1
c013305-l496-1.x.x.x,356,496,1.x.x.x,208,208,124,208,1
c007101-l429-2.x.x.x,356,429,2.x.x.x,96,96,41,96,1
c011914-l484-1.x.x.x,356,484,1.x.x.x,208,208,124,208,1
c012297-l487-3.x.x.x,356,487,3.x.x.x,208,208,89,208,1
c011413-l480-unconditional,356,480,unconditional,208,208,105,208,1
c007104-l429-3.x.x.x,356,429,3.x.x.x,272,272,119,272,1
c007563-l436-1.x.x.x,356,436,1.x.x.x,80,0,0,0,0
c001955-l288-1.x.x.x,357,288,1.x.x.x,576,576,439,576,1
c011973-l484-3.x.x.x,357,484,3.x.x.x,208,208,94,208,1
c009100-l456-1.x.x.x,357,456,1.x.x.x,240,240,156,240,1
c000834-l212-unconditional,357,212,unconditional,976,976,732,976,1
c011350-l479-1.x.x.x,357,479,1.x.x.x,208,208,130,208,1
c007818-l440-unconditional,357,440,unconditional,256,256,148,256,1
c000691-l194-1.x.x.x,357,194,1.x.x.x,576,576,456,576,1
c008430-l448-unconditional,357,448,unconditional,240,240,150,240,1
c012234-l487-1.x.x.x,357,487,1.x.x.x,208,192,124,208,0
c009917-l465-1.x.x.x,358,465,1.x.x.x,224,224,136,224,1
c001976-l289-1.x.x.x,358,289,1.x.x.x,576,576,432,576,1
c013303-l496-1.x.x.x,358,496,1.x.x.x,208,208,135,208,1
c008122-l444-unconditional,358,444,unconditional,224,224,123,224,1
c010913-l475-1.x.x.x,358,475,1.x.x.x,224,224,144,224,1
c012769-l491-3.x.x.x,358,491,3.x.x.x,208,208,97,208,1
c002896-l326-3.x.x.x,358,326,3.x.x.x,448,448,235,448,1
c008300-l446-1.x.x.x,358,446,1.x.x.x,240,240,154,240,1
c013581-l498-1.x.x.x,358,498,1.x.x.x,176,0,0,0,0
c002197-l299-1.x.x.x,359,299,1.x.x.x,544,544,391,544,1
c006074-l412-unconditional,359,412,unconditional,288,288,177,288,1
c012539-l489-3.x.x.x,359,489,3.x.x.x,208,208,87,208,1
c001978-l289-2.x.x.x,359,289,2.x.x.x,576,576,375,576,1
c003947-l360-1.x.x.x,359,360,1.x.x.x,368,368,259,368,1
c009157-l456-3.x.x.x,359,456,3.x.x.x,240,240,114,240,1
c006598-l421-1.x.x.x,359,421,1.x.x.x,272,272,187,272,1
c000109-l87-1.x.x.x,359,87,1.x.x.x,1152,1152,975,1152,1
c009652-l462-1.x.x.x,359,462,1.x.x.x,224,176,104,192,0
c000587-l181-1.x.x.x,360,181,1.x.x.x,384,384,306,384,1
c008019-l442-3.x.x.x,360,442,3.x.x.x,256,256,121,256,1
c009902-l465-unconditional,360,465,unconditional,224,224,121,224,1
c011922-l484-2.x.x.x,360,484,2.x.x.x,208,208,62,208,1
c006737-l423-3.x.x.x,360,423,3.x.x.x,272,272,128,272,1
c007952-l441-3.x.x.x,360,441,3.x.x.x,256,256,114,256,1
c004745-l381-2.x.x.x,360,381,2.x.x.x,336,336,172,336,1
c001147-l240-1.x.x.x,360,240,1.x.x.x,784,784,579,784,1
c005168-l392-unconditional,360,392,unconditional,320,320,187,320,1
c012931-l493-unconditional,360,493,unconditional,32,0,0,0,0
c005957-l409-3.x.x.x,361,409,3.x.x.x,288,288,142,288,1
c012729-l491-1.x.x.x,361,491,1.x.x.x,208,208,126,208,1
c000069-l77-1.x.x.x,361,77,1.x.x.x,1280,1280,1095,1280,1
c002208-l299-3.x.x.x,361,299,3.x.x.x,304,304,191,304,1
c013301-l496-1.x.x.x,361,496,1.x.x.x,208,208,132,208,1
c008180-l445-unconditional,361,445,unconditional,240,240,135,240,1
c008829-l453-unconditional,361,453,unconditional,240,240,136,240,1
c000324-l141-unconditional,361,141,unconditional,1568,1568,1279,1568,1
c011300-l479-unconditional,361,479,unconditional,208,208,122,208,1
c000686-l193-3.x.x.x,361,193,3.x.x.x,672,0,0,0,0
c008852-l453-1.x.x.x,362,453,1.x.x.x,240,240,147,240,1
c002892-l326-2.x.x.x,362,326,2.x.x.x,320,320,199,320,1
c013302-l496-1.x.x.x,362,496,1.x.x.x,208,208,130,208,1
c013191-l495-1.x.x.x,362,495,1.x.x.x,208,208,126,208,1
c002765-l322-unconditional,362,322,unconditional,464,464,325,464,1
c006576-l421-unconditional,362,421,unconditional,272,272,172,272,1
c012545-l489-3.x.x.x,362,489,3.x.x.x,208,208,96,208,1
c003277-l340-unconditional,362,340,unconditional,416,416,289,416,1
c007954-l441-3.x.x.x,362,441,3.x.x.x,256,80,33,96,0
c013297-l496-1.x.x.x,363,496,1.x.x.x,208,208,116,208,1
c012731-l491-1.x.x.x,363,491,1.x.x.x,208,208,117,208,1
c013717-l499-1.x.x.x,363,499,1.x.x.x,192,192,119,192,1
c003820-l356-3.x.x.x,363,356,3.x.x.x,384,384,202,384,1
c003424-l344-3.x.x.x,363,344,3.x.x.x,400,400,224,400,1
c008664-l451-unconditional,363,451,unconditional,240,240,151,240,1
c001696-l274-3.x.x.x,363,274,3.x.x.x,624,624,377,624,1
c000362-l149-2.x.x.x,363,149,2.x.x.x,1216,1216,601,1216,1
c008266-l446-unconditional,363,446,unconditional,240,64,36,80,0
c004172-l366-1.x.x.x,364,366,1.x.x.x,368,368,261,368,1
c012463-l489-1.x.x.x,364,489,1.x.x.x,208,208,122,208,1
c001569-l267-3.x.x.x,364,267,3.x.x.x,656,656,418,656,1
c005225-l393-1.x.x.x,364,393,1.x.x.x,320,320,226,320,1
c001542-l266-unconditional,364,266,unconditional,176,176,134,176,1
c000459-l165-unconditional,364,165,unconditional,1344,1344,1062,1344,1
c010006-l466-unconditional,364,466,unconditional,176,176,102,176,1
c008737-l451-3.x.x.x,364,451,3.x.x.x,240,240,115,240,1
c001593-l269-unconditional,364,269,unconditional,640,640,453,640,1
c005256-l394-unconditional,364,394,unconditional,128,0,0,0,0
c011250-l478-2.x.x.x,365,478,2.x.x.x,208,208,67,208,1
c009567-l461-2.x.x.x,365,461,2.x.x.x,224,224,85,224,1
c003516-l347-1.x.x.x,365,347,1.x.x.x,400,400,284,400,1
c004173-l366-1.x.x.x,365,366,1.x.x.x,368,368,265,368,1
c006723-l423-2.x.x.x,365,423,2.x.x.x,272,272,125,272,1
c008383-l447-1.x.x.x,365,447,1.x.x.x,176,176,116,176,1
c012543-l489-3.x.x.x,365,489,3.x.x.x,208,208,99,208,1
c006248-l415-1.x.x.x,365,415,1.x.x.x,288,288,187,288,1
c001570-l267-3.x.x.x,365,267,3.x.x.x,656,160,103,160,0
c010751-l473-3.x.x.x,366,473,3.x.x.x,224,224,92,224,1
c006267-l415-2.x.x.x,366,415,2.x.x.x,288,288,131,288,1
c012999-l493-3.x.x.x,366,493,3.x.x.x,208,208,102,208,1
c004891-l385-1.x.x.x,366,385,1.x.x.x,336,336,226,336,1
c005560-l401-1.x.x.x,366,401,1.x.x.x,304,304,197,304,1
c013399-l497-unconditional,366,497,unconditional,208,208,106,208,1
c008994-l454-3.x.x.x,366,454,3.x.x.x,48,48,28,48,1
c001773-l279-unconditional,366,279,unconditional,608,608,421,608,1
c000276-l129-unconditional,366,129,unconditional,1504,1504,1218,1504,1
c006836-l425-1.x.x.x,366,425,1.x.x.x,80,0,0,0,0
c003469-l346-unconditional,367,346,unconditional,400,400,274,400,1
c007165-l430-2.x.x.x,367,430,2.x.x.x,112,112,39,112,1
c009429-l460-unconditional,367,460,unconditional,224,224,118,224,1
c012251-l487-1.x.x.x,367,487,1.x.x.x,208,208,139,208,1
c010744-l473-3.x.x.x,367,473,3.x.x.x,224,224,95,224,1
c002834-l324-2.x.x.x,367,324,2.x.x.x,464,464,299,464,1
c012217-l487-unconditional,367,487,unconditional,208,208,113,208,1
c010384-l470-unconditional,367,470,unconditional,224,224,120,224,1
c011441-l480-1.x.x.x,367,480,1.x.x.x,208,208,108,208,1
c004887-l385-1.x.x.x,367,385,1.x.x.x,48,0,0,0,0
c000390-l154-3.x.x.x,368,154,3.x.x.x,1472,1472,1034,1472,1
c013401-l497-unconditional,368,497,unconditional,208,208,120,208,1
c004511-l375-2.x.x.x,368,375,2.x.x.x,352,352,181,352,1
c008837-l453-unconditional,368,453,unconditional,240,240,136,240,1
c009867-l464-3.x.x.x,368,464,3.x.x.x,224,224,99,224,1
c009148-l456-3.x.x.x,368,456,3.x.x.x,240,240,106,240,1
c002041-l292-2.x.x.x,368,292,2.x.x.x,560,560,366,560,1
c001040-l231-1.x.x.x,368,231,1.x.x.x,832,832,621,832,1
c000479-l167-3.x.x.x,368,167,3.x.x.x,192,192,127,192,1
c010732-l473-2.x.x.x,368,473,2.x.x.x,96,0,0,0,0
c013402-l497-unconditional,369,497,unconditional,208,208,124,208,1
c001165-l241-2.x.x.x,369,241,2.x.x.x,768,768,243,768,1
c007715-l438-2.x.x.x,369,438,2.x.x.x,256,256,98,256,1
c009930-l465-1.x.x.x,369,465,1.x.x.x,224,224,145,224,1
c000377-l152-2.x.x.x,369,152,2.x.x.x,1248,1248,638,1248,1
c012265-l487-1.x.x.x,369,487,1.x.x.x,208,208,130,208,1
c011156-l477-3.x.x.x,369,477,3.x.x.x,208,208,97,208,1
c001975-l289-1.x.x.x,369,289,1.x.x.x,576,576,453,576,1
c002894-l326-3.x.x.x,369,326,3.x.x.x,448,16,8,32,0
c009480-l460-2.x.x.x,370,460,2.x.x.x,224,224,90,224,1
c011476-l480-2.x.x.x,370,480,2.x.x.x,208,208,66,208,1
c001207-l244-2.x.x.x,370,244,2.x.x.x,752,752,210,752,1
c011965-l484-3.x.x.x,370,484,3.x.x.x,208,208,93,208,1
c000741-l200-2.x.x.x,370,200,2.x.x.x,512,512,172,512,1
c013403-l497-unconditional,370,497,unconditional,208,208,110,208,1
c010907-l475-1.x.x.x,370,475,1.x.x.x,224,224,131,224,1
c006834-l425-1.x.x.x,370,425,1.x.x.x,272,272,177,272,1
c001711-l275-3.x.x.x,370,275,3.x.x.x,624,624,354,624,1
c007720-l438-2.x.x.x,371,438,2.x.x.x,256,256,110,256,1
c008302-l446-1.x.x.x,371,446,1.x.x.x,240,240,147,240,1
c009919-l465-1.x.x.x,371,465,1.x.x.x,224,224,136,224,1
c013583-l498-1.x.x.x,371,498,1.x.x.x,192,192,108,192,1
c000738-l200-1.x.x.x,371,200,1.x.x.x,1088,1088,846,1088,1
c010908-l475-1.x.x.x,371,475,1.x.x.x,224,224,146,224,1
c000724-l198-2.x.x.x,371,198,2.x.x.x,1088,1088,439,1088,1
c009099-l456-1.x.x.x,371,456,1.x.x.x,240,240,157,240,1
c013404-l497-unconditional,371,497,unconditional,144,0,0,0,0
c001713-l275-3.x.x.x,372,275,3.x.x.x,624,624,387,624,1
c010400-l470-1.x.x.x,372,470,1.x.x.x,224,224,132,224,1
c000665-l191-unconditional,372,191,unconditional,672,672,500,672,1
c013405-l497-unconditional,372,497,unconditional,208,208,120,208,1
c003932-l360-unconditional,372,360,unconditional,368,368,242,368,1
c011241-l478-1.x.x.x,372,478,1.x.x.x,208,208,130,208,1
c001198-l243-3.x.x.x,372,243,3.x.x.x,752,752,398,752,1
c005638-l403-unconditional,372,403,unconditional,304,304,189,304,1
c009162-l456-3.x.x.x,372,456,3.x.x.x,240,112,62,128,0
c008297-l446-1.x.x.x,373,446,1.x.x.x,240,240,158,240,1
c010910-l475-1.x.x.x,373,475,1.x.x.x,224,224,126,224,1
c010405-l470-1.x.x.x,373,470,1.x.x.x,224,224,132,224,1
c004058-l363-1.x.x.x,373,363,1.x.x.x,368,368,266,368,1
c001573-l268-unconditional,373,268,unconditional,640,640,483,640,1
c009864-l464-3.x.x.x,373,464,3.x.x.x,224,224,105,224,1
c005643-l403-unconditional,373,403,unconditional,304,304,177,304,1
c002051-l293-unconditional,373,293,unconditional,560,560,386,560,1
c012279-l487-2.x.x.x,373,487,2.x.x.x,144,0,0,0,0
c000535-l174-3.x.x.x,374,174,3.x.x.x,288,288,187,288,1
c012709-l491-1.x.x.x,374,491,1.x.x.x,208,208,136,208,1
c012261-l487-1.x.x.x,374,487,1.x.x.x,208,208,139,208,1
c002369-l306-2.x.x.x,374,306,2.x.x.x,512,512,338,512,1
c010585-l472-unconditional,374,472,unconditional,224,224,128,224,1
c010903-l475-1.x.x.x,374,475,1.x.x.x,224,224,141,224,1
c000328-l142-unconditional,374,142,unconditional,1568,1568,1229,1568,1
c009926-l465-1.x.x.x,374,465,1.x.x.x,224,224,139,224,1
c013407-l497-unconditional,374,497,unconditional,208,208,99,208,1
c001475-l262-1.x.x.x,374,262,1.x.x.x,160,0,0,0,0
c010904-l475-1.x.x.x,375,475,1.x.x.x,224,224,135,224,1
c000795-l207-1.x.x.x,375,207,1.x.x.x,816,816,647,816,1
c003265-l339-2.x.x.x,375,339,2.x.x.x,416,416,243,416,1
c013408-l497-unconditional,375,497,unconditional,208,208,103,208,1
c001476-l262-1.x.x.x,375,262,1.x.x.x,672,672,499,672,1
c001799-l280-2.x.x.x,375,280,2.x.x.x,608,608,404,608,1
c008259-l446-unconditional,375,446,unconditional,240,240,137,240,1
c008828-l453-unconditional,375,453,unconditional,240,240,130,240,1
c009931-l465-1.x.x.x,375,465,1.x.x.x,176,0,0,0,0
c005246-l394-unconditional,376,394,unconditional,16,0,0,0,0
c006702-l423-1.x.x.x,377,423,1.x.x.x,272,272,179,272,1
c013215-l495-1.x.x.x,377,495,1.x.x.x,208,208,120,208,1
c012985-l493-2.x.x.x,377,493,2.x.x.x,208,208,53,208,1
c013651-l498-3.x.x.x,377,498,3.x.x.x,192,192,73,192,1
c002972-l329-1.x.x.x,377,329,1.x.x.x,384,384,284,384,1
c001287-l249-3.x.x.x,377,249,3.x.x.x,128,128,72,128,1
c012320-l487-3.x.x.x,377,487,3.x.x.x,208,208,102,208,1
c000812-l209-2.x.x.x,377,209,2.x.x.x,992,992,326,992,1
c004356-l371-1.x.x.x,377,371,1.x.x.x,352,352,268,352,1
c009943-l465-1.x.x.x,377,465,1.x.x.x,144,0,0,0,0
c001042-l231-2.x.x.x,379,231,2.x.x.x,32,0,0,0,0
c002200-l299-2.x.x.x,380,299,2.x.x.x,16,0,0,0,0
c005297-l395-unconditional,384,395,unconditional,16,0,0,0,0
c008674-l451-unconditional,386,451,unconditional,16,0,0,0,0
c005667-l403-2.x.x.x,388,403,2.x.x.x,16,0,0,0,0
c005429-l398-1.x.x.x,389,398,1.x.x.x,16,0,0,0,0
c009133-l456-2.x.x.x,390,456,2.x.x.x,16,0,0,0,0
c009874-l464-3.x.x.x,391,464,3.x.x.x,16,0,0,0,0
c005581-l401-3.x.x.x,392,401,3.x.x.x,16,0,0,0,0
c001970-l289-unconditional,393,289,unconditional,576,576,411,576,1
c007717-l438-2.x.x.x,393,438,2.x.x.x,256,256,93,256,1
c002898-l326-3.x.x.x,393,326,3.x.x.x,448,448,240,448,1
c009496-l460-3.x.x.x,393,460,3.x.x.x,224,224,101,224,1
c005467-l399-unconditional,393,399,unconditional,304,304,179,304,1
c007098-l429-2.x.x.x,393,429,2.x.x.x,272,272,113,272,1
c005588-l401-3.x.x.x,393,401,3.x.x.x,304,304,159,304,1
c009422-l459-3.x.x.x,393,459,3.x.x.x,16,0,0,0,0
c009109-l456-1.x.x.x,394,456,1.x.x.x,240,240,156,240,1
c005567-l401-1.x.x.x,394,401,1.x.x.x,304,304,205,304,1
c012780-l491-3.x.x.x,394,491,3.x.x.x,208,208,75,208,1
c009647-l462-1.x.x.x,394,462,1.x.x.x,224,224,152,224,1
c011233-l478-1.x.x.x,394,478,1.x.x.x,208,208,112,208,1
c005939-l409-1.x.x.x,394,409,1.x.x.x,288,288,193,288,1
c000105-l86-1.x.x.x,394,86,1.x.x.x,1152,1152,980,1152,1
c004522-l375-3.x.x.x,394,375,3.x.x.x,208,208,110,208,1
c009916-l465-1.x.x.x,395,465,1.x.x.x,224,224,141,224,1
c004658-l379-1.x.x.x,395,379,1.x.x.x,336,336,231,336,1
c004350-l371-1.x.x.x,395,371,1.x.x.x,352,352,235,352,1
c012742-l491-2.x.x.x,395,491,2.x.x.x,208,208,50,208,1
c004717-l381-unconditional,395,381,unconditional,336,336,210,336,1
c009128-l456-2.x.x.x,395,456,2.x.x.x,240,240,78,240,1
c011026-l476-1.x.x.x,395,476,1.x.x.x,224,224,139,224,1
c007381-l433-3.x.x.x,395,433,3.x.x.x,32,0,0,0,0
c001088-l235-2.x.x.x,396,235,2.x.x.x,32,32,9,32,1
c006918-l426-3.x.x.x,396,426,3.x.x.x,272,272,128,272,1
c005436-l398-1.x.x.x,396,398,1.x.x.x,320,320,217,320,1
c003251-l339-unconditional,396,339,unconditional,416,416,275,416,1
c004361-l371-2.x.x.x,396,371,2.x.x.x,352,352,188,352,1
c009522-l461-unconditional,396,461,unconditional,224,224,113,224,1
c005087-l390-unconditional,396,390,unconditional,320,320,220,320,1
c001932-l287-1.x.x.x,396,287,1.x.x.x,576,512,379,528,0
c000863-l215-unconditional,397,215,unconditional,944,944,694,944,1
c004895-l385-1.x.x.x,397,385,1.x.x.x,336,336,231,336,1
c003252-l339-unconditional,397,339,unconditional,416,416,268,416,1
c011028-l476-1.x.x.x,397,476,1.x.x.x,224,224,133,224,1
c011334-l479-1.x.x.x,397,479,1.x.x.x,208,208,131,208,1
c001405-l257-3.x.x.x,397,257,3.x.x.x,688,688,431,688,1
c005477-l399-1.x.x.x,397,399,1.x.x.x,304,304,197,304,0
c004888-l385-1.x.x.x,398,385,1.x.x.x,336,336,233,336,1
c001770-l279-unconditional,398,279,unconditional,608,608,428,608,1
c011959-l484-3.x.x.x,398,484,3.x.x.x,208,208,99,208,1
c008184-l445-unconditional,398,445,unconditional,240,240,146,240,1
c006170-l413-3.x.x.x,398,413,3.x.x.x,288,288,139,288,1
c012267-l487-1.x.x.x,398,487,1.x.x.x,96,96,57,96,1
c011029-l476-1.x.x.x,398,476,1.x.x.x,224,224,136,224,1
c006830-l425-1.x.x.x,398,425,1.x.x.x,256,0,0,0,0
c004654-l379-1.x.x.x,399,379,1.x.x.x,336,336,226,336,1
c010748-l473-3.x.x.x,399,473,3.x.x.x,224,224,96,224,1
c005439-l398-1.x.x.x,399,398,1.x.x.x,320,320,217,320,1
c006264-l415-2.x.x.x,399,415,2.x.x.x,288,288,119,288,1
c002390-l307-1.x.x.x,399,307,1.x.x.x,288,288,216,288,1
c011305-l479-unconditional,399,479,unconditional,208,208,111,208,1
c006831-l425-1.x.x.x,399,425,1.x.x.x,272,272,179,272,1
c006708-l423-1.x.x.x,399,423,1.x.x.x,208,0,0,0,0
c006265-l415-2.x.x.x,400,415,2.x.x.x,288,288,134,288,1
c011031-l476-1.x.x.x,400,476,1.x.x.x,224,224,143,224,1
c010180-l467-3.x.x.x,400,467,3.x.x.x,128,128,61,128,1
c008186-l445-unconditional,400,445,unconditional,240,240,143,240,1
c000092-l83-unconditional,400,83,unconditional,1216,1216,990,1216,1
c006832-l425-1.x.x.x,400,425,1.x.x.x,272,272,182,272,1
c012998-l493-3.x.x.x,400,493,3.x.x.x,208,208,94,208,1
c006709-l423-1.x.x.x,400,423,1.x.x.x,272,272,191,272,0
c000249-l122-1.x.x.x,401,122,1.x.x.x,1152,1152,982,1152,1
c005160-l392-unconditional,401,392,unconditional,320,320,204,320,1
c003636-l351-1.x.x.x,401,351,1.x.x.x,400,352,234,352,0
