stem,method,mean_plddt,source,source_row,metric,value,eval_set,designed,is_viral,L,msa_query_length,msa_depth,tier,figure
8gr7_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,76,r_precision,0.6629213483146067,eval-test,0,0,343,326,2661,≥1000,06_sampling
8gr7_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,77,r_precision_long,0.6690647482014388,eval-test,0,0,343,326,2661,≥1000,06_sampling
8gsy_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,78,r_precision,0.6504065040650406,eval-test,0,0,144,126,165,100–999,06_sampling
8gsy_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,79,r_precision_long,0.6375,eval-test,0,0,144,126,165,100–999,06_sampling
8gtz_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,80,r_precision,0.5296610169491526,eval-test,0,0,483,462,7510,≥1000,06_sampling
8gtz_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,81,r_precision_long,0.5165165165165165,eval-test,0,0,483,462,7510,≥1000,06_sampling
8h02_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,82,r_precision,0.7962962962962963,eval-test,0,0,84,79,2728,≥1000,06_sampling
8h02_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,83,r_precision_long,0.78125,eval-test,0,0,84,79,2728,≥1000,06_sampling
8h2f_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,84,r_precision,0.7433155080213903,eval-test,0,0,180,172,8455,≥1000,06_sampling
8h2f_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,85,r_precision_long,0.752,eval-test,0,0,180,172,8455,≥1000,06_sampling
8h5s_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,86,r_precision,0.643979057591623,eval-test,0,0,260,247,12371,≥1000,06_sampling
8h5s_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,87,r_precision_long,0.6239316239316239,eval-test,0,0,260,247,12371,≥1000,06_sampling
8hbt_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,88,r_precision,0.4631578947368421,eval-test,0,0,446,431,3236,≥1000,06_sampling
8hbt_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,89,r_precision_long,0.4770408163265306,eval-test,0,0,446,431,3236,≥1000,06_sampling
8hd2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,90,r_precision,0.5123287671232877,eval-test,0,0,354,314,970,100–999,06_sampling
8hd2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,91,r_precision_long,0.4903474903474903,eval-test,0,0,354,314,970,100–999,06_sampling
8he1_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,92,r_precision,0.6984126984126984,eval-test,0,0,280,225,8863,≥1000,06_sampling
8he1_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,93,r_precision_long,0.6907216494845361,eval-test,0,0,280,225,8863,≥1000,06_sampling
8hel_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,94,r_precision,0.625,eval-test,0,1,76,68,98,10–99,06_sampling
8hel_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,95,r_precision_long,0.6,eval-test,0,1,76,68,98,10–99,06_sampling
8hic_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,96,r_precision,0.6242171189979123,eval-test,0,0,414,395,9553,≥1000,06_sampling
8hic_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,97,r_precision_long,0.6017699115044248,eval-test,0,0,414,395,9553,≥1000,06_sampling
8hnq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,98,r_precision,0.7091503267973857,eval-test,0,0,286,286,19394,≥1000,06_sampling
8hnq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,99,r_precision_long,0.7155555555555555,eval-test,0,0,286,286,19394,≥1000,06_sampling
8hvd_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,100,r_precision,0.5780590717299579,eval-test,0,0,614,602,4962,≥1000,06_sampling
8hvd_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,101,r_precision_long,0.5750487329434698,eval-test,0,0,614,602,4962,≥1000,06_sampling
8hw8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,102,r_precision,0.6795580110497238,eval-test,0,0,356,326,9271,≥1000,06_sampling
8hw8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,103,r_precision_long,0.685823754789272,eval-test,0,0,356,326,9271,≥1000,06_sampling
8hxs_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,104,r_precision,0.7280701754385965,eval-test,0,0,100,100,5612,≥1000,06_sampling
8hxs_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,105,r_precision_long,0.746268656716418,eval-test,0,0,100,100,5612,≥1000,06_sampling
8ii8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,106,r_precision,0.3043478260869565,eval-test,0,0,226,225,3,<10,06_sampling
8ii8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,107,r_precision_long,0.2612612612612612,eval-test,0,0,226,225,3,<10,06_sampling
8ikx_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,108,r_precision,0.6588235294117647,eval-test,0,0,390,390,14703,≥1000,06_sampling
8ikx_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,109,r_precision_long,0.65625,eval-test,0,0,390,390,14703,≥1000,06_sampling
8ini_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,110,r_precision,0.1829268292682926,eval-test,0,1,99,95,79,10–99,06_sampling
8ini_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,111,r_precision_long,0.1489361702127659,eval-test,0,1,99,95,79,10–99,06_sampling
8iqc_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,112,r_precision,0.5238095238095238,eval-test,0,1,254,226,183,100–999,06_sampling
8iqc_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,113,r_precision_long,0.5480225988700564,eval-test,0,1,254,226,183,100–999,06_sampling
8irq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,114,r_precision,0.1716417910447761,eval-test,0,0,165,150,1300,≥1000,06_sampling
8irq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,115,r_precision_long,0.1735537190082644,eval-test,0,0,165,150,1300,≥1000,06_sampling
8iym_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,116,r_precision,0.7962962962962963,eval-test,0,0,163,155,2614,≥1000,06_sampling
8iym_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,117,r_precision_long,0.8125,eval-test,0,0,163,155,2614,≥1000,06_sampling
8j2n_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,118,r_precision,0.6395348837209303,eval-test,0,0,320,239,8533,≥1000,06_sampling
8j2n_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,119,r_precision_long,0.6487804878048781,eval-test,0,0,320,239,8533,≥1000,06_sampling
8j2x_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,120,r_precision,0.6017316017316018,eval-test,0,0,341,337,6984,≥1000,06_sampling
8j2x_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,121,r_precision_long,0.5795454545454546,eval-test,0,0,341,337,6984,≥1000,06_sampling
8j8y_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,122,r_precision,0.46875,eval-test,0,0,141,129,11,10–99,06_sampling
8j8y_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,123,r_precision_long,0.4411764705882353,eval-test,0,0,141,129,11,10–99,06_sampling
8j9r_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,124,r_precision,0.1372549019607843,eval-test,0,0,74,72,5606,≥1000,06_sampling
8j9r_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,125,r_precision_long,0.1333333333333333,eval-test,0,0,74,72,5606,≥1000,06_sampling
8jb3_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,126,r_precision,0.2619047619047619,eval-test,0,0,455,419,1470,≥1000,06_sampling
8jb3_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,127,r_precision_long,0.2525951557093425,eval-test,0,0,455,419,1470,≥1000,06_sampling
8jdg_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,128,r_precision,0.6741854636591479,eval-test,0,0,471,456,15318,≥1000,06_sampling
8jdg_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,129,r_precision_long,0.6666666666666666,eval-test,0,0,471,456,15318,≥1000,06_sampling
8jh8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,130,r_precision,0.6772908366533864,eval-test,0,0,248,242,8861,≥1000,06_sampling
8jh8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,131,r_precision_long,0.6994535519125683,eval-test,0,0,248,242,8861,≥1000,06_sampling
8jiy_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,132,r_precision,0.4918032786885246,eval-test,0,0,241,216,1096,≥1000,06_sampling
8jiy_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,133,r_precision_long,0.5126903553299492,eval-test,0,0,241,216,1096,≥1000,06_sampling
8jjq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,134,r_precision,0.6820809248554913,eval-test,0,0,331,321,2953,≥1000,06_sampling
8jjq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,135,r_precision_long,0.6975806451612904,eval-test,0,0,331,321,2953,≥1000,06_sampling
8jmy_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,136,r_precision,0.7310924369747899,eval-test,0,0,129,128,2732,≥1000,06_sampling
8jmy_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,137,r_precision_long,0.6891891891891891,eval-test,0,0,129,128,2732,≥1000,06_sampling
8jn0_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,138,r_precision,0.7628865979381443,eval-test,0,0,89,89,3973,≥1000,06_sampling
8jn0_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,139,r_precision_long,0.7962962962962963,eval-test,0,0,89,89,3973,≥1000,06_sampling
8jup_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,140,r_precision,0.6391304347826087,eval-test,0,0,327,288,12161,≥1000,06_sampling
8jup_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,141,r_precision_long,0.656441717791411,eval-test,0,0,327,288,12161,≥1000,06_sampling
8jv2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,142,r_precision,0.6116751269035533,eval-test,0,0,361,360,5610,≥1000,06_sampling
8jv2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,143,r_precision_long,0.6466431095406361,eval-test,0,0,361,360,5610,≥1000,06_sampling
8jws_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,144,r_precision,0.4351851851851852,eval-test,0,0,127,117,4562,≥1000,06_sampling
8jws_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,145,r_precision_long,0.38,eval-test,0,0,127,117,4562,≥1000,06_sampling
8k2g_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,146,r_precision,0.5807504078303426,eval-test,0,0,516,505,5157,≥1000,06_sampling
8k2g_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,147,r_precision_long,0.6111111111111112,eval-test,0,0,516,505,5157,≥1000,06_sampling
8k2k_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,148,r_precision,0.6339969372128637,eval-test,0,0,542,529,3501,≥1000,06_sampling
8k2k_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,149,r_precision_long,0.650197628458498,eval-test,0,0,542,529,3501,≥1000,06_sampling
8k2m_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,150,r_precision,0.410459587955626,eval-test,0,0,581,559,2832,≥1000,06_sampling
8k2m_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,151,r_precision_long,0.4432989690721649,eval-test,0,0,581,559,2832,≥1000,06_sampling
8k4m_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,152,r_precision,0.2352941176470588,eval-test,0,0,137,124,47,10–99,06_sampling
8k4m_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,153,r_precision_long,0.1891891891891892,eval-test,0,0,137,124,47,10–99,06_sampling
8k5j_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,154,r_precision,0.4508547008547008,eval-test,0,0,427,403,15313,≥1000,06_sampling
8k5j_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,155,r_precision_long,0.4572192513368984,eval-test,0,0,427,403,15313,≥1000,06_sampling
8k7x_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,156,r_precision,0.4182305630026809,eval-test,0,0,856,673,8026,≥1000,06_sampling
8k7x_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,157,r_precision_long,0.4262295081967213,eval-test,0,0,856,673,8026,≥1000,06_sampling
8kbl_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,158,r_precision,0.7261904761904762,eval-test,0,0,104,104,3427,≥1000,06_sampling
8kbl_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,159,r_precision_long,0.7719298245614035,eval-test,0,0,104,104,3427,≥1000,06_sampling
8kg4_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,160,r_precision,0.6481481481481481,eval-test,0,0,265,265,2987,≥1000,06_sampling
8kg4_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,161,r_precision_long,0.6614583333333334,eval-test,0,0,265,265,2987,≥1000,06_sampling
8khv_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,162,r_precision,0.6051051051051051,eval-test,0,0,614,579,4763,≥1000,06_sampling
8khv_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,163,r_precision_long,0.5894736842105263,eval-test,0,0,614,579,4763,≥1000,06_sampling
8kih_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,164,r_precision,0.5333333333333333,eval-test,0,0,332,291,33,10–99,06_sampling
8kih_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,165,r_precision_long,0.5258215962441315,eval-test,0,0,332,291,33,10–99,06_sampling
8ok3_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,166,r_precision,0.5478260869565217,eval-test,0,0,125,121,22,10–99,06_sampling
8ok3_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,167,r_precision_long,0.6263736263736264,eval-test,0,0,125,121,22,10–99,06_sampling
8oqh_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,168,r_precision,0.676056338028169,eval-test,0,0,91,81,1395,≥1000,06_sampling
8oqh_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,169,r_precision_long,0.5384615384615384,eval-test,0,0,91,81,1395,≥1000,06_sampling
8ork_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,170,r_precision,0.3916256157635468,eval-test,0,0,460,460,2550,≥1000,06_sampling
8ork_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,171,r_precision_long,0.4233128834355828,eval-test,0,0,460,460,2550,≥1000,06_sampling
8os2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,172,r_precision,0.4166666666666667,eval-test,0,0,146,123,4314,≥1000,06_sampling
8os2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,173,r_precision_long,0.417910447761194,eval-test,0,0,146,123,4314,≥1000,06_sampling
8osz_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,174,r_precision,0.6176470588235294,eval-test,0,0,263,246,4809,≥1000,06_sampling
8osz_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,175,r_precision_long,0.5751633986928104,eval-test,0,0,263,246,4809,≥1000,06_sampling
8ou1_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,176,r_precision,0.1458333333333333,eval-test,0,0,148,142,1046,≥1000,06_sampling
8ou1_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,177,r_precision_long,0.1565217391304348,eval-test,0,0,148,142,1046,≥1000,06_sampling
8ovq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,178,r_precision,0.5875706214689266,eval-test,0,0,232,208,618,100–999,06_sampling
8ovq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,179,r_precision_long,0.5495495495495496,eval-test,0,0,232,208,618,100–999,06_sampling
8ovu_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,180,r_precision,0.8024691358024691,eval-test,0,0,99,99,8265,≥1000,06_sampling
8ovu_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,181,r_precision_long,0.7837837837837838,eval-test,0,0,99,99,8265,≥1000,06_sampling
8ow8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,182,r_precision,0.1755888650963597,eval-test,0,0,446,401,130,100–999,06_sampling
8ow8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,183,r_precision_long,0.1452991452991453,eval-test,0,0,446,401,130,100–999,06_sampling
8owf_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,184,r_precision,0.5314900153609831,eval-test,0,0,575,563,9943,≥1000,06_sampling
8owf_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,185,r_precision_long,0.5541922290388548,eval-test,0,0,575,563,9943,≥1000,06_sampling
8oxk_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,186,r_precision,0.3263157894736842,eval-test,0,0,99,94,6,<10,06_sampling
8oxk_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,187,r_precision_long,0.1590909090909091,eval-test,0,0,99,94,6,<10,06_sampling
8oxl_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,188,r_precision,0.3877551020408163,eval-test,0,0,92,92,117,100–999,06_sampling
8oxl_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,189,r_precision_long,0.1702127659574468,eval-test,0,0,92,92,117,100–999,06_sampling
8p0e_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,190,r_precision,0.6291390728476821,eval-test,0,1,190,184,8419,≥1000,06_sampling
8p0e_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,191,r_precision_long,0.6875,eval-test,0,1,190,184,8419,≥1000,06_sampling
8p2a_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,192,r_precision,0.6808510638297872,eval-test,0,0,89,89,11747,≥1000,06_sampling
8p2a_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,193,r_precision_long,0.6,eval-test,0,0,89,89,11747,≥1000,06_sampling
8p5n_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,194,r_precision,0.7481481481481481,eval-test,0,0,144,138,13839,≥1000,06_sampling
8p5n_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,195,r_precision_long,0.7755102040816326,eval-test,0,0,144,138,13839,≥1000,06_sampling
8p5p_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,196,r_precision,0.0916666666666666,eval-test,0,0,116,107,6266,≥1000,06_sampling
8p5p_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,197,r_precision_long,0.1025641025641025,eval-test,0,0,116,107,6266,≥1000,06_sampling
8pak_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,198,r_precision,0.6446991404011462,eval-test,0,0,361,345,1843,≥1000,06_sampling
8pak_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,199,r_precision_long,0.6332046332046332,eval-test,0,0,361,345,1843,≥1000,06_sampling
8paq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,200,r_precision,0.2571428571428571,eval-test,0,0,166,159,110,100–999,06_sampling
8paq_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,201,r_precision_long,0.2592592592592592,eval-test,0,0,166,159,110,100–999,06_sampling
8pb5_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,202,r_precision,0.4281609195402299,eval-test,0,0,322,320,6343,≥1000,06_sampling
8pb5_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,203,r_precision_long,0.3968871595330739,eval-test,0,0,322,320,6343,≥1000,06_sampling
8por_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,204,r_precision,0.1756756756756756,eval-test,0,0,179,164,14537,≥1000,06_sampling
8por_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,205,r_precision_long,0.0843373493975903,eval-test,0,0,179,164,14537,≥1000,06_sampling
8ptd_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,206,r_precision,0.7099056603773585,eval-test,0,0,343,343,2286,≥1000,06_sampling
8ptd_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,207,r_precision_long,0.6608695652173913,eval-test,0,0,343,343,2286,≥1000,06_sampling
8pu2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,208,r_precision,0.3404255319148936,eval-test,0,0,75,74,655,100–999,06_sampling
8pu2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,209,r_precision_long,0.2692307692307692,eval-test,0,0,75,74,655,100–999,06_sampling
8pvs_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,210,r_precision,0.556830031282586,eval-test,0,0,731,731,6924,≥1000,06_sampling
8pvs_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,211,r_precision_long,0.5301369863013699,eval-test,0,0,731,731,6924,≥1000,06_sampling
8pw2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,212,r_precision,0.875,eval-test,0,1,72,60,27,10–99,06_sampling
8pw2_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,213,r_precision_long,0.9166666666666666,eval-test,0,1,72,60,27,10–99,06_sampling
8pxc_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,214,r_precision,0.3035019455252918,eval-test,0,0,457,252,1414,≥1000,06_sampling
8pxc_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,215,r_precision_long,0.25,eval-test,0,0,457,252,1414,≥1000,06_sampling
8pxu_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,216,r_precision,0.5704960835509139,eval-test,0,0,655,646,11928,≥1000,06_sampling
8pxu_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,217,r_precision_long,0.5927152317880795,eval-test,0,0,655,646,11928,≥1000,06_sampling
8q1v_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,218,r_precision,0.6666666666666666,eval-test,0,0,93,79,9866,≥1000,06_sampling
8q1v_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,219,r_precision_long,0.7666666666666667,eval-test,0,0,93,79,9866,≥1000,06_sampling
8q79_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,220,r_precision,0.1711026615969581,eval-test,0,0,236,215,663,100–999,06_sampling
8q79_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,221,r_precision_long,0.0823529411764705,eval-test,0,0,236,215,663,100–999,06_sampling
8qb1_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,222,r_precision,0.7894736842105263,eval-test,0,0,88,88,5907,≥1000,06_sampling
8qb1_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,223,r_precision_long,0.7666666666666667,eval-test,0,0,88,88,5907,≥1000,06_sampling
8qd8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,224,r_precision,0.4915254237288136,eval-test,0,0,431,412,2475,≥1000,06_sampling
8qd8_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,225,r_precision_long,0.4604105571847507,eval-test,0,0,431,412,2475,≥1000,06_sampling
8qjp_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,226,r_precision,0.5633187772925764,eval-test,0,0,254,250,9163,≥1000,06_sampling
8qjp_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,227,r_precision_long,0.6022099447513812,eval-test,0,0,254,250,9163,≥1000,06_sampling
8qlc_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,228,r_precision,0.5436447166921899,eval-test,0,0,627,624,4321,≥1000,06_sampling
8qlc_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,229,r_precision_long,0.5348837209302325,eval-test,0,0,627,624,4321,≥1000,06_sampling
8qle_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,230,r_precision,0.2833333333333333,eval-test,0,0,283,272,2493,≥1000,06_sampling
8qle_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,231,r_precision_long,0.2806122448979591,eval-test,0,0,283,272,2493,≥1000,06_sampling
8qnf_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,232,r_precision,0.6919831223628692,eval-test,0,0,537,447,10778,≥1000,06_sampling
8qnf_A,best100,,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,233,r_precision_long,0.6901041666666666,eval-test,0,0,537,447,10778,≥1000,06_sampling
