source,stem,n_residues,best_target_rep,best_target_split,best_alntmscore,best_qtmscore,best_train_target_rep,best_train_alntmscore,best_train_qtmscore,best_train_fident,tm_field,n_hits_tm_ge_fold,n_train_hits_tm_ge_fold,verdict,fold_tm,redundant_tm,foldseek_version,db_snapshot_tag
de novo (PDB),9db9,114,A0A1Z9YX20,train,0.9386,0.9221,A0A1Z9YX20,0.9386,0.9221,0.235,qtmscore,283,276,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dba,114,A0A1Z9YX20,train,0.9275,0.9114,A0A1Z9YX20,0.9275,0.9114,0.235,qtmscore,284,278,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dbb,114,A0A1Z9YX20,train,0.9468,0.9301,A0A1Z9YX20,0.9468,0.9301,0.235,qtmscore,283,279,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dbc,114,A0A1Z9YX20,train,0.9394,0.907,A0A1Z9YX20,0.9394,0.907,0.235,qtmscore,285,282,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dbd,378,A0A7C2APK9,train,0.5215,0.4817,A0A7C2APK9,0.5215,0.4817,0.039,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dbu,111,A0A7W0MJM7,train,0.7423,0.7307,A0A7W0MJM7,0.7423,0.7307,0.069,qtmscore,211,209,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dbv,111,W2S3S4,train,0.7343,0.7287,W2S3S4,0.7343,0.7287,0.057,qtmscore,190,189,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dbw,111,W2S3S4,train,0.7281,0.7167,W2S3S4,0.7281,0.7167,0.086,qtmscore,174,172,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dcx,264,A0A651EHT3,train,0.5389,0.4747,A0A651EHT3,0.5389,0.4747,0.064,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dd2,276,A0A2E0QW61,train,0.481,0.4798,A0A2E0QW61,0.481,0.4798,0.032,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9de4,111,W2S3S4,train,0.7378,0.7318,W2S3S4,0.7378,0.7318,0.07,qtmscore,222,218,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dea,80,A0A2G1XFN0,train,0.7373,0.7297,A0A2G1XFN0,0.7373,0.7297,0.034,qtmscore,218,212,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9ded,116,A0A2G2QYP2,train,0.7903,0.7842,A0A2G2QYP2,0.7903,0.7842,0.056,qtmscore,105,100,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9dw2,126,A0A6C2U1Z4,train,0.9101,0.9034,A0A6C2U1Z4,0.9101,0.9034,0.095,qtmscore,252,249,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9fw5,200,A0A842S9X4,train,0.5975,0.4728,A0A842S9X4,0.5975,0.4728,0.067,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9fw7,200,A0A1F8QYD6,train,0.5132,0.4591,A0A1F8QYD6,0.5132,0.4591,0.064,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9fwa,202,A0A183ESJ6,train,0.5344,0.4428,A0A183ESJ6,0.5344,0.4428,0.049,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9gvf,215,A0A5N5T4D6,train,0.5314,0.5041,A0A5N5T4D6,0.5314,0.5041,0.032,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9h10,215,A0A554L3E0,train,0.5998,0.4998,A0A554L3E0,0.5998,0.4998,0.063,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9h3c,233,A0A0D0BBC6,train,0.5208,0.519,A0A0D0BBC6,0.5208,0.519,0.047,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9h4c,112,A0A7Y0H5I9,train,0.8811,0.8734,A0A7Y0H5I9,0.8811,0.8734,0.07,qtmscore,240,235,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9hag,122,A0A255TKY7,train,0.7746,0.7687,A0A255TKY7,0.7746,0.7687,0.058,qtmscore,178,176,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9hnh,173,A0A818QLE3,train,0.7343,0.7304,A0A818QLE3,0.7343,0.7304,0.172,qtmscore,180,175,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9jl8,176,A0A024G5R6,train,0.9539,0.9314,A0A024G5R6,0.9539,0.9314,0.434,qtmscore,296,291,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9jl9,176,A0A024G5R6,train,0.9769,0.9652,A0A024G5R6,0.9769,0.9652,0.475,qtmscore,293,286,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9jla,176,A0A6G0X0G3,train,0.9761,0.9645,A0A6G0X0G3,0.9761,0.9645,0.443,qtmscore,299,292,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9jwo,288,A0A3A9C4L4,train,0.838,0.8353,A0A3A9C4L4,0.838,0.8353,0.165,qtmscore,171,168,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9jwq,288,A0A3D1CE83,train,0.8905,0.8411,A0A3D1CE83,0.8905,0.8411,0.172,qtmscore,182,179,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9jwt,296,K8EF04,train,0.9048,0.8928,K8EF04,0.9048,0.8928,0.149,qtmscore,195,190,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9kgz,125,A0A7L9RSD8,train,0.6741,0.6315,A0A7L9RSD8,0.6741,0.6315,0.025,qtmscore,55,55,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9lm8,381,A0A6F8PL74,test,0.6656,0.4512,A0A557RKI3,0.5262,0.411,0.072,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9lni,212,A0A409W9R6,test,0.5692,0.5535,A0A0G0YE85,0.5709,0.5529,0.042,qtmscore,6,5,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9lns,64,A0A318S915,train,0.976,0.9614,A0A318S915,0.976,0.9614,0.132,qtmscore,294,287,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9mrb,158,A0A378ECQ8,train,0.6021,0.5952,A0A378ECQ8,0.6021,0.5952,0.01,qtmscore,10,10,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9mxx,155,A0A511TDM5,train,0.6153,0.5488,A0A511TDM5,0.6153,0.5488,0.066,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9n0j,127,A0A6C2U1Z4,train,0.9216,0.9148,A0A6C2U1Z4,0.9216,0.9148,0.071,qtmscore,274,270,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9qdp,221,A0A3D2KL67,train,0.5822,0.4956,A0A3D2KL67,0.5822,0.4956,0.064,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9qrf,211,A0A1T4ZHF5,train,0.9313,0.9005,A0A1T4ZHF5,0.9313,0.9005,0.353,qtmscore,263,259,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9quc,172,K5UX88,train,0.5889,0.5144,K5UX88,0.5889,0.5144,0.039,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9qud,172,A0A7W1MKQ1,test,0.5507,0.5481,A0A543KMJ7,0.5592,0.5332,0.045,qtmscore,6,5,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9qui,172,K5UX88,train,0.5939,0.5206,K5UX88,0.5939,0.5206,0.034,qtmscore,5,5,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9qul,172,K5UX88,train,0.5938,0.5238,K5UX88,0.5938,0.5238,0.039,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9quo,172,A0A543KMJ7,train,0.5613,0.5353,A0A543KMJ7,0.5613,0.5353,0.049,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r00,138,A0A2E0UF99,train,0.7666,0.7563,A0A2E0UF99,0.7666,0.7563,0.019,qtmscore,145,143,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r0z,113,A0A6J4HQR7,train,0.9209,0.9123,A0A6J4HQR7,0.9209,0.9123,0.098,qtmscore,188,186,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r17,113,A0A6J4HQR7,train,0.9036,0.8957,A0A6J4HQR7,0.9036,0.8957,0.088,qtmscore,193,192,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r1j,152,A0A7S3GWD9,train,0.8882,0.882,A0A7S3GWD9,0.8882,0.882,0.051,qtmscore,128,125,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r1k,151,A0A1G3MMA7,train,0.9169,0.9101,A0A1G3MMA7,0.9169,0.9101,0.013,qtmscore,209,205,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r1l,151,A0A7S3GWD9,train,0.9005,0.8942,A0A7S3GWD9,0.9005,0.8942,0.051,qtmscore,119,119,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r1m,151,A0A7S3GWD9,train,0.8936,0.8871,A0A7S3GWD9,0.8936,0.8871,0.058,qtmscore,153,151,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r1n,151,A0A1H4DKK9,train,0.7147,0.7102,A0A1H4DKK9,0.7147,0.7102,0.033,qtmscore,202,199,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r2k,189,A0A2E0ULJ7,train,0.4897,0.4594,A0A2E0ULJ7,0.4897,0.4594,0.024,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9r7f,221,R7G9R5,train,0.5097,0.4404,R7G9R5,0.5097,0.4404,0.005,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9raa,215,A0A554L3E0,train,0.5983,0.4988,A0A554L3E0,0.5983,0.4988,0.068,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9raq,215,A0A0D0BBC6,train,0.5304,0.5265,A0A0D0BBC6,0.5304,0.5265,0.038,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9rar,215,A0A0D0BBC6,train,0.5303,0.5266,A0A0D0BBC6,0.5303,0.5266,0.038,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9rb0,215,A0A6A6LK84,train,0.4656,0.4548,A0A6A6LK84,0.4656,0.4548,0.026,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9rbe,215,A0A5N5T4D6,train,0.5326,0.5091,A0A5N5T4D6,0.5326,0.5091,0.04,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9szu,333,A0A543KMJ7,train,0.5679,0.5183,A0A543KMJ7,0.5679,0.5183,0.065,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9tas,126,A0A419W752,train,0.9232,0.9163,A0A419W752,0.9232,0.9163,0.07,qtmscore,262,258,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9tau,126,A0A419W752,train,0.9322,0.9249,A0A419W752,0.9322,0.9249,0.053,qtmscore,277,271,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9ugr,214,A0A843AQH0,train,0.8528,0.8485,A0A843AQH0,0.8528,0.8485,0.112,qtmscore,112,112,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9v3a,123,A0A7V3FZP8,train,0.5798,0.5591,A0A7V3FZP8,0.5798,0.5591,0.059,qtmscore,15,15,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9v4l,68,A0A1X0SVV7,train,0.9243,0.9119,A0A1X0SVV7,0.9243,0.9119,0.078,qtmscore,275,268,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9vp8,129,A0A142BMW0,train,0.9887,0.9811,A0A142BMW0,0.9887,0.9811,0.992,qtmscore,163,158,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9vvn,182,A0A6P4UWR6,train,0.8711,0.8665,A0A6P4UWR6,0.8711,0.8665,0.151,qtmscore,20,20,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9x1w,92,A0A7X8IZZ7,train,0.8526,0.8439,A0A7X8IZZ7,0.8526,0.8439,0.069,qtmscore,300,299,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9x1x,92,A0A386XBI1,train,0.8365,0.8199,A0A386XBI1,0.8365,0.8199,0.079,qtmscore,300,299,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),9xzo,129,A0A1V5VHV3,train,0.9474,0.9322,A0A1V5VHV3,0.9474,0.9322,0.363,qtmscore,300,294,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CASP FM,T1027-D1,168,A0A060Y9D7,train,0.4237,0.4047,A0A060Y9D7,0.4237,0.4047,0.022,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1029-D1,125,Q05WS6,train,0.5902,0.5796,Q05WS6,0.5902,0.5796,0.136,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1031-D1,95,A0A7C1VC26,train,0.7715,0.6243,A0A7C1VC26,0.7715,0.6243,0.126,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1033-D1,100,A0A2W1A8U0,train,0.6116,0.5706,A0A2W1A8U0,0.6116,0.5706,0.046,qtmscore,18,18,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1035-D1,102,R5JC19,train,0.5134,0.5022,R5JC19,0.5134,0.5022,0.026,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1037-D1,404,Q752I8,train,0.3959,0.3725,Q752I8,0.3959,0.3725,0.017,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1038-D1,114,A0A4Q4Y1M9,train,0.4849,0.4641,A0A4Q4Y1M9,0.4849,0.4641,0.008,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1038-D2,76,A0A506PP98,train,0.7217,0.7065,A0A506PP98,0.7217,0.7065,0.071,qtmscore,149,146,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1039-D1,161,A0A538F213,train,0.6888,0.611,A0A538F213,0.6888,0.611,0.056,qtmscore,9,9,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1040-D1,130,A0A2R6N289,val,0.5131,0.5067,A0A2H9N096,0.4845,0.4816,0.047,qtmscore,1,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1041-D1,242,A0A847DQX3,train,0.4721,0.4417,A0A847DQX3,0.4721,0.4417,0.004,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1042-D1,276,A0A540VS26,train,0.4333,0.4147,A0A540VS26,0.4333,0.4147,0.012,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1043-D1,148,A0A3Q1AI13,train,0.4763,0.4444,A0A3Q1AI13,0.4763,0.4444,0.025,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1049-D1,134,S0KN54,train,0.5577,0.4825,S0KN54,0.5577,0.4825,0.027,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1104-D1,117,A0A849QJX6,train,0.5823,0.5786,A0A849QJX6,0.5823,0.5786,0.043,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1112-D1,415,A0A537V9Z5,train,0.8964,0.8672,A0A537V9Z5,0.8964,0.8672,0.331,qtmscore,6,6,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1113-D1,167,A0A0F2J294,train,0.5616,0.5335,A0A0F2J294,0.5616,0.5335,0.024,qtmscore,1,1,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1120-D1,118,A0A6G7H5L6,train,0.9499,0.9423,A0A6G7H5L6,0.9499,0.9423,0.94,qtmscore,55,54,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1120-D2,110,A0A6G7H5L6,train,0.9469,0.9057,A0A6G7H5L6,0.9469,0.9057,0.761,qtmscore,74,74,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1121-D1,196,A0A5D3YEI4,train,0.8011,0.7975,A0A5D3YEI4,0.8011,0.7975,0.16,qtmscore,7,7,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1122-D1,229,A0A259Q2U8,train,0.481,0.468,A0A259Q2U8,0.481,0.468,0.024,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1123-D1,214,A0A2V8DP95,train,0.4578,0.3849,A0A2V8DP95,0.4578,0.3849,0.033,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1125-D1,134,F7PWN7,train,0.5666,0.4956,F7PWN7,0.5666,0.4956,0.029,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1125-D2,148,A0A3S1BNJ5,train,0.6568,0.653,A0A3S1BNJ5,0.6568,0.653,0.09,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1125-D4,141,A0A2P4XUA9,train,0.4911,0.4534,A0A2P4XUA9,0.4911,0.4534,0.015,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CASP FM,T1125-D5,150,A0A2P2DXS3,train,0.5494,0.4939,A0A2P2DXS3,0.5494,0.4939,0.015,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,unknown
CAMEO hard,8j4i,190,,,,,,,,,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8jvx,42,U1AV16,train,0.6333,0.6204,U1AV16,0.6333,0.6204,0.07,qtmscore,25,23,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8k7z,180,A0A1G3MRN1,train,0.5763,0.5706,A0A1G3MRN1,0.5763,0.5706,0.046,qtmscore,23,23,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8raj,111,,,,,,,,,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8s3m,350,A0A7W0XMF4,train,0.5733,0.4712,A0A7W0XMF4,0.5733,0.4712,0.082,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8s89,402,A0A812KHW7,train,0.4653,0.4575,A0A812KHW7,0.4653,0.4575,0.034,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8u1a,379,A0A218Z398,train,0.7634,0.7181,A0A218Z398,0.7634,0.7181,0.042,qtmscore,17,17,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8v4w,207,A0A1D8ARN9,train,0.5313,0.4856,A0A1D8ARN9,0.5313,0.4856,0.018,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8vd6,185,A0A439IHF8,train,0.7297,0.7264,A0A439IHF8,0.7297,0.7264,0.103,qtmscore,11,11,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8vej,253,A0A7S0MSU8,train,0.5447,0.5081,A0A7S0MSU8,0.5447,0.5081,0.042,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8wwc,286,A0A091ELT7,train,0.9984,0.9924,A0A091ELT7,0.9984,0.9924,0.939,qtmscore,864,846,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8xtn,33,,,,,,,,,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8yl4,214,A0A2C9UBX7,train,0.4646,0.4363,A0A2C9UBX7,0.4646,0.4363,0.021,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8yoz,82,N6YPL9,train,0.8146,0.7666,N6YPL9,0.8146,0.7666,0.232,qtmscore,122,118,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,8zaf,403,A0A6A6F8F9,train,0.9462,0.9434,A0A6A6F8F9,0.9462,0.9434,0.333,qtmscore,20,20,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,9b7d,387,A0A515LBI4,train,0.8568,0.8525,A0A515LBI4,0.8568,0.8525,0.303,qtmscore,361,359,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
CAMEO hard,9bch,198,,,,,,,,,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
