stem,range,cut,predictor,precision
8uds_A,all,R,Protenix-v2 single-seq,0.1132075471698113
8uds_A,long,R,Protenix-v2 single-seq,0.015625
8uds_A,all,R,Protenix-v2 + MSA,0.8867924528301887
8uds_A,long,R,Protenix-v2 + MSA,0.890625
8tls_A,all,R,Protenix-v2 single-seq,0.6190476190476191
8tls_A,long,R,Protenix-v2 single-seq,0.603448275862069
8tls_A,all,R,Protenix-v2 + MSA,0.8690476190476191
8tls_A,long,R,Protenix-v2 + MSA,0.8793103448275862
8ujw_A,all,R,Protenix-v2 single-seq,0.0576923076923076
8ujw_A,long,R,Protenix-v2 single-seq,0.0086206896551724
8ujw_A,all,R,Protenix-v2 + MSA,0.8782051282051282
8ujw_A,long,R,Protenix-v2 + MSA,0.8793103448275862
8uk7_A,all,R,Protenix-v2 single-seq,0.8529411764705882
8uk7_A,long,R,Protenix-v2 single-seq,0.9
8uk7_A,all,R,Protenix-v2 + MSA,0.7941176470588235
8uk7_A,long,R,Protenix-v2 + MSA,0.8
8upi_A,all,R,Protenix-v2 single-seq,0.2382608695652174
8upi_A,long,R,Protenix-v2 single-seq,0.1829268292682926
8upi_A,all,R,Protenix-v2 + MSA,0.9078260869565218
8upi_A,long,R,Protenix-v2 + MSA,0.9048780487804878
8v3m_A,all,R,Protenix-v2 single-seq,0.0490998363338788
8v3m_A,long,R,Protenix-v2 single-seq,0.0313199105145413
8v3m_A,all,R,Protenix-v2 + MSA,0.9050736497545008
8v3m_A,long,R,Protenix-v2 + MSA,0.8970917225950783
8v6t_A,all,R,Protenix-v2 single-seq,0.1987951807228915
8v6t_A,long,R,Protenix-v2 single-seq,0.2061068702290076
8v6t_A,all,R,Protenix-v2 + MSA,0.7108433734939759
8v6t_A,long,R,Protenix-v2 + MSA,0.7251908396946565
8vcw_A,all,R,Protenix-v2 single-seq,0.3002610966057441
8vcw_A,long,R,Protenix-v2 single-seq,0.2833333333333333
8vcw_A,all,R,Protenix-v2 + MSA,0.908616187989556
8vcw_A,long,R,Protenix-v2 + MSA,0.9166666666666666
8vh7_A,all,R,Protenix-v2 single-seq,0.1140625
8vh7_A,long,R,Protenix-v2 single-seq,0.0785123966942148
8vh7_A,all,R,Protenix-v2 + MSA,0.8859375
8vh7_A,long,R,Protenix-v2 + MSA,0.8801652892561983
8vpo_A,all,R,Protenix-v2 single-seq,0.2893700787401574
8vpo_A,long,R,Protenix-v2 single-seq,0.2898172323759791
8vpo_A,all,R,Protenix-v2 + MSA,0.8661417322834646
8vpo_A,long,R,Protenix-v2 + MSA,0.8668407310704961
8vqk_A,all,R,Protenix-v2 single-seq,0.0869565217391304
8vqk_A,long,R,Protenix-v2 single-seq,0.0440677966101694
8vqk_A,all,R,Protenix-v2 + MSA,0.8900255754475703
8vqk_A,long,R,Protenix-v2 + MSA,0.8813559322033898
8w6v_A,all,R,Protenix-v2 single-seq,0.0183028286189683
8w6v_A,long,R,Protenix-v2 single-seq,0.0040322580645161
8w6v_A,all,R,Protenix-v2 + MSA,0.8535773710482529
8w6v_A,long,R,Protenix-v2 + MSA,0.8366935483870968
8wac_A,all,R,Protenix-v2 single-seq,0.4634146341463415
8wac_A,long,R,Protenix-v2 single-seq,0.4625
8wac_A,all,R,Protenix-v2 + MSA,0.926829268292683
8wac_A,long,R,Protenix-v2 + MSA,0.9
8wae_A,all,R,Protenix-v2 single-seq,0.9052631578947368
8wae_A,long,R,Protenix-v2 single-seq,0.8679245283018868
8wae_A,all,R,Protenix-v2 + MSA,0.9263157894736842
8wae_A,long,R,Protenix-v2 + MSA,0.8867924528301887
8wcf_A,all,R,Protenix-v2 single-seq,0.2111801242236025
8wcf_A,long,R,Protenix-v2 single-seq,0.1454545454545454
8wcf_A,all,R,Protenix-v2 + MSA,0.9130434782608696
8wcf_A,long,R,Protenix-v2 + MSA,0.8909090909090909
8whj_A,all,R,Protenix-v2 single-seq,0.9
8whj_A,long,R,Protenix-v2 single-seq,0.8909090909090909
8whj_A,all,R,Protenix-v2 + MSA,0.8863636363636364
8whj_A,long,R,Protenix-v2 + MSA,0.8787878787878788
8whn_A,all,R,Protenix-v2 single-seq,0.8785046728971962
8whn_A,long,R,Protenix-v2 single-seq,0.8809523809523809
8whn_A,all,R,Protenix-v2 + MSA,0.9065420560747663
8whn_A,long,R,Protenix-v2 + MSA,0.9166666666666666
8wik_A,all,R,Protenix-v2 single-seq,0.1551724137931034
8wik_A,long,R,Protenix-v2 single-seq,0.1121076233183856
8wik_A,all,R,Protenix-v2 + MSA,0.8879310344827587
8wik_A,long,R,Protenix-v2 + MSA,0.8699551569506726
8wj5_A,all,R,Protenix-v2 single-seq,0.1590909090909091
8wj5_A,long,R,Protenix-v2 single-seq,0.0149253731343283
8wj5_A,all,R,Protenix-v2 + MSA,0.7196969696969697
8wj5_A,long,R,Protenix-v2 + MSA,0.6417910447761194
8kbl_A,all,R,Protenix-v2 single-seq,0.3095238095238095
8kbl_A,long,R,Protenix-v2 single-seq,0.3333333333333333
8kbl_A,all,R,Protenix-v2 + MSA,0.8452380952380952
8kbl_A,long,R,Protenix-v2 + MSA,0.8421052631578947
8wnj_A,all,R,Protenix-v2 single-seq,0.069298245614035
8wnj_A,long,R,Protenix-v2 single-seq,0.0338600451467268
8wnj_A,all,R,Protenix-v2 + MSA,0.893859649122807
8wnj_A,long,R,Protenix-v2 + MSA,0.8882618510158014
8wrx_A,all,R,Protenix-v2 single-seq,0.7051282051282052
8wrx_A,long,R,Protenix-v2 single-seq,0.6923076923076923
8wrx_A,all,R,Protenix-v2 + MSA,0.5769230769230769
8wrx_A,long,R,Protenix-v2 + MSA,0.6538461538461539
8wt3_A,all,R,Protenix-v2 single-seq,0.1724137931034483
8wt3_A,long,R,Protenix-v2 single-seq,0.0350877192982456
8wt3_A,all,R,Protenix-v2 + MSA,0.913793103448276
8wt3_A,long,R,Protenix-v2 + MSA,0.8771929824561403
8wim_A,all,R,Protenix-v2 single-seq,0.0662905500705218
8wim_A,long,R,Protenix-v2 single-seq,0.0265654648956356
8wim_A,all,R,Protenix-v2 + MSA,0.8645980253878702
8wim_A,long,R,Protenix-v2 + MSA,0.8709677419354839
8x7c_A,all,R,Protenix-v2 single-seq,0.0245700245700245
8x7c_A,long,R,Protenix-v2 single-seq,0.0063694267515923
8x7c_A,all,R,Protenix-v2 + MSA,0.8452088452088452
8x7c_A,long,R,Protenix-v2 + MSA,0.8471337579617835
8xf9_A,all,R,Protenix-v2 single-seq,0.0732600732600732
8xf9_A,long,R,Protenix-v2 single-seq,0.0384615384615384
8xf9_A,all,R,Protenix-v2 + MSA,0.9010989010989012
8xf9_A,long,R,Protenix-v2 + MSA,0.8956043956043956
8xjg_A,all,R,Protenix-v2 single-seq,0.8715596330275229
8xjg_A,long,R,Protenix-v2 single-seq,0.875
8xjg_A,all,R,Protenix-v2 + MSA,0.8532110091743119
8xjg_A,long,R,Protenix-v2 + MSA,0.8392857142857143
8xpk_A,all,R,Protenix-v2 single-seq,0.1230283911671924
8xpk_A,long,R,Protenix-v2 single-seq,0.0565217391304347
8xpk_A,all,R,Protenix-v2 + MSA,0.9211356466876972
8xpk_A,long,R,Protenix-v2 + MSA,0.917391304347826
8y9p_A,all,R,Protenix-v2 single-seq,0.26
8y9p_A,long,R,Protenix-v2 single-seq,0.2066666666666666
8y9p_A,all,R,Protenix-v2 + MSA,0.87
8y9p_A,long,R,Protenix-v2 + MSA,0.86
8ye0_A,all,R,Protenix-v2 single-seq,0.0306748466257668
8ye0_A,long,R,Protenix-v2 single-seq,0.0132743362831858
8ye0_A,all,R,Protenix-v2 + MSA,0.8466257668711656
8ye0_A,long,R,Protenix-v2 + MSA,0.827433628318584
8yxk_A,all,R,Protenix-v2 single-seq,0.0681818181818181
8yxk_A,long,R,Protenix-v2 single-seq,0.027027027027027
8yxk_A,all,R,Protenix-v2 + MSA,0.9090909090909092
8yxk_A,long,R,Protenix-v2 + MSA,0.9324324324324323
8z4q_A,all,R,Protenix-v2 single-seq,0.0458715596330275
8z4q_A,long,R,Protenix-v2 single-seq,0.0253456221198156
8z4q_A,all,R,Protenix-v2 + MSA,0.9027522935779816
8z4q_A,long,R,Protenix-v2 + MSA,0.9032258064516128
8hel_A,all,R,Protenix-v2 single-seq,0.1
8hel_A,long,R,Protenix-v2 single-seq,0.0
8hel_A,all,R,Protenix-v2 + MSA,0.925
8hel_A,long,R,Protenix-v2 + MSA,0.85
8zqf_A,all,R,Protenix-v2 single-seq,0.2748815165876777
8zqf_A,long,R,Protenix-v2 single-seq,0.2760736196319018
8zqf_A,all,R,Protenix-v2 + MSA,0.8767772511848341
8zqf_A,long,R,Protenix-v2 + MSA,0.8588957055214724
9azz_A,all,R,Protenix-v2 single-seq,0.2228571428571428
9azz_A,long,R,Protenix-v2 single-seq,0.0
9azz_A,all,R,Protenix-v2 + MSA,0.7942857142857143
9azz_A,long,R,Protenix-v2 + MSA,0.7380952380952381
9b1u_A,all,R,Protenix-v2 single-seq,0.0693069306930693
9b1u_A,long,R,Protenix-v2 single-seq,0.0186915887850467
9b1u_A,all,R,Protenix-v2 + MSA,0.7656765676567657
9b1u_A,long,R,Protenix-v2 + MSA,0.7616822429906542
9bks_A,all,R,Protenix-v2 single-seq,0.4189189189189189
9bks_A,long,R,Protenix-v2 single-seq,0.125
9bks_A,all,R,Protenix-v2 + MSA,0.945945945945946
9bks_A,long,R,Protenix-v2 + MSA,0.875
9bjx_A,all,R,Protenix-v2 single-seq,0.3238095238095238
9bjx_A,long,R,Protenix-v2 single-seq,0.3333333333333333
9bjx_A,all,R,Protenix-v2 + MSA,0.9
9bjx_A,long,R,Protenix-v2 + MSA,0.9030303030303032
9cfj_A,all,R,Protenix-v2 single-seq,0.2316176470588235
9cfj_A,long,R,Protenix-v2 single-seq,0.2443438914027149
9cfj_A,all,R,Protenix-v2 + MSA,0.8492647058823529
9cfj_A,long,R,Protenix-v2 + MSA,0.8597285067873304
9crn_A,all,R,Protenix-v2 single-seq,0.2278481012658227
9crn_A,long,R,Protenix-v2 single-seq,0.1605839416058394
9crn_A,all,R,Protenix-v2 + MSA,0.8607594936708861
9crn_A,long,R,Protenix-v2 + MSA,0.8722627737226277
9d91_A,all,R,Protenix-v2 single-seq,0.4425087108013937
9d91_A,long,R,Protenix-v2 single-seq,0.4636363636363636
9d91_A,all,R,Protenix-v2 + MSA,0.7526132404181185
9d91_A,long,R,Protenix-v2 + MSA,0.8
9etn_A,all,R,Protenix-v2 single-seq,0.4530046224961479
9etn_A,long,R,Protenix-v2 single-seq,0.3125
9etn_A,all,R,Protenix-v2 + MSA,0.9060092449922958
9etn_A,long,R,Protenix-v2 + MSA,0.8804347826086957
9evq_A,all,R,Protenix-v2 single-seq,0.0516431924882629
9evq_A,long,R,Protenix-v2 single-seq,0.0177514792899408
9evq_A,all,R,Protenix-v2 + MSA,0.8169014084507042
9evq_A,long,R,Protenix-v2 + MSA,0.7928994082840237
9fce_A,all,R,Protenix-v2 single-seq,0.0964467005076142
9fce_A,long,R,Protenix-v2 single-seq,0.0661764705882353
9fce_A,all,R,Protenix-v2 + MSA,0.868020304568528
9fce_A,long,R,Protenix-v2 + MSA,0.875
9fgp_A,all,R,Protenix-v2 single-seq,0.1130952380952381
9fgp_A,long,R,Protenix-v2 single-seq,0.0202020202020202
9fgp_A,all,R,Protenix-v2 + MSA,0.8809523809523809
9fgp_A,long,R,Protenix-v2 + MSA,0.9090909090909092
9f9u_A,all,R,Protenix-v2 single-seq,0.553763440860215
9f9u_A,long,R,Protenix-v2 single-seq,0.5396825396825397
9f9u_A,all,R,Protenix-v2 + MSA,0.8118279569892473
9f9u_A,long,R,Protenix-v2 + MSA,0.8015873015873016
9fow_A,all,R,Protenix-v2 single-seq,0.1386861313868613
9fow_A,long,R,Protenix-v2 single-seq,0.0857142857142857
9fow_A,all,R,Protenix-v2 + MSA,0.8102189781021898
9fow_A,long,R,Protenix-v2 + MSA,0.819047619047619
9fym_A,all,R,Protenix-v2 single-seq,0.1985111662531017
9fym_A,long,R,Protenix-v2 single-seq,0.1838709677419354
9fym_A,all,R,Protenix-v2 + MSA,0.8535980148883374
9fym_A,long,R,Protenix-v2 + MSA,0.864516129032258
9ijc_A,all,R,Protenix-v2 single-seq,0.0754716981132075
9ijc_A,long,R,Protenix-v2 single-seq,0.018796992481203
9ijc_A,all,R,Protenix-v2 + MSA,0.9272237196765498
9ijc_A,long,R,Protenix-v2 + MSA,0.9285714285714286
9iuh_A,all,R,Protenix-v2 single-seq,0.1334792122538293
9iuh_A,long,R,Protenix-v2 single-seq,0.0818181818181818
9iuh_A,all,R,Protenix-v2 + MSA,0.8862144420131292
9iuh_A,long,R,Protenix-v2 + MSA,0.8787878787878788
9j0v_A,all,R,Protenix-v2 single-seq,0.0714285714285714
9j0v_A,long,R,Protenix-v2 single-seq,0.0248447204968944
9j0v_A,all,R,Protenix-v2 + MSA,0.8035714285714286
9j0v_A,long,R,Protenix-v2 + MSA,0.8012422360248447
8ju8_A,all,R,ESMFold,0.8064516129032258
8ju8_A,long,R,ESMFold,0.8125
8k7o_A,all,R,ESMFold,0.8431372549019608
8k7o_A,long,R,ESMFold,0.8380281690140845
8oys_A,all,R,ESMFold,0.7702702702702703
8oys_A,long,R,ESMFold,0.7415730337078652
5sbj_A,all,R,ESMFold,0.9411764705882352
5sbj_A,long,R,ESMFold,1.0
7pv5_A,all,R,ESMFold,0.78125
7pv5_A,long,R,ESMFold,0.7804878048780488
7qp5_A,all,R,ESMFold,0.8132780082987552
7qp5_A,long,R,ESMFold,0.806060606060606
7qsj_A,all,R,ESMFold,0.8876080691642652
7qsj_A,long,R,ESMFold,0.8716814159292036
7t9r_A,all,R,ESMFold,0.7916666666666666
7t9r_A,long,R,ESMFold,0.8571428571428571
7tjb_A,all,R,ESMFold,0.8557213930348259
7tjb_A,long,R,ESMFold,0.8507462686567164
7tlh_A,all,R,ESMFold,0.7982456140350878
7tlh_A,long,R,ESMFold,0.7922077922077922
7uba_A,all,R,ESMFold,0.3076923076923077
7uba_A,long,R,ESMFold,0.2408759124087591
7uk8_A,all,R,ESMFold,0.7775665399239544
7uk8_A,long,R,ESMFold,0.7839195979899497
7ur2_A,all,R,ESMFold,0.7445255474452555
7ur2_A,long,R,ESMFold,0.7321428571428571
7urp_A,all,R,ESMFold,0.5970149253731343
7urp_A,long,R,ESMFold,0.5816326530612245
7uvg_A,all,R,ESMFold,0.5449438202247191
7uvg_A,long,R,ESMFold,0.6015625
7uww_A,all,R,ESMFold,0.5598845598845599
7uww_A,long,R,ESMFold,0.510548523206751
7v3o_A,all,R,ESMFold,0.6580882352941176
7v3o_A,long,R,ESMFold,0.6363636363636364
7w15_A,all,R,ESMFold,0.8679867986798679
7w15_A,long,R,ESMFold,0.8730964467005076
7wz5_A,all,R,ESMFold,0.8230088495575221
7wz5_A,long,R,ESMFold,0.8058252427184466
7wzm_A,all,R,ESMFold,0.7916666666666666
7wzm_A,long,R,ESMFold,0.7820895522388059
7x3h_A,all,R,ESMFold,0.6993243243243243
7x3h_A,long,R,ESMFold,0.6836734693877551
7x4p_A,all,R,ESMFold,0.8198198198198198
7x4p_A,long,R,ESMFold,0.8091286307053942
7x8l_A,all,R,ESMFold,0.8172413793103448
7x8l_A,long,R,ESMFold,0.8113636363636364
7xcd_A,all,R,ESMFold,0.3783783783783784
7xcd_A,long,R,ESMFold,0.3398058252427184
7xg9_A,all,R,ESMFold,0.8132780082987552
7xg9_A,long,R,ESMFold,0.8109452736318408
7xi5_A,all,R,ESMFold,0.9047619047619048
7xi5_A,long,R,ESMFold,0.8695652173913043
7xjr_A,all,R,ESMFold,0.8361581920903954
7xjr_A,long,R,ESMFold,0.8545454545454545
7xlz_A,all,R,ESMFold,0.8528301886792453
7xlz_A,long,R,ESMFold,0.8333333333333334
7xp9_A,all,R,ESMFold,0.2222222222222222
7xp9_A,long,R,ESMFold,0.1111111111111111
7xq4_A,all,R,ESMFold,0.8516949152542372
7xq4_A,long,R,ESMFold,0.8388059701492537
7xrx_A,all,R,ESMFold,0.7853535353535354
7xrx_A,long,R,ESMFold,0.7947019867549668
7xyr_A,all,R,ESMFold,0.8104667609618105
7xyr_A,long,R,ESMFold,0.8178368121442126
7xz3_A,all,R,ESMFold,0.8544303797468354
7xz3_A,long,R,ESMFold,0.8700787401574803
7y3h_A,all,R,ESMFold,0.8269230769230769
7y3h_A,long,R,ESMFold,0.8040201005025126
7y4h_A,all,R,ESMFold,0.8875
7y4h_A,long,R,ESMFold,0.8805309734513275
7y54_A,all,R,ESMFold,0.8952380952380953
7y54_A,long,R,ESMFold,0.8793103448275862
7y5j_A,all,R,ESMFold,0.8021978021978022
7y5j_A,long,R,ESMFold,0.78
7y5m_A,all,R,ESMFold,0.6486486486486487
7y5m_A,long,R,ESMFold,0.6355140186915887
7y5r_A,all,R,ESMFold,0.845360824742268
7y5r_A,long,R,ESMFold,0.8166666666666667
7y8h_A,all,R,ESMFold,0.7590361445783133
7y8h_A,long,R,ESMFold,0.7551020408163265
7y8i_A,all,R,ESMFold,0.8433734939759037
7y8i_A,long,R,ESMFold,0.8297872340425532
7yd4_A,all,R,ESMFold,0.1478873239436619
7yd4_A,long,R,ESMFold,0.1485148514851485
7yhr_A,all,R,ESMFold,0.4878048780487805
7yhr_A,long,R,ESMFold,0.2608695652173913
7ykm_A,all,R,ESMFold,0.8
7ykm_A,long,R,ESMFold,0.8529411764705882
7ylr_A,all,R,ESMFold,0.8461538461538461
7ylr_A,long,R,ESMFold,0.8305785123966942
7yug_A,all,R,ESMFold,0.8617021276595744
7yug_A,long,R,ESMFold,0.86
7yyg_A,all,R,ESMFold,0.8506787330316742
7yyg_A,long,R,ESMFold,0.8214285714285714
7z65_A,all,R,ESMFold,0.68125
7z65_A,long,R,ESMFold,0.6988416988416989
7znz_A,all,R,ESMFold,0.8444206008583691
7znz_A,long,R,ESMFold,0.837037037037037
7zoi_A,all,R,ESMFold,0.9
7zoi_A,long,R,ESMFold,0.8717948717948718
7zs2_A,all,R,ESMFold,0.7937219730941704
7zs2_A,long,R,ESMFold,0.762589928057554
7zu3_A,all,R,ESMFold,0.4456521739130434
7zu3_A,long,R,ESMFold,0.3770491803278688
7zv1_A,all,R,ESMFold,0.7927927927927928
7zv1_A,long,R,ESMFold,0.7297297297297297
8adc_A,all,R,ESMFold,0.4647058823529412
8adc_A,long,R,ESMFold,0.4380952380952381
8add_A,all,R,ESMFold,0.8380952380952381
8add_A,long,R,ESMFold,0.8541666666666666
8ak2_A,all,R,ESMFold,0.8821656050955414
8ak2_A,long,R,ESMFold,0.8908296943231441
8akh_A,all,R,ESMFold,0.8535825545171339
8akh_A,long,R,ESMFold,0.8471615720524017
8amo_A,all,R,ESMFold,0.8121546961325967
8amo_A,long,R,ESMFold,0.8146718146718147
8arl_A,all,R,ESMFold,0.8384615384615385
8arl_A,long,R,ESMFold,0.8853211009174312
8au6_A,all,R,ESMFold,0.7857142857142857
8au6_A,long,R,ESMFold,0.7457627118644068
8axj_A,all,R,ESMFold,0.8461538461538461
8axj_A,long,R,ESMFold,0.746031746031746
8azb_A,all,R,ESMFold,0.8245315161839863
8azb_A,long,R,ESMFold,0.8138957816377171
8b2e_A,all,R,ESMFold,0.9153846153846154
8b2e_A,long,R,ESMFold,0.92
8b2g_A,all,R,ESMFold,0.864406779661017
8b2g_A,long,R,ESMFold,0.8181818181818182
8b2s_A,all,R,ESMFold,0.8333333333333334
8b2s_A,long,R,ESMFold,0.8240740740740741
8b4u_A,all,R,ESMFold,0.8644688644688645
8b4u_A,long,R,ESMFold,0.8535353535353535
8b5w_A,all,R,ESMFold,0.4783783783783784
8b5w_A,long,R,ESMFold,0.4512635379061371
8b61_A,all,R,ESMFold,0.660377358490566
8b61_A,long,R,ESMFold,0.6821705426356589
8b6a_A,all,R,ESMFold,0.8358974358974359
8b6a_A,long,R,ESMFold,0.8135593220338984
8b6e_A,all,R,ESMFold,0.7727272727272727
8b6e_A,long,R,ESMFold,0.7894736842105263
8baq_A,all,R,ESMFold,0.7578947368421053
8baq_A,long,R,ESMFold,0.7518248175182481
8bau_A,all,R,ESMFold,0.8708133971291866
8bau_A,long,R,ESMFold,0.8581560283687943
8bfy_A,all,R,ESMFold,0.8133704735376045
8bfy_A,long,R,ESMFold,0.8045112781954887
8bgb_A,all,R,ESMFold,0.9108910891089108
8bgb_A,long,R,ESMFold,0.8793103448275862
8bke_A,all,R,ESMFold,0.7510121457489879
8bke_A,long,R,ESMFold,0.7203647416413373
8bsb_A,all,R,ESMFold,0.8608695652173913
8bsb_A,long,R,ESMFold,0.851063829787234
8bux_A,all,R,ESMFold,0.0666666666666666
8bux_A,long,R,ESMFold,0.03954802259887
8c4d_A,all,R,ESMFold,0.8908296943231441
8c4d_A,long,R,ESMFold,0.9142857142857144
8c4y_A,all,R,ESMFold,0.8471849865951743
8c4y_A,long,R,ESMFold,0.863013698630137
8cba_A,all,R,ESMFold,0.7020408163265306
8cba_A,long,R,ESMFold,0.6993464052287581
8ci9_A,all,R,ESMFold,0.8100890207715133
8ci9_A,long,R,ESMFold,0.8093385214007782
8cih_A,all,R,ESMFold,0.810126582278481
8cih_A,long,R,ESMFold,0.8473282442748091
8cpk_A,all,R,ESMFold,0.8583569405099151
8cpk_A,long,R,ESMFold,0.85546875
8cpn_A,all,R,ESMFold,0.7797619047619048
8cpn_A,long,R,ESMFold,0.7545454545454545
8d2z_A,all,R,ESMFold,0.7596153846153846
8d2z_A,long,R,ESMFold,0.7488151658767772
8daj_A,all,R,ESMFold,0.8929765886287625
8daj_A,long,R,ESMFold,0.9023255813953488
8dez_A,all,R,ESMFold,0.6428571428571429
8dez_A,long,R,ESMFold,0.6524822695035462
8dge_A,all,R,ESMFold,0.8194748358862144
8dge_A,long,R,ESMFold,0.8219814241486069
8dhj_A,all,R,ESMFold,0.8726591760299626
8dhj_A,long,R,ESMFold,0.885
8dmu_A,all,R,ESMFold,0.7320490367775832
8dmu_A,long,R,ESMFold,0.7583732057416268
8dp9_A,all,R,ESMFold,0.8287671232876712
8dp9_A,long,R,ESMFold,0.7837837837837838
8dqd_A,all,R,ESMFold,0.8607594936708861
8dqd_A,long,R,ESMFold,0.855072463768116
8dx0_A,all,R,ESMFold,0.8296296296296296
8dx0_A,long,R,ESMFold,0.8494623655913979
8e0r_A,all,R,ESMFold,0.7721774193548387
8e0r_A,long,R,ESMFold,0.7213622291021672
8e5h_A,all,R,ESMFold,0.7790697674418605
8e5h_A,long,R,ESMFold,0.7786885245901639
8eb9_A,all,R,ESMFold,0.0
8eb9_A,long,R,ESMFold,0.0
8ec3_A,all,R,ESMFold,0.8015873015873016
8ec3_A,long,R,ESMFold,0.8695652173913043
8eo5_A,all,R,ESMFold,0.857707509881423
8eo5_A,long,R,ESMFold,0.844311377245509
8gmy_A,all,R,ESMFold,0.6259842519685039
8gmy_A,long,R,ESMFold,0.5416666666666666
8q8i_A,all,R,ESMFold,0.6542553191489362
8q8i_A,long,R,ESMFold,0.6259842519685039
8ycm_A,all,R,ESMFold,0.75
8ycm_A,long,R,ESMFold,0.7109375
8ju8_A,all,R,ESMFold2,0.7526881720430108
8ju8_A,long,R,ESMFold2,0.765625
8k7o_A,all,R,ESMFold2,0.8333333333333334
8k7o_A,long,R,ESMFold2,0.8450704225352113
8oys_A,all,R,ESMFold2,0.777027027027027
8oys_A,long,R,ESMFold2,0.7415730337078652
5sbj_A,all,R,ESMFold2,1.0
5sbj_A,long,R,ESMFold2,1.0
7pv5_A,all,R,ESMFold2,0.78125
7pv5_A,long,R,ESMFold2,0.7560975609756098
7qp5_A,all,R,ESMFold2,0.8755186721991701
7qp5_A,long,R,ESMFold2,0.8848484848484849
7qsj_A,all,R,ESMFold2,0.9221902017291066
7qsj_A,long,R,ESMFold2,0.911504424778761
7t9r_A,all,R,ESMFold2,0.75
7t9r_A,long,R,ESMFold2,0.7142857142857143
7tjb_A,all,R,ESMFold2,0.8905472636815921
7tjb_A,long,R,ESMFold2,0.8805970149253731
7tlh_A,all,R,ESMFold2,0.7719298245614035
7tlh_A,long,R,ESMFold2,0.7402597402597403
7uba_A,all,R,ESMFold2,0.2884615384615384
7uba_A,long,R,ESMFold2,0.2554744525547445
7uk8_A,all,R,ESMFold2,0.8060836501901141
7uk8_A,long,R,ESMFold2,0.8165829145728644
7ur2_A,all,R,ESMFold2,0.7518248175182481
7ur2_A,long,R,ESMFold2,0.7589285714285714
7urp_A,all,R,ESMFold2,0.8134328358208955
7urp_A,long,R,ESMFold2,0.8061224489795918
7uvg_A,all,R,ESMFold2,0.8876404494382022
7uvg_A,long,R,ESMFold2,0.890625
7uww_A,all,R,ESMFold2,0.5613275613275613
7uww_A,long,R,ESMFold2,0.5168776371308017
7v3o_A,all,R,ESMFold2,0.8676470588235294
7v3o_A,long,R,ESMFold2,0.8716577540106952
7w15_A,all,R,ESMFold2,0.8646864686468647
7w15_A,long,R,ESMFold2,0.8527918781725888
7wz5_A,all,R,ESMFold2,0.8938053097345132
7wz5_A,long,R,ESMFold2,0.883495145631068
7wzm_A,all,R,ESMFold2,0.8333333333333334
7wzm_A,long,R,ESMFold2,0.8208955223880597
7x3h_A,all,R,ESMFold2,0.6959459459459459
7x3h_A,long,R,ESMFold2,0.6836734693877551
7x4p_A,all,R,ESMFold2,0.8018018018018018
7x4p_A,long,R,ESMFold2,0.8008298755186722
7x8l_A,all,R,ESMFold2,0.8551724137931035
7x8l_A,long,R,ESMFold2,0.8545454545454545
7xcd_A,all,R,ESMFold2,0.722972972972973
7xcd_A,long,R,ESMFold2,0.7572815533980582
7xg9_A,all,R,ESMFold2,0.8215767634854771
7xg9_A,long,R,ESMFold2,0.835820895522388
7xi5_A,all,R,ESMFold2,0.9523809523809524
7xi5_A,long,R,ESMFold2,0.9130434782608696
7xjr_A,all,R,ESMFold2,0.884180790960452
7xjr_A,long,R,ESMFold2,0.8909090909090909
7xlz_A,all,R,ESMFold2,0.9018867924528302
7xlz_A,long,R,ESMFold2,0.896551724137931
7xp9_A,all,R,ESMFold2,0.7555555555555555
7xp9_A,long,R,ESMFold2,0.7407407407407407
7xq4_A,all,R,ESMFold2,0.847457627118644
7xq4_A,long,R,ESMFold2,0.8388059701492537
7xrx_A,all,R,ESMFold2,0.8560606060606061
7xrx_A,long,R,ESMFold2,0.8509933774834437
7xyr_A,all,R,ESMFold2,0.867043847241867
7xyr_A,long,R,ESMFold2,0.8690702087286527
7xz3_A,all,R,ESMFold2,0.8575949367088608
7xz3_A,long,R,ESMFold2,0.8700787401574803
7y3h_A,all,R,ESMFold2,0.842948717948718
7y3h_A,long,R,ESMFold2,0.8090452261306532
7y4h_A,all,R,ESMFold2,0.86875
7y4h_A,long,R,ESMFold2,0.8672566371681416
7y54_A,all,R,ESMFold2,0.8952380952380953
7y54_A,long,R,ESMFold2,0.913793103448276
7y5j_A,all,R,ESMFold2,0.8461538461538461
7y5j_A,long,R,ESMFold2,0.82
7y5m_A,all,R,ESMFold2,0.581081081081081
7y5m_A,long,R,ESMFold2,0.5700934579439252
7y5r_A,all,R,ESMFold2,0.865979381443299
7y5r_A,long,R,ESMFold2,0.8166666666666667
7y8h_A,all,R,ESMFold2,0.8192771084337349
7y8h_A,long,R,ESMFold2,0.8163265306122449
7y8i_A,all,R,ESMFold2,0.8433734939759037
7y8i_A,long,R,ESMFold2,0.851063829787234
7yd4_A,all,R,ESMFold2,0.4859154929577465
7yd4_A,long,R,ESMFold2,0.4356435643564356
7yhr_A,all,R,ESMFold2,0.8780487804878049
7yhr_A,long,R,ESMFold2,0.8695652173913043
7ykm_A,all,R,ESMFold2,0.8363636363636363
7ykm_A,long,R,ESMFold2,0.8529411764705882
7ylr_A,all,R,ESMFold2,0.8846153846153846
