entry_id,gcs_uri,struct_cluster_id,seq_cluster_id,global_plddt,seq_len,split,uniprot_accession,tax_id,organism_name,is_anchor,was_excluded,cluster_size,n_anchors,n_candidates,length_bin,size_bin
AF-A0A1I6MKA0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1I6MKA0-F1-model_v4.cif,A0A7S0BJT4,A0A1I6MKA0,95.88,511,train,A0A1I6MKA0,474950,Granulicella pectinivorans,true,false,376,5,358,500-1000,100+
AF-A0A226ELZ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A226ELZ6-F1-model_v4.cif,A0A7S0BJT4,A0A226ELZ6,93.62,493,train,A0A226ELZ6,158441,Folsomia candida,false,false,376,5,358,500-1000,100+
AF-A0A2A2JGM8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2A2JGM8-F1-model_v4.cif,A0A7S0BJT4,A0A2A2JGM8,84.56,525,train,A0A2A2JGM8,2018661,Diploscapter pachys,false,false,376,5,358,500-1000,100+
AF-A0A2E2M5D9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2E2M5D9-F1-model_v4.cif,A0A7S0BJT4,A0A2E2M5D9,95.75,482,train,A0A2E2M5D9,1909294,Hyphomicrobiales bacterium,false,false,376,5,358,500-1000,100+
AF-A0A450S547-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A450S547-F1-model_v4.cif,A0A7S0BJT4,A0A450S547,93.06,511,train,A0A450S547,2126338,Candidatus Kentron sp. FW,false,false,376,5,358,500-1000,100+
AF-A0A452GT66-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A452GT66-F1-model_v4.cif,A0A7S0BJT4,A0A452GT66,96.06,504,train,A0A452GT66,38772,Gopherus agassizii (Agassiz's desert tortoise),true,false,376,5,358,500-1000,100+
AF-A0A452UTI6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A452UTI6-F1-model_v4.cif,A0A7S0BJT4,A0A452UTI6,95.88,508,train,A0A452UTI6,29073,Ursus maritimus,true,false,376,5,358,500-1000,100+
AF-A0A4U1J903-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4U1J903-F1-model_v4.cif,A0A7S0BJT4,A0A4U1J903,91.75,518,train,A0A4U1J903,889272,Polyangium fumosum,false,false,376,5,358,500-1000,100+
AF-A0A7S0BJT4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7S0BJT4-F1-model_v4.cif,A0A7S0BJT4,A0A7S0BJT4,91.25,496,train,A0A7S0BJT4,101924,Rhodosorus marinus,false,false,376,5,358,500-1000,100+
AF-B2R781-F1,gs://public-datasets-deepmind-alphafold-v4/AF-B2R781-F1-model_v4.cif,A0A7S0BJT4,B2R781,96.25,471,train,B2R781,9606,Homo sapiens,true,false,376,5,358,500-1000,100+
AF-B3S5B7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-B3S5B7-F1-model_v4.cif,A0A7S0BJT4,B3S5B7,92.19,528,train,B3S5B7,10228,Trichoplax adhaerens,false,false,376,5,358,500-1000,100+
AF-G5ECJ8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-G5ECJ8-F1-model_v4.cif,A0A7S0BJT4,G5ECJ8,95.97,512,train,G5ECJ8,6239,Caenorhabditis elegans,true,false,376,5,358,500-1000,100+
AF-H6C109-F1,gs://public-datasets-deepmind-alphafold-v4/AF-H6C109-F1-model_v4.cif,A0A7S0BJT4,H6C109,92.0,546,train,H6C109,858893,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656),false,false,376,5,358,500-1000,100+
AF-A0A1G5EM29-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1G5EM29-F1-model_v4.cif,A0A7U0H7B2,A0A1G5EM29,86.19,611,train,A0A1G5EM29,40518,Ruminococcus bromii,false,false,17,5,10,500-1000,<20
AF-A0A1V4ARI9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1V4ARI9-F1-model_v4.cif,A0A7U0H7B2,A0A1V4ARI9,87.81,524,train,A0A1V4ARI9,1004156,Candidatus Brocadia caroliniensis,true,false,17,5,10,500-1000,<20
AF-A0A2C6UWB9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2C6UWB9-F1-model_v4.cif,A0A7U0H7B2,A0A2C6UWB9,87.88,569,train,A0A2C6UWB9,1628751,Nostoc linckia z16,true,false,17,5,10,500-1000,<20
AF-A0A2H5EWQ5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2H5EWQ5-F1-model_v4.cif,A0A7U0H7B2,A0A2H5EWQ5,87.38,670,train,A0A2H5EWQ5,1077935,Paracoccus zhejiangensis,false,false,17,5,10,500-1000,<20
AF-A0A2S6CT57-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2S6CT57-F1-model_v4.cif,A0A7U0H7B2,A0A2S6CT57,85.12,471,train,A0A2S6CT57,2052836,Cuspidothrix issatschenkoi CHARLIE-1,false,false,17,5,10,500-1000,<20
AF-A0A3B8KR94-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3B8KR94-F1-model_v4.cif,A0A7U0H7B2,A0A3B8KR94,86.5,554,train,A0A3B8KR94,2053624,Synergistaceae bacterium,false,false,17,5,10,500-1000,<20
AF-A0A3D2HQY7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3D2HQY7-F1-model_v4.cif,A0A7U0H7B2,A0A3D2HQY7,89.0,578,train,A0A3D2HQY7,41978,Ruminococcus sp,true,false,17,5,10,500-1000,<20
AF-A0A430AK60-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A430AK60-F1-model_v4.cif,A0A7U0H7B2,A0A430AK60,86.12,590,train,A0A430AK60,1160095,Vagococcus entomophilus,false,false,17,5,10,500-1000,<20
AF-A0A5R8M205-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5R8M205-F1-model_v4.cif,A0A7U0H7B2,A0A5R8M205,87.44,610,train,A0A5R8M205,57037,Lacticaseibacillus zeae,true,false,17,5,10,500-1000,<20
AF-A0A6B0Q6F8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6B0Q6F8-F1-model_v4.cif,A0A7U0H7B2,A0A6B0Q6F8,86.06,581,train,A0A6B0Q6F8,2691605,Paenibacillus sp. OT2-17,false,false,17,5,10,500-1000,<20
AF-A0A7W1HXU6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7W1HXU6-F1-model_v4.cif,A0A7U0H7B2,A0A7W1HXU6,82.75,501,train,A0A7W1HXU6,2740537,Rubrobacteraceae bacterium,false,false,17,5,10,500-1000,<20
AF-D3SNB7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-D3SNB7-F1-model_v4.cif,A0A7U0H7B2,D3SNB7,89.62,568,train,D3SNB7,638303,Thermocrinis albus (strain DSM 14484 / JCM 11386 / HI 11/12),true,false,17,5,10,500-1000,<20
AF-W0I1Q0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-W0I1Q0-F1-model_v4.cif,A0A7U0H7B2,W0I1Q0,81.94,663,train,W0I1Q0,582419,Thermococcus paralvinellae,false,false,17,5,10,500-1000,<20
AF-A0A087KPL5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A087KPL5-F1-model_v4.cif,A0A7V3UNF3,A0A087KPL5,81.31,585,train,A0A087KPL5,1524467,Serratia sp. Ag1,false,false,82,5,50,500-1000,20-99
AF-A0A0G3CXC2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0G3CXC2-F1-model_v4.cif,A0A7V3UNF3,A0A0G3CXC2,86.12,505,train,A0A0G3CXC2,82985,Pragia fontium,true,false,82,5,50,500-1000,20-99
AF-A0A0L7SVW3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0L7SVW3-F1-model_v4.cif,A0A7V3UNF3,A0A0L7SVW3,83.06,554,train,A0A0L7SVW3,1560201,Erwinia iniecta,false,false,82,5,50,500-1000,20-99
AF-A0A158GM80-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A158GM80-F1-model_v4.cif,A0A7V3UNF3,A0A158GM80,87.38,532,train,A0A158GM80,326474,Caballeronia humi,true,false,82,5,50,500-1000,20-99
AF-A0A1H0SIY5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1H0SIY5-F1-model_v4.cif,A0A7V3UNF3,A0A1H0SIY5,81.38,574,train,A0A1H0SIY5,1761899,Ralstonia sp. 25mfcol4.1,false,false,82,5,50,500-1000,20-99
AF-A0A1Y1KYZ3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Y1KYZ3-F1-model_v4.cif,A0A7V3UNF3,A0A1Y1KYZ3,83.19,412,train,A0A1Y1KYZ3,7054,Photinus pyralis,false,false,82,5,50,500-1000,20-99
AF-A0A5C7C1H7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5C7C1H7-F1-model_v4.cif,A0A7V3UNF3,A0A5C7C1H7,81.38,568,train,A0A5C7C1H7,615,Serratia marcescens,false,false,82,5,50,500-1000,20-99
AF-A0A6L6GWT9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6L6GWT9-F1-model_v4.cif,A0A7V3UNF3,A0A6L6GWT9,81.94,571,train,A0A6L6GWT9,2675300,Erwinia sp. J316,false,false,82,5,50,500-1000,20-99
AF-A0A6P1Q245-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6P1Q245-F1-model_v4.cif,A0A7V3UNF3,A0A6P1Q245,84.81,555,train,A0A6P1Q245,1615494,Mixta intestinalis,false,false,82,5,50,500-1000,20-99
AF-A0A6P2G3S3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6P2G3S3-F1-model_v4.cif,A0A7V3UNF3,A0A6P2G3S3,87.69,544,train,A0A6P2G3S3,179879,Burkholderia anthina,true,false,82,5,50,500-1000,20-99
AF-A0A806NWG2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A806NWG2-F1-model_v4.cif,A0A7V3UNF3,A0A806NWG2,82.88,570,train,A0A806NWG2,61647,Pluralibacter gergoviae,false,false,82,5,50,500-1000,20-99
AF-K0DNA2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-K0DNA2-F1-model_v4.cif,A0A7V3UNF3,K0DNA2,86.56,547,train,K0DNA2,1229205,Paraburkholderia phenoliruptrix BR3459a,true,false,82,5,50,500-1000,20-99
AF-S9RYR8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-S9RYR8-F1-model_v4.cif,A0A7V3UNF3,S9RYR8,88.0,544,train,S9RYR8,1235457,Ralstonia sp. AU12-08,true,false,82,5,50,500-1000,20-99
AF-A0A0U9I960-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0U9I960-F1-model_v4.cif,A0A7W8A5E5,A0A0U9I960,85.0,231,train,A0A0U9I960,86166,Thermodesulfovibrio aggregans,true,false,20,5,7,60-249,20-99
AF-A0A1Q6M393-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Q6M393-F1-model_v4.cif,A0A7W8A5E5,A0A1Q6M393,86.06,234,train,A0A1Q6M393,1896987,Clostridium sp. CAG:307_30_263,true,false,20,5,7,60-249,20-99
AF-A0A1S7SGD9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1S7SGD9-F1-model_v4.cif,A0A7W8A5E5,A0A1S7SGD9,81.12,213,train,A0A1S7SGD9,1183424,Agrobacterium tumefaciens str. Kerr 14,false,false,20,5,7,60-249,20-99
AF-A0A2S0IBV1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2S0IBV1-F1-model_v4.cif,A0A7W8A5E5,A0A2S0IBV1,89.94,210,train,A0A2S0IBV1,217203,Achromobacter spanius,true,false,20,5,7,60-249,20-99
AF-A0A2T2WZS8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2T2WZS8-F1-model_v4.cif,A0A7W8A5E5,A0A2T2WZS8,80.94,214,train,A0A2T2WZS8,453960,Sulfobacillus benefaciens,false,false,20,5,7,60-249,20-99
AF-A0A428Z9Z8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A428Z9Z8-F1-model_v4.cif,A0A7W8A5E5,A0A428Z9Z8,86.5,213,train,A0A428Z9Z8,2030,Kibdelosporangium aridum,true,false,20,5,7,60-249,20-99
AF-A0A430FK25-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A430FK25-F1-model_v4.cif,A0A7W8A5E5,A0A430FK25,80.5,234,train,A0A430FK25,2306975,Bifidobacterium goeldii,false,false,20,5,7,60-249,20-99
AF-A0A7U9SFY6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7U9SFY6-F1-model_v4.cif,A0A7W8A5E5,A0A7U9SFY6,83.19,245,train,A0A7U9SFY6,1898203,Lachnospiraceae bacterium,false,false,20,5,7,60-249,20-99
AF-A0A7Y0Q195-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Y0Q195-F1-model_v4.cif,A0A7W8A5E5,A0A7Y0Q195,81.75,204,train,A0A7Y0Q195,2729629,Sulfobacillus sp. DSM 109850,false,false,20,5,7,60-249,20-99
AF-D4J010-F1,gs://public-datasets-deepmind-alphafold-v4/AF-D4J010-F1-model_v4.cif,A0A7W8A5E5,D4J010,85.25,226,train,D4J010,657324,Butyrivibrio fibrisolvens 16/4,true,false,20,5,7,60-249,20-99
AF-H1LRI2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-H1LRI2-F1-model_v4.cif,A0A7W8A5E5,H1LRI2,82.38,230,train,H1LRI2,861454,Lachnospiraceae bacterium oral taxon 082 str. F0431,false,false,20,5,7,60-249,20-99
AF-Q51420-F1,gs://public-datasets-deepmind-alphafold-v4/AF-Q51420-F1-model_v4.cif,A0A7W8A5E5,Q51420,80.12,239,train,Q51420,287,Pseudomonas aeruginosa,false,false,20,5,7,60-249,20-99
AF-A0A1V6GZD1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1V6GZD1-F1-model_v4.cif,A0A7X7FB92,A0A1V6GZD1,93.38,190,train,A0A1V6GZD1,1852927,Verrucomicrobia bacterium ADurb.Bin070,false,false,44,5,36,60-249,20-99
AF-A0A1W9L8E3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1W9L8E3-F1-model_v4.cif,A0A7X7FB92,A0A1W9L8E3,88.5,194,train,A0A1W9L8E3,1934251,Verrucomicrobia bacterium A1,false,false,44,5,36,60-249,20-99
AF-A0A3C1C3M1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3C1C3M1-F1-model_v4.cif,A0A7X7FB92,A0A3C1C3M1,96.19,179,train,A0A3C1C3M1,2026799,Verrucomicrobia bacterium,true,false,44,5,36,60-249,20-99
AF-A0A4P6PD31-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4P6PD31-F1-model_v4.cif,A0A7X7FB92,A0A4P6PD31,94.75,183,train,A0A4P6PD31,2488809,Verrucomicrobia bacterium S94,false,false,44,5,36,60-249,20-99
AF-A0A6C2UB23-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6C2UB23-F1-model_v4.cif,A0A7X7FB92,A0A6C2UB23,95.62,183,train,A0A6C2UB23,2750659,Pontiella desulfatans,true,false,44,5,36,60-249,20-99
AF-A0A6C2UCU8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6C2UCU8-F1-model_v4.cif,A0A7X7FB92,A0A6C2UCU8,93.56,189,train,A0A6C2UCU8,2750659,Pontiella desulfatans,false,false,44,5,36,60-249,20-99
AF-A0A6P1MBJ2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6P1MBJ2-F1-model_v4.cif,A0A7X7FB92,A0A6P1MBJ2,95.56,182,train,A0A6P1MBJ2,2697043,Kiritimatiellaeota bacterium S-5007,true,false,44,5,36,60-249,20-99
AF-A0A7C4DPF1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C4DPF1-F1-model_v4.cif,A0A7X7FB92,A0A7C4DPF1,85.0,207,train,A0A7C4DPF1,2184738,Desulfurococcaceae archaeon,false,false,44,5,36,60-249,20-99
AF-A0A7C4W7V3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C4W7V3-F1-model_v4.cif,A0A7X7FB92,A0A7C4W7V3,94.44,186,train,A0A7C4W7V3,1932692,Lentisphaerae bacterium,false,false,44,5,36,60-249,20-99
AF-A0A7X6V0T4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X6V0T4-F1-model_v4.cif,A0A7X7FB92,A0A7X6V0T4,94.81,181,train,A0A7X6V0T4,1932692,Lentisphaerae bacterium,false,false,44,5,36,60-249,20-99
AF-A0A7X7DG51-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7DG51-F1-model_v4.cif,A0A7X7FB92,A0A7X7DG51,95.25,182,train,A0A7X7DG51,1932692,Lentisphaerae bacterium,true,false,44,5,36,60-249,20-99
AF-A0A7X7IUR3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7IUR3-F1-model_v4.cif,A0A7X7FB92,A0A7X7IUR3,93.25,189,train,A0A7X7IUR3,1932692,Lentisphaerae bacterium,false,false,44,5,36,60-249,20-99
AF-A0A7X7P3C1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7P3C1-F1-model_v4.cif,A0A7X7FB92,A0A7X7P3C1,95.44,182,train,A0A7X7P3C1,1932692,Lentisphaerae bacterium,true,false,44,5,36,60-249,20-99
AF-A0A067JSJ7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A067JSJ7-F1-model_v4.cif,A0A804HT43,A0A067JSJ7,85.69,611,train,A0A067JSJ7,180498,Jatropha curcas,false,false,817,2,704,500-1000,100+
AF-A0A0K9R841-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0K9R841-F1-model_v4.cif,A0A804HT43,A0A0K9R841,85.0,535,train,A0A0K9R841,3562,Spinacia oleracea,false,false,817,2,704,500-1000,100+
AF-A0A453QHI7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A453QHI7-F1-model_v4.cif,A0A804HT43,A0A453QHI7,87.56,502,train,A0A453QHI7,200361,Aegilops tauschii subsp. strangulata,false,false,817,2,704,500-1000,100+
AF-A0A523E882-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A523E882-F1-model_v4.cif,A0A804HT43,A0A523E882,93.38,537,train,A0A523E882,1978231,Acidobacteria bacterium,true,false,817,2,704,500-1000,100+
AF-A0A5D2WJ08-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5D2WJ08-F1-model_v4.cif,A0A804HT43,A0A5D2WJ08,86.88,524,train,A0A5D2WJ08,34275,Gossypium mustelinum,false,false,817,2,704,500-1000,100+
AF-A0A6A3AUR8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6A3AUR8-F1-model_v4.cif,A0A804HT43,A0A6A3AUR8,80.62,594,train,A0A6A3AUR8,106335,Hibiscus syriacus,false,false,817,2,704,500-1000,100+
AF-A0A6I9SF53-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6I9SF53-F1-model_v4.cif,A0A804HT43,A0A6I9SF53,88.31,505,train,A0A6I9SF53,51953,Elaeis guineensis var. tenera,false,false,817,2,704,500-1000,100+
AF-A0A7I8JH73-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7I8JH73-F1-model_v4.cif,A0A804HT43,A0A7I8JH73,86.25,546,train,A0A7I8JH73,51605,Spirodela intermedia,false,false,817,2,704,500-1000,100+
AF-A0A7Y5KZZ4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Y5KZZ4-F1-model_v4.cif,A0A804HT43,A0A7Y5KZZ4,93.81,505,train,A0A7Y5KZZ4,2268199,Polyangiaceae bacterium,true,false,817,2,704,500-1000,100+
AF-F6H8V1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-F6H8V1-F1-model_v4.cif,A0A804HT43,F6H8V1,88.31,511,train,F6H8V1,29760,Vitis vinifera,false,false,817,2,704,500-1000,100+
AF-A0A1F3VEX6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1F3VEX6-F1-model_v4.cif,A0A838F088,A0A1F3VEX6,86.31,605,train,A0A1F3VEX6,1797396,Bdellovibrionales bacterium RIFOXYC1_FULL_39_130,false,false,12,5,7,500-1000,<20
AF-A0A292QP83-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A292QP83-F1-model_v4.cif,A0A838F088,A0A292QP83,88.31,605,train,A0A292QP83,1916322,Candidatus Gastranaerophilales bacterium HUM_1,true,false,12,5,7,500-1000,<20
AF-A0A292SQ88-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A292SQ88-F1-model_v4.cif,A0A838F088,A0A292SQ88,85.12,590,train,A0A292SQ88,1916319,Candidatus Gastranaerophilales bacterium HUM_21,false,false,12,5,7,500-1000,<20
AF-A0A316NL19-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A316NL19-F1-model_v4.cif,A0A838F088,A0A316NL19,89.69,601,train,A0A316NL19,2137880,Candidatus Gastranaerophilales bacterium,true,false,12,5,7,500-1000,<20
AF-A0A327J8P7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A327J8P7-F1-model_v4.cif,A0A838F088,A0A327J8P7,89.0,610,train,A0A327J8P7,2052166,Candidatus Melainabacteria bacterium,true,false,12,5,7,500-1000,<20
AF-A0A327J9P5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A327J9P5-F1-model_v4.cif,A0A838F088,A0A327J9P5,87.06,608,train,A0A327J9P5,2052166,Candidatus Melainabacteria bacterium,false,false,12,5,7,500-1000,<20
AF-A0A359BNF0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A359BNF0-F1-model_v4.cif,A0A838F088,A0A359BNF0,87.75,613,train,A0A359BNF0,2055784,Cyanobacteria bacterium UBA11440,false,false,12,5,7,500-1000,<20
AF-A0A432IP99-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A432IP99-F1-model_v4.cif,A0A838F088,A0A432IP99,87.44,641,train,A0A432IP99,2044941,Flavobacteriia bacterium,false,false,12,5,7,500-1000,<20
AF-A0A838F088-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A838F088-F1-model_v4.cif,A0A838F088,A0A838F088,80.69,647,train,A0A838F088,2053517,Bdellovibrionales bacterium,false,false,12,5,7,500-1000,<20
AF-R5SHM1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-R5SHM1-F1-model_v4.cif,A0A838F088,R5SHM1,90.5,554,train,R5SHM1,1262690,Acinetobacter sp. CAG:196,true,false,12,5,7,500-1000,<20
AF-R7HSL7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-R7HSL7-F1-model_v4.cif,A0A838F088,R7HSL7,89.31,582,train,R7HSL7,1262838,Clostridium sp. CAG:768,true,false,12,5,7,500-1000,<20
AF-R7LUQ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-R7LUQ6-F1-model_v4.cif,A0A838F088,R7LUQ6,87.75,609,train,R7LUQ6,1262901,Fusobacterium sp. CAG:815,false,false,12,5,7,500-1000,<20
AF-A0A0Q0UBN5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0Q0UBN5-F1-model_v4.cif,A4FXK0,A0A0Q0UBN5,91.31,292,train,A0A0Q0UBN5,1544416,Corynebacterium oculi,false,false,240,5,224,250-499,100+
AF-A0A101IQ28-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A101IQ28-F1-model_v4.cif,A4FXK0,A0A101IQ28,91.62,274,train,A0A101IQ28,1641387,Parcubacteria bacterium 32_520,false,false,240,5,224,250-499,100+
AF-A0A1S9V8L0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1S9V8L0-F1-model_v4.cif,A4FXK0,A0A1S9V8L0,94.0,280,train,A0A1S9V8L0,1396,Bacillus cereus,true,false,240,5,224,250-499,100+
AF-A0A1Y1R4Q3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Y1R4Q3-F1-model_v4.cif,A4FXK0,A0A1Y1R4Q3,86.44,292,train,A0A1Y1R4Q3,1940822,Oceanospirillales bacterium LUC14_002_19_P2,false,false,240,5,224,250-499,100+
AF-A0A2D6J0A4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2D6J0A4-F1-model_v4.cif,A4FXK0,A0A2D6J0A4,94.06,279,train,A0A2D6J0A4,2026733,Dehalococcoidales bacterium,true,false,240,5,224,250-499,100+
AF-A0A554I8A6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A554I8A6-F1-model_v4.cif,A4FXK0,A0A554I8A6,89.81,275,train,A0A554I8A6,2017206,Parcubacteria group bacterium LiPW_41,false,false,240,5,224,250-499,100+
AF-A0A5C7FNX5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5C7FNX5-F1-model_v4.cif,A4FXK0,A0A5C7FNX5,91.06,284,train,A0A5C7FNX5,2602767,Lewinella aurantiaca,false,false,240,5,224,250-499,100+
AF-A0A6I2MKN9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6I2MKN9-F1-model_v4.cif,A4FXK0,A0A6I2MKN9,94.25,280,train,A0A6I2MKN9,2594478,Maribacter luteus,true,false,240,5,224,250-499,100+
AF-A0A7Y6X4F9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Y6X4F9-F1-model_v4.cif,A4FXK0,A0A7Y6X4F9,87.38,289,train,A0A7Y6X4F9,2745200,Myxococcus sp. AM011,false,false,240,5,224,250-499,100+
AF-A0A7Z2BXX2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Z2BXX2-F1-model_v4.cif,A4FXK0,A0A7Z2BXX2,85.44,271,train,A0A7Z2BXX2,2575375,Pantoea sp. SO10,false,false,240,5,224,250-499,100+
AF-G5GI33-F1,gs://public-datasets-deepmind-alphafold-v4/AF-G5GI33-F1-model_v4.cif,A4FXK0,G5GI33,94.38,276,train,G5GI33,679200,Johnsonella ignava ATCC 51276,true,false,240,5,224,250-499,100+
AF-H1HV74-F1,gs://public-datasets-deepmind-alphafold-v4/AF-H1HV74-F1-model_v4.cif,A4FXK0,H1HV74,88.12,292,train,H1HV74,796942,Stomatobaculum longum,false,false,240,5,224,250-499,100+
AF-R7GDJ1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-R7GDJ1-F1-model_v4.cif,A4FXK0,R7GDJ1,94.06,277,train,R7GDJ1,1262807,Clostridium sp. CAG:440,true,false,240,5,224,250-499,100+
AF-A0A169P387-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A169P387-F1-model_v4.cif,I3RCU5,A0A169P387,95.75,179,train,A0A169P387,39478,Streptomyces laurentii,true,false,14,5,9,60-249,<20
AF-A0A1B9EZN9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1B9EZN9-F1-model_v4.cif,I3RCU5,A0A1B9EZN9,94.75,184,train,A0A1B9EZN9,1819298,Streptomyces sp. PTY087I2,false,false,14,5,9,60-249,<20
AF-A0A1F2W0N5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1F2W0N5-F1-model_v4.cif,I3RCU5,A0A1F2W0N5,94.75,163,train,A0A1F2W0N5,1797201,Actinobacteria bacterium RBG_16_67_10,false,false,14,5,9,60-249,<20
AF-A0A1M4E5Q1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1M4E5Q1-F1-model_v4.cif,I3RCU5,A0A1M4E5Q1,95.81,168,train,A0A1M4E5Q1,93944,Nonomuraea gerenzanensis,true,false,14,5,9,60-249,<20
